dataset: C
instance: SA2
+-----------+
2D Packing Heuristic in Truck P067157215
Min2DVol: 14.227199999999995 [m2]
Stack 0 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 1 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 2 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 3 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 4 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 5 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 6 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 7 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 8 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 9 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 10 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 11 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 12 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 13 with items: ['0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 14 with items: ['0090017100_28022023028713', '0090017100_28022023024261', '0090017100_28022023028713', '0090017100_28022023028713']
Stack 15 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 16 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 17 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 18 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 19 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 20 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 21 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 22 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 23 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 24 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 25 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 26 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 27 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 28 with items: ['0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 29 with items: ['0090017100_28022023024261', '0090017100_28022023017273', '0090017100_28022023024261', '0090017100_28022023024261']
Stack 30 with items: ['0090017100_28022023017273', '0090017100_28022023014300', '0090017100_28022023014300', '0090017100_28022023010190']
Stack 31 with items: ['0090017100_28022023010190', '0090017100_28022023001572', '0090017100_28022023001572']
Heuristic packed all stacks
