dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P080650105
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0091017300_28022023015728', '0091017300_28022023015728', '0091017300_28022023015728']
Stack 1 with items: ['0091017300_28022023015728', '0091017300_28022023015728', '0091017300_28022023015728']
Stack 2 with items: ['0091017300_28022023015728', '0091017300_28022023015728', '0091017300_28022023015728']
Stack 3 with items: ['0091017300_28022023015728', '0091017300_28022023015728', '0091017300_28022023015728']
Stack 4 with items: ['0091017300_28022023015728', '0091017300_28022023015728', '0091017300_28022023015728']
Stack 5 with items: ['0091017300_28022023015728', '0091017300_28022023015728', '0091017300_28022023015728']
Stack 6 with items: ['0091017300_28022023015728', '0091017300_28022023015728', '0091017300_28022023015728']
Stack 7 with items: ['0091017300_28022023015728', '0091017300_28022023015728', '0091017300_28022023015728']
Stack 8 with items: ['0091017300_28022023015728', '0091017300_28022023015728', '0091017300_28022023015728']
Stack 9 with items: ['0091017300_28022023015728', '0091017300_28022023011629', '0091017300_28022023011629']
Stack 10 with items: ['0091017300_28022023011629', '0091017300_28022023011629', '0091017300_28022023011629']
Stack 11 with items: ['0091017300_28022023011629', '0091017300_28022023011629', '0091017300_28022023011629']
Stack 12 with items: ['0091017300_28022023011629', '0091017300_28022023011629', '0091017300_28022023011629']
Stack 13 with items: ['0091017300_28022023011629', '0091017300_28022023011629', '0091017300_28022023011629']
Stack 14 with items: ['0091017300_28022023011629', '0091017300_28022023011629', '0091017300_28022023011629']
Stack 15 with items: ['0091017300_28022023011629', '0091017300_28022023011629', '0091017300_28022023011629']
Stack 16 with items: ['0091017300_28022023011629', '0091017300_28022023011276', '0091017300_28022023011629']
Stack 17 with items: ['0091017300_28022023011276', '0091017300_28022023011276', '0091017300_28022023011276']
Stack 18 with items: ['0091017300_28022023011276', '0091017300_28022023011276', '0091017300_28022023011276']
Stack 19 with items: ['0091017300_28022023011276', '0091017300_28022023011276', '0091017300_28022023011276']
Stack 20 with items: ['0091017300_28022023011276', '0091017300_28022023011276', '0091017300_28022023011276']
Stack 21 with items: ['0091017300_28022023011276', '0091017300_28022023011276', '0091017300_28022023011276']
Stack 22 with items: ['0091017300_28022023011276', '0091017300_28022023011276', '0091017300_28022023011276']
Stack 23 with items: ['0091017300_28022023011276', '0091017300_28022023004501', '0091017300_28022023011276']
Stack 24 with items: ['0091017300_28022023004501', '0091017300_28022023004501', '0091017300_28022023004501']
Stack 25 with items: ['0091017300_28022023004501', '0091017300_28022023004501', '0091017300_28022023004501']
Heuristic packed all stacks
