dataset: X
instance: AS6
+-----------+
2D Packing Heuristic in Truck P191730401
Min2DVol: 36.480000000000004 [m2]
Stack 0 with items: ['0090018000_14062023005424', '0090018000_14062023005424', '0090018000_14062023005424']
Stack 1 with items: ['0090018000_14062023010163', '0090018000_14062023010163', '0090018000_14062023010163']
Stack 2 with items: ['0090018000_14062023001535', '0090018000_14062023001535', '0090018000_14062023005424']
Stack 3 with items: ['0090018000_14062023001535', '0090018000_14062023001535', '0090018000_14062023005424']
Stack 4 with items: ['0090018000_14062023005424', '0090018000_14062023005424', '0090018000_14062023010163']
Stack 5 with items: ['0090018000_14062023002740', '0090018000_14062023005424', '0090018000_14062023005424']
Stack 6 with items: ['0090018000_14062023005424', '0090018000_14062023002740', '0090018000_14062023005424']
Stack 7 with items: ['0090018000_14062023010163', '0090018000_14062023010163', '0090018000_14062023010163']
Stack 8 with items: ['0090018000_14062023005424', '0090018000_14062023005424']
Stack 9 with items: ['0090018000_14062023014605', '0090018000_14062023014605', '0090018000_14062023014605']
Stack 10 with items: ['0090018000_14062023014605', '0090018000_14062023014605', '0090018000_14062023014605']
Stack 11 with items: ['0090018000_14062023014605', '0090018000_14062023014092', '0090018000_14062023014605']
Stack 12 with items: ['0090018000_14062023014092', '0090018000_14062023012667', '0090018000_14062023014092']
Stack 13 with items: ['0090018000_14062023012667', '0090018000_14062023012667', '0090018000_14062023012667']
Stack 14 with items: ['0090018000_14062023006005', '0090018000_14062023005371', '0090018000_14062023006005']
Stack 15 with items: ['0090018000_14062023005371', '0090018000_14062023005371', '0090018000_14062023005371']
Stack 16 with items: ['0090018000_14062023005371', '0090018000_14062023005371', '0090018000_14062023005371']
Stack 17 with items: ['0090018000_14062023005371', '0090018000_14062023004886', '0090018000_14062023005371']
Stack 18 with items: ['0090018000_14062023004886', '0090018000_14062023002585', '0090018000_14062023002585']
Stack 19 with items: ['0090018000_14062023002585', '0090018000_14062023002585', '0090018000_14062023002585']
Stack 20 with items: ['0090018000_14062023002585', '0090018000_14062023002585', '0090018000_14062023002585']
Stack 21 with items: ['0090018000_14062023002585', '0090018000_14062023002585', '0090018000_14062023002585']
Stack 22 with items: ['0090018000_14062023002585', '0090018000_14062023001859', '0090018000_14062023001859']
Stack 23 with items: ['0090018000_14062023001859', '0090018000_14062023001859', '0090018000_14062023001859']
Stack 24 with items: ['0090018000_14062023012359', '0090018000_14062023003603', '0090018000_14062023012359']
Stacks not packed:
Stack 24 missing: ['0090018000_14062023012359', '0090018000_14062023003603', '0090018000_14062023012359']
