dataset: B
instance: VA2
+-----------+
2D Packing Heuristic in Truck P333501107
Min2DVol: 31.679999999999993 [m2]
Stack 0 with items: ['0091017300_26102022010892', '0091017300_26102022008923', '0091017300_26102022010892', '0091017300_26102022010892', '0091017300_26102022010892']
Stack 1 with items: ['0091017300_26102022008923', '0091017300_26102022008923', '0091017300_26102022008923', '0091017300_26102022008923', '0091017300_26102022008923']
Stack 2 with items: ['0091017300_26102022008923', '0091017300_26102022004575', '0091017300_26102022008612', '0091017300_26102022004575', '0091017300_26102022008923']
Stack 3 with items: ['0091017300_26102022004575', '0091017300_26102022003805', '0091017300_26102022003805', '0091017300_26102022003805', '0091017300_26102022003805']
Stack 4 with items: ['0091017300_26102022003805', '0091017300_26102022000919', '0091017300_26102022001489', '0091017300_26102022000919', '0091017300_26102022003805']
Stack 5 with items: ['0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919']
Stack 6 with items: ['0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919']
Stack 7 with items: ['0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919']
Stack 8 with items: ['0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919', '0091017300_26102022000919']
Stack 9 with items: ['0091017300_26102022000919', '0091017300_26102022000334', '0091017300_26102022000423', '0091017300_26102022000423', '0091017300_26102022000334']
Stack 10 with items: ['0091017300_26102022000334', '0091017300_26102022000334', '0091017300_26102022000334', '0091017300_26102022000334', '0091017300_26102022000334']
Heuristic packed all stacks
