dataset: A
instance: SA2
+-----------+
2D Packing Heuristic in Truck P252056209
Min2DVol: 31.23611999999999 [m2]
Stack 0 with items: ['0090017100_03072022015917', '0090017100_03072022003977']
Stack 1 with items: ['0090017100_03072022004416', '0090017100_03072022003977', '0090017100_03072022003977']
Stack 2 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 3 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 4 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 5 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 6 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 7 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 8 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 9 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 10 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 11 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 12 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 13 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 14 with items: ['0090017100_03072022017045', '0090017100_03072022017045', '0090017100_03072022017045']
Stack 15 with items: ['0090017100_03072022013625', '0090017100_03072022013625', '0090017100_03072022013625']
Stack 16 with items: ['0090017100_03072022013625', '0090017100_03072022013625', '0090017100_03072022013625']
Stack 17 with items: ['0090017100_03072022013625', '0090017100_03072022013625', '0090017100_03072022013625']
Stack 18 with items: ['0090017100_03072022013625', '0090017100_03072022013625', '0090017100_03072022013625']
Stack 19 with items: ['0090017100_03072022013625', '0090017100_03072022009315', '0090017100_03072022009315']
Stack 20 with items: ['0090017100_03072022009315', '0090017100_03072022009315', '0090017100_03072022009315']
Stack 21 with items: ['0090017100_03072022009315', '0090017100_03072022009315', '0090017100_03072022009315']
Stack 22 with items: ['0090017100_03072022009315', '0090017100_03072022009315', '0090017100_03072022009315']
Stack 23 with items: ['0090017100_03072022009315', '0090017100_03072022009315', '0090017100_03072022009315']
Stack 24 with items: ['0090017100_03072022009315', '0090017100_03072022009315', '0090017100_03072022009315']
Stack 25 with items: ['0090017100_03072022009315', '0090017100_03072022009315', '0090017100_03072022009315']
Heuristic packed all stacks
