dataset: C
instance: RM
+-----------+
2D Packing Heuristic in Truck P102390601
Min2DVol: 28.799999999999994 [m2]
Stack 0 with items: ['0090038200_27022023027205', '0090038200_27022023027205', '0090038200_27022023027205', '0090038200_27022023027205']
Stack 1 with items: ['0090038200_27022023027205', '0090038200_27022023024244', '0090038200_27022023027205', '0090038200_27022023027205']
Stack 2 with items: ['0090038200_27022023024244', '0090038200_27022023024244', '0090038200_27022023024244', '0090038200_27022023024244']
Stack 3 with items: ['0090038200_27022023024244', '0090038200_27022023024244', '0090038200_27022023024244', '0090038200_27022023024244']
Stack 4 with items: ['0090038200_27022023014225', '0090038200_27022023014225', '0090038200_27022023014225', '0090038200_27022023014225']
Stack 5 with items: ['0090038200_27022023014225', '0090038200_27022023014225', '0090038200_27022023014225', '0090038200_27022023014225']
Stack 6 with items: ['0090038200_27022023014225', '0090038200_27022023014225', '0090038200_27022023014225', '0090038200_27022023014225']
Stack 7 with items: ['0090038200_27022023014225', '0090038200_27022023014225', '0090038200_27022023014225', '0090038200_27022023014225']
Stack 8 with items: ['0090038200_27022023014225', '0090038200_27022023005380', '0090038200_27022023014225', '0090038200_27022023014225']
Stack 9 with items: ['0090038200_27022023005380', '0090038200_27022023005380', '0090038200_27022023005380', '0090038200_27022023005380']
Heuristic packed all stacks
