dataset: X
instance: TR3
+-----------+
2D Packing Heuristic in Truck P216420201
Min2DVol: 31.026419999999998 [m2]
Stack 0 with items: ['0090017000_08062023041010', '0090017000_08062023000270', '0090017000_08062023007140', '0090017000_08062023009382', '0090017000_08062023000270']
Stack 1 with items: ['0090017000_08062023018843', '0090017000_08062023018843']
Stack 2 with items: ['0090017000_08062023018843', '0090017000_08062023018843']
Stack 3 with items: ['0090017000_08062023018843', '0090017000_08062023018843']
Stack 4 with items: ['0090017000_08062023018843', '0090017000_08062023018843']
Stack 5 with items: ['0090017000_08062023014870', '0090017000_08062023014870']
Stack 6 with items: ['0090017000_08062023013158', '0090017000_08062023013158']
Stack 7 with items: ['0090017000_08062023002675', '0090017000_08062023002675', '0090017000_08062023002675']
Stack 8 with items: ['0090017000_08062023032761', '0090017000_08062023032761', '0090017000_08062023032761']
Stack 9 with items: ['0090017000_08062023028053', '0090017000_08062023028053', '0090017000_08062023028053']
Stack 10 with items: ['0090017000_08062023028053', '0090017000_08062023028053', '0090017000_08062023028053']
Stack 11 with items: ['0090017000_08062023028053', '0090017000_08062023028053', '0090017000_08062023032761']
Stack 12 with items: ['0090017000_08062023032761', '0090017000_08062023028053', '0090017000_08062023032761']
Stack 13 with items: ['0090017000_08062023018594', '0090017000_08062023002675', '0090017000_08062023002675']
Stack 14 with items: ['0090017000_08062023002675', '0090017000_08062023002675', '0090017000_08062023028053']
Stack 15 with items: ['0090017000_08062023002675', '0090017000_08062023002675', '0090017000_08062023002675']
Stack 16 with items: ['0090017000_08062023039422', '0090017000_08062023032761', '0090017000_08062023028533']
Stack 17 with items: ['0090017000_08062023003960', '0090017000_08062023003960', '0090017000_08062023003960']
Stack 18 with items: ['0090017000_08062023003960', '0090017000_08062023003960', '0090017000_08062023003960']
Stack 19 with items: ['0090017000_08062023003960', '0090017000_08062023003960', '0090017000_08062023003960']
Stack 20 with items: ['0090017000_08062023003960', '0090017000_08062023003960', '0090017000_08062023003960']
Stack 21 with items: ['0090017000_08062023003960', '0090017000_08062023003960', '0090017000_08062023003960']
Stack 22 with items: ['0090017000_08062023039967', '0090017000_08062023039967', '0090017000_08062023039967']
Stack 23 with items: ['0090017000_08062023014984', '0090017000_08062023014984', '0090017000_08062023014984']
Stack 24 with items: ['0090017000_08062023003960', '0090017000_08062023003960', '0090017000_08062023003960']
Stack 25 with items: ['0090017000_08062023032243', '0090017000_08062023003960', '0090017000_08062023032243']
Heuristic packed all stacks
