dataset: B
instance: TA2
+-----------+
2D Packing Heuristic in Truck P322385501
Min2DVol: 31.920000000000005 [m2]
Stack 0 with items: ['0090038300_26102022010329', '0090038300_26102022010329', '0090038300_26102022010329', '0090038300_26102022010329']
Stack 1 with items: ['0090038300_26102022010329', '0090038300_26102022010329', '0090038300_26102022010329', '0090038300_26102022010329']
Stack 2 with items: ['0090038300_26102022010329', '0090038300_26102022010329', '0090038300_26102022010329', '0090038300_26102022010329']
Stack 3 with items: ['0090038300_26102022010329', '0090038300_26102022010329', '0090038300_26102022010329', '0090038300_26102022010329']
Stack 4 with items: ['0090038300_26102022010329', '0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022010329']
Stack 5 with items: ['0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788']
Stack 6 with items: ['0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788']
Stack 7 with items: ['0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788']
Stack 8 with items: ['0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788']
Stack 9 with items: ['0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788']
Stack 10 with items: ['0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788', '0090038300_26102022004788']
Stack 11 with items: ['0090038300_26102022001182', '0090038300_26102022001182', '0090038300_26102022001182', '0090038300_26102022001182']
Stack 12 with items: ['0090038300_26102022001182', '0090038300_26102022001182', '0090038300_26102022001182', '0090038300_26102022001182']
Stack 13 with items: ['0090038300_26102022001182', '0090038300_26102022001182', '0090038300_26102022001182', '0090038300_26102022001182']
Heuristic packed all stacks
