dataset: X
instance: SA3
+-----------+
2D Packing Heuristic in Truck P170056201
Min2DVol: 31.290299999999988 [m2]
Stack 0 with items: ['0090017100_08062023019959', '0090017100_08062023019959']
Stack 1 with items: ['0090017100_08062023004195', '0090017100_08062023004195']
Stack 2 with items: ['0090017100_08062023017267', '0090017100_08062023017267']
Stack 3 with items: ['0090017100_08062023018021', '0090017100_08062023018021']
Stack 4 with items: ['0090017100_08062023012741', '0090017100_08062023012741']
Stack 5 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 6 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 7 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 8 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 9 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 10 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 11 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 12 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 13 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 14 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 15 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 16 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 17 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 18 with items: ['0090017100_08062023028044', '0090017100_08062023028044', '0090017100_08062023028044']
Stack 19 with items: ['0090017100_08062023024120', '0090017100_08062023013260', '0090017100_08062023024120']
Stack 20 with items: ['0090017100_08062023013260', '0090017100_08062023009688', '0090017100_08062023009688']
Stack 21 with items: ['0090017100_08062023005943', '0090017100_08062023005943', '0090017100_08062023005943']
Stack 22 with items: ['0090017100_08062023005943', '0090017100_08062023005943', '0090017100_08062023005943']
Stack 23 with items: ['0090017100_08062023005943', '0090017100_08062023005943', '0090017100_08062023005943']
Stack 24 with items: ['0090017100_08062023005943', '0090017100_08062023005943', '0090017100_08062023005943']
Stack 25 with items: ['0090017100_08062023005943', '0090017100_08062023005943', '0090017100_08062023005943']
Heuristic packed all stacks
