dataset: X
instance: SA7
+-----------+
2D Packing Heuristic in Truck P173050601
Min2DVol: 31.630100000000045 [m2]
Stack 0 with items: ['0090017100_14062023029120', '0090017100_14062023026987']
Stack 1 with items: ['0090017100_14062023024470', '0090017100_14062023019929']
Stack 2 with items: ['0090017100_14062023023856', '0090017100_14062023002207', '0090017100_14062023020207', '0090017100_14062023000390']
Stack 3 with items: ['0090017100_14062023016810', '0090017100_14062023005649']
Stack 4 with items: ['0090017100_14062023001432', '0090017100_14062023001349']
Stack 5 with items: ['0090017100_14062023029234', '0090017100_14062023028388', '0090017100_14062023028388']
Stack 6 with items: ['0090017100_14062023028388', '0090017100_14062023027094', '0090017100_14062023024731']
Stack 7 with items: ['0090017100_14062023027489', '0090017100_14062023027489', '0090017100_14062023027489']
Stack 8 with items: ['0090017100_14062023027081', '0090017100_14062023026972', '0090017100_14062023027081']
Stack 9 with items: ['0090017100_14062023026972', '0090017100_14062023026586', '0090017100_14062023026972']
Stack 10 with items: ['0090017100_14062023026586', '0090017100_14062023026586', '0090017100_14062023026586']
Stack 11 with items: ['0090017100_14062023026207', '0090017100_14062023026207', '0090017100_14062023026207']
Stack 12 with items: ['0090017100_14062023026207', '0090017100_14062023026207', '0090017100_14062023026207']
Stack 13 with items: ['0090017100_14062023026133', '0090017100_14062023026133', '0090017100_14062023026133']
Stack 14 with items: ['0090017100_14062023025488', '0090017100_14062023025488', '0090017100_14062023025488']
Stack 15 with items: ['0090017100_14062023024731', '0090017100_14062023024731', '0090017100_14062023024731']
Stack 16 with items: ['0090017100_14062023024731', '0090017100_14062023024731', '0090017100_14062023024731']
Stack 17 with items: ['0090017100_14062023024731', '0090017100_14062023024312', '0090017100_14062023024731']
Stack 18 with items: ['0090017100_14062023024654', '0090017100_14062023024654', '0090017100_14062023024654']
Stack 19 with items: ['0090017100_14062023024654', '0090017100_14062023024005', '0090017100_14062023024005']
Stack 20 with items: ['0090017100_14062023024312', '0090017100_14062023022578', '0090017100_14062023024312']
Stack 21 with items: ['0090017100_14062023024005', '0090017100_14062023023536', '0090017100_14062023023536']
Stack 22 with items: ['0090017100_14062023023536', '0090017100_14062023023536', '0090017100_14062023023536']
Stack 23 with items: ['0090017100_14062023023535', '0090017100_14062023023244', '0090017100_14062023023244']
Stack 24 with items: ['0090017100_14062023023244', '0090017100_14062023023244', '0090017100_14062023023244']
Stack 25 with items: ['0090017100_14062023023244', '0090017100_14062023023244', '0090017100_14062023023244']
Stack 26 with items: ['0090017100_14062023023244', '0090017100_14062023023244', '0090017100_14062023023244']
Stack 27 with items: ['0090017100_14062023023244', '0090017100_14062023022727', '0090017100_14062023022727']
Stack 28 with items: ['0090017100_14062023022727', '0090017100_14062023022727', '0090017100_14062023022727']
Stack 29 with items: ['0090017100_14062023022656', '0090017100_14062023022483', '0090017100_14062023022483']
Stack 30 with items: ['0090017100_14062023022578', '0090017100_14062023022578', '0090017100_14062023022578']
Stack 31 with items: ['0090017100_14062023022578', '0090017100_14062023022578', '0090017100_14062023022578']
Stack 32 with items: ['0090017100_14062023022578', '0090017100_14062023019607', '0090017100_14062023022578']
Stack 33 with items: ['0090017100_14062023022483', '0090017100_14062023021607', '0090017100_14062023021607']
Stack 34 with items: ['0090017100_14062023021607', '0090017100_14062023021607', '0090017100_14062023021607']
Stack 35 with items: ['0090017100_14062023021607', '0090017100_14062023020904', '0090017100_14062023020904']
Stack 36 with items: ['0090017100_14062023020823', '0090017100_14062023020823', '0090017100_14062023020823']
Stack 37 with items: ['0090017100_14062023020323', '0090017100_14062023020323', '0090017100_14062023020323']
Stack 38 with items: ['0090017100_14062023019723', '0090017100_14062023019723', '0090017100_14062023019723']
Stack 39 with items: ['0090017100_14062023019607', '0090017100_14062023019607', '0090017100_14062023019607']
Stack 40 with items: ['0090017100_14062023019255', '0090017100_14062023018826', '0090017100_14062023018826']
Stack 41 with items: ['0090017100_14062023019036', '0090017100_14062023019036', '0090017100_14062023019036']
Stack 42 with items: ['0090017100_14062023017555', '0090017100_14062023017555', '0090017100_14062023017555']
Stack 43 with items: ['0090017100_14062023017330', '0090017100_14062023017330', '0090017100_14062023017330']
Stack 44 with items: ['0090017100_14062023017301', '0090017100_14062023016852', '0090017100_14062023016852']
Stack 45 with items: ['0090017100_14062023016852', '0090017100_14062023016852', '0090017100_14062023016852']
Stack 46 with items: ['0090017100_14062023016245', '0090017100_14062023015900', '0090017100_14062023015590']
Stack 47 with items: ['0090017100_14062023015656', '0090017100_14062023014601', '0090017100_14062023014601']
Stack 48 with items: ['0090017100_14062023015590', '0090017100_14062023015590', '0090017100_14062023015590']
Stack 49 with items: ['0090017100_14062023015590', '0090017100_14062023014861', '0090017100_14062023015590']
Stack 50 with items: ['0090017100_14062023014861', '0090017100_14062023014233', '0090017100_14062023014861']
Stack 51 with items: ['0090017100_14062023014601', '0090017100_14062023009150', '0090017100_14062023009150']
Stack 52 with items: ['0090017100_14062023014233', '0090017100_14062023013809', '0090017100_14062023014233']
Stack 53 with items: ['0090017100_14062023013545', '0090017100_14062023012863', '0090017100_14062023012863']
Stack 54 with items: ['0090017100_14062023012863', '0090017100_14062023012863', '0090017100_14062023012863']
Stack 55 with items: ['0090017100_14062023012863', '0090017100_14062023012790', '0090017100_14062023012790']
Stack 56 with items: ['0090017100_14062023012790', '0090017100_14062023011096', '0090017100_14062023010575']
Stack 57 with items: ['0090017100_14062023010575', '0090017100_14062023009956', '0090017100_14062023010575']
Stack 58 with items: ['0090017100_14062023009956', '0090017100_14062023009860', '0090017100_14062023009956']
Stack 59 with items: ['0090017100_14062023009150', '0090017100_14062023008627', '0090017100_14062023006580']
Stack 60 with items: ['0090017100_14062023008076', '0090017100_14062023008076', '0090017100_14062023008076']
Stack 61 with items: ['0090017100_14062023007242', '0090017100_14062023007242', '0090017100_14062023007242']
Stack 62 with items: ['0090017100_14062023006977', '0090017100_14062023006977', '0090017100_14062023006977']
Stack 63 with items: ['0090017100_14062023006977', '0090017100_14062023006346', '0090017100_14062023006346']
Stack 64 with items: ['0090017100_14062023006580', '0090017100_14062023006580', '0090017100_14062023006580']
Stack 65 with items: ['0090017100_14062023006580', '0090017100_14062023006580', '0090017100_14062023006580']
Stack 66 with items: ['0090017100_14062023006580', '0090017100_14062023004317', '0090017100_14062023006580']
Stack 67 with items: ['0090017100_14062023005186', '0090017100_14062023004277', '0090017100_14062023004277']
Stack 68 with items: ['0090017100_14062023004317', '0090017100_14062023003920', '0090017100_14062023004317']
Stack 69 with items: ['0090017100_14062023004277', '0090017100_14062023004277', '0090017100_14062023004277']
Stack 70 with items: ['0090017100_14062023004277', '0090017100_14062023003704', '0090017100_14062023003704']
Stack 71 with items: ['0090017100_14062023003014', '0090017100_14062023002539', '0090017100_14062023000788']
Stack 72 with items: ['0090017100_14062023002533', '0090017100_14062023002533', '0090017100_14062023002533']
Stack 73 with items: ['0090017100_14062023002533', '0090017100_14062023002533', '0090017100_14062023002533']
Stack 74 with items: ['0090017100_14062023002533', '0090017100_14062023002533', '0090017100_14062023002533']
Stack 75 with items: ['0090017100_14062023002533', '0090017100_14062023002533', '0090017100_14062023002533']
Stack 76 with items: ['0090017100_14062023000741', '0090017100_14062023000741', '0090017100_14062023000741']
Stack 77 with items: ['0090017100_14062023000741', '0090017100_14062023000741', '0090017100_14062023000741']
Stack 78 with items: ['0090017100_14062023000741', '0090017100_14062023000741', '0090017100_14062023000741']
Stacks not packed:
Stack 1 missing: ['0090017100_14062023024470', '0090017100_14062023019929']
Stack 7 missing: ['0090017100_14062023027489', '0090017100_14062023027489', '0090017100_14062023027489']
Stack 8 missing: ['0090017100_14062023027081', '0090017100_14062023026972', '0090017100_14062023027081']
Stack 9 missing: ['0090017100_14062023026972', '0090017100_14062023026586', '0090017100_14062023026972']
Stack 10 missing: ['0090017100_14062023026586', '0090017100_14062023026586', '0090017100_14062023026586']
Stack 11 missing: ['0090017100_14062023026207', '0090017100_14062023026207', '0090017100_14062023026207']
Stack 12 missing: ['0090017100_14062023026207', '0090017100_14062023026207', '0090017100_14062023026207']
Stack 13 missing: ['0090017100_14062023026133', '0090017100_14062023026133', '0090017100_14062023026133']
Stack 14 missing: ['0090017100_14062023025488', '0090017100_14062023025488', '0090017100_14062023025488']
Stack 18 missing: ['0090017100_14062023024654', '0090017100_14062023024654', '0090017100_14062023024654']
Stack 19 missing: ['0090017100_14062023024654', '0090017100_14062023024005', '0090017100_14062023024005']
Stack 21 missing: ['0090017100_14062023024005', '0090017100_14062023023536', '0090017100_14062023023536']
Stack 22 missing: ['0090017100_14062023023536', '0090017100_14062023023536', '0090017100_14062023023536']
Stack 23 missing: ['0090017100_14062023023535', '0090017100_14062023023244', '0090017100_14062023023244']
Stack 24 missing: ['0090017100_14062023023244', '0090017100_14062023023244', '0090017100_14062023023244']
Stack 25 missing: ['0090017100_14062023023244', '0090017100_14062023023244', '0090017100_14062023023244']
Stack 26 missing: ['0090017100_14062023023244', '0090017100_14062023023244', '0090017100_14062023023244']
Stack 27 missing: ['0090017100_14062023023244', '0090017100_14062023022727', '0090017100_14062023022727']
Stack 28 missing: ['0090017100_14062023022727', '0090017100_14062023022727', '0090017100_14062023022727']
Stack 29 missing: ['0090017100_14062023022656', '0090017100_14062023022483', '0090017100_14062023022483']
Stack 33 missing: ['0090017100_14062023022483', '0090017100_14062023021607', '0090017100_14062023021607']
Stack 34 missing: ['0090017100_14062023021607', '0090017100_14062023021607', '0090017100_14062023021607']
Stack 35 missing: ['0090017100_14062023021607', '0090017100_14062023020904', '0090017100_14062023020904']
Stack 36 missing: ['0090017100_14062023020823', '0090017100_14062023020823', '0090017100_14062023020823']
Stack 37 missing: ['0090017100_14062023020323', '0090017100_14062023020323', '0090017100_14062023020323']
Stack 38 missing: ['0090017100_14062023019723', '0090017100_14062023019723', '0090017100_14062023019723']
Stack 40 missing: ['0090017100_14062023019255', '0090017100_14062023018826', '0090017100_14062023018826']
Stack 42 missing: ['0090017100_14062023017555', '0090017100_14062023017555', '0090017100_14062023017555']
Stack 43 missing: ['0090017100_14062023017330', '0090017100_14062023017330', '0090017100_14062023017330']
Stack 44 missing: ['0090017100_14062023017301', '0090017100_14062023016852', '0090017100_14062023016852']
Stack 45 missing: ['0090017100_14062023016852', '0090017100_14062023016852', '0090017100_14062023016852']
Stack 46 missing: ['0090017100_14062023016245', '0090017100_14062023015900', '0090017100_14062023015590']
Stack 48 missing: ['0090017100_14062023015590', '0090017100_14062023015590', '0090017100_14062023015590']
Stack 49 missing: ['0090017100_14062023015590', '0090017100_14062023014861', '0090017100_14062023015590']
Stack 50 missing: ['0090017100_14062023014861', '0090017100_14062023014233', '0090017100_14062023014861']
Stack 52 missing: ['0090017100_14062023014233', '0090017100_14062023013809', '0090017100_14062023014233']
Stack 53 missing: ['0090017100_14062023013545', '0090017100_14062023012863', '0090017100_14062023012863']
Stack 54 missing: ['0090017100_14062023012863', '0090017100_14062023012863', '0090017100_14062023012863']
Stack 55 missing: ['0090017100_14062023012863', '0090017100_14062023012790', '0090017100_14062023012790']
Stack 56 missing: ['0090017100_14062023012790', '0090017100_14062023011096', '0090017100_14062023010575']
Stack 57 missing: ['0090017100_14062023010575', '0090017100_14062023009956', '0090017100_14062023010575']
Stack 58 missing: ['0090017100_14062023009956', '0090017100_14062023009860', '0090017100_14062023009956']
Stack 60 missing: ['0090017100_14062023008076', '0090017100_14062023008076', '0090017100_14062023008076']
Stack 61 missing: ['0090017100_14062023007242', '0090017100_14062023007242', '0090017100_14062023007242']
Stack 62 missing: ['0090017100_14062023006977', '0090017100_14062023006977', '0090017100_14062023006977']
Stack 63 missing: ['0090017100_14062023006977', '0090017100_14062023006346', '0090017100_14062023006346']
Stack 67 missing: ['0090017100_14062023005186', '0090017100_14062023004277', '0090017100_14062023004277']
Stack 69 missing: ['0090017100_14062023004277', '0090017100_14062023004277', '0090017100_14062023004277']
Stack 70 missing: ['0090017100_14062023004277', '0090017100_14062023003704', '0090017100_14062023003704']
Stack 71 missing: ['0090017100_14062023003014', '0090017100_14062023002539', '0090017100_14062023000788']
Stack 76 missing: ['0090017100_14062023000741', '0090017100_14062023000741', '0090017100_14062023000741']
Stack 77 missing: ['0090017100_14062023000741', '0090017100_14062023000741', '0090017100_14062023000741']
Stack 78 missing: ['0090017100_14062023000741', '0090017100_14062023000741', '0090017100_14062023000741']
