dataset: X
instance: RM3
+-----------+
2D Packing Heuristic in Truck P196395601
Min2DVol: 27.600000000000023 [m2]
Stack 0 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 1 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 2 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 3 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 4 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 5 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 6 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 7 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 8 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 9 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 10 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 11 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 12 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 13 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 14 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 15 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 16 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 17 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 18 with items: ['0090038200_08062023030162', '0090038200_08062023030162', '0090038200_08062023030162']
Stack 19 with items: ['0090038200_08062023030162', '0090038200_08062023018372', '0090038200_08062023030162']
Stack 20 with items: ['0090038200_08062023018372', '0090038200_08062023018372', '0090038200_08062023018372']
Stack 21 with items: ['0090038200_08062023018372', '0090038200_08062023018372', '0090038200_08062023018372']
Stack 22 with items: ['0090038200_08062023018372', '0090038200_08062023018372', '0090038200_08062023018372']
Stack 23 with items: ['0090038200_08062023018372', '0090038200_08062023018372', '0090038200_08062023018372']
Stack 24 with items: ['0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181']
Stack 25 with items: ['0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181']
Stack 26 with items: ['0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181']
Stack 27 with items: ['0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181']
Stack 28 with items: ['0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181']
Stack 29 with items: ['0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181', '0090038200_08062023017181']
Stack 30 with items: ['0090038200_08062023017181', '0090038200_08062023014159', '0090038200_08062023017181', '0090038200_08062023017181']
Stack 31 with items: ['0090038200_08062023014159', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023014159']
Stack 32 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 33 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 34 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 35 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 36 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 37 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 38 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 39 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 40 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 41 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 42 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
Stack 43 with items: ['0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246', '0090038200_08062023005246']
