dataset: B
instance: AS2
+-----------+
2D Packing Heuristic in Truck P312706601
Min2DVol: 28.658175000000014 [m2]
Stack 0 with items: ['0090018000_26102022000166']
Stack 1 with items: ['0090018000_26102022002245']
Stack 2 with items: ['0090018000_26102022002245']
Stack 3 with items: ['0090018000_26102022000166']
Stack 4 with items: ['0090018000_26102022000166']
Stack 5 with items: ['0090018000_26102022000166']
Stack 6 with items: ['0090018000_26102022000166']
Stack 7 with items: ['0090018000_26102022000166']
Stack 8 with items: ['0090018000_26102022000166']
Stack 9 with items: ['0090018000_26102022000166']
Stack 10 with items: ['0090018000_26102022000166']
Stack 11 with items: ['0090018000_26102022002245']
Stack 12 with items: ['0090018000_26102022000166']
Stack 13 with items: ['0090018000_26102022002245']
Stack 14 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 15 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 16 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 17 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 18 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 19 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 20 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 21 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 22 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 23 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 24 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 25 with items: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 26 with items: ['0090018000_26102022002323', '0090018000_26102022002323']
Stack 27 with items: ['0090018000_26102022002323', '0090018000_26102022002323']
Stack 28 with items: ['0090018000_26102022002323', '0090018000_26102022002323']
Stack 29 with items: ['0090018000_26102022002323', '0090018000_26102022002323']
Stack 30 with items: ['0090018000_26102022002323', '0090018000_26102022002323']
Stack 31 with items: ['0090018000_26102022002323', '0090018000_26102022002323']
Stacks not packed:
Stack 14 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 15 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 16 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 17 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 18 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 19 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 20 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 21 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 22 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 23 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 24 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 25 missing: ['0090018000_26102022001362', '0090018000_26102022001362']
Stack 28 missing: ['0090018000_26102022002323', '0090018000_26102022002323']
Stack 29 missing: ['0090018000_26102022002323', '0090018000_26102022002323']
Stack 30 missing: ['0090018000_26102022002323', '0090018000_26102022002323']
Stack 31 missing: ['0090018000_26102022002323', '0090018000_26102022002323']
