dataset: C
instance: TA3
+-----------+
2D Packing Heuristic in Truck P091360451
Min2DVol: 29.39399999999999 [m2]
Stack 0 with items: ['0090038300_28022023031206', '0090038300_28022023031206', '0090038300_28022023031206']
Stack 1 with items: ['0090038300_28022023031206', '0090038300_28022023031206', '0090038300_28022023031206']
Stack 2 with items: ['0090038300_28022023031206', '0090038300_28022023031206', '0090038300_28022023031206']
Stack 3 with items: ['0090038300_28022023031206', '0090038300_28022023031206', '0090038300_28022023031206']
Stack 4 with items: ['0090038300_28022023031206', '0090038300_28022023031206', '0090038300_28022023031206']
Stack 5 with items: ['0090038300_28022023031206', '0090038300_28022023031206', '0090038300_28022023031206']
Stack 6 with items: ['0090038300_28022023031206', '0090038300_28022023031206', '0090038300_28022023031206']
Stack 7 with items: ['0090038300_28022023031206', '0090038300_28022023030317', '0090038300_28022023031206']
Stack 8 with items: ['0090038300_28022023027529', '0090038300_28022023027529', '0090038300_28022023027529']
Stacks not packed:
Stack 6 missing: ['0090038300_28022023031206', '0090038300_28022023031206', '0090038300_28022023031206']
Stack 7 missing: ['0090038300_28022023031206', '0090038300_28022023030317', '0090038300_28022023031206']
Stack 8 missing: ['0090038300_28022023027529', '0090038300_28022023027529', '0090038300_28022023027529']
