dataset: B
instance: FL2
+-----------+
2D Packing Heuristic in Truck P341227201
Min2DVol: 38.178060000000016 [m2]
Stack 0 with items: ['0090015100_26102022008476', '0090015100_26102022008476']
Stack 1 with items: ['0090015100_26102022007649', '0090015100_26102022007649']
Stack 2 with items: ['0090015100_26102022007649', '0090015100_26102022007649']
Stack 3 with items: ['0090015100_26102022004927', '0090015100_26102022004927']
Stack 4 with items: ['0090015100_26102022004927', '0090015100_26102022004927']
Stack 5 with items: ['0090015100_26102022004927', '0090015100_26102022004927']
Stack 6 with items: ['0090015100_26102022004477', '0090015100_26102022004477']
Stack 7 with items: ['0090015100_26102022004477', '0090015100_26102022004477']
Stack 8 with items: ['0090015100_26102022004477', '0090015100_26102022004477']
Stack 9 with items: ['0090015100_26102022001874', '0090015100_26102022001874']
Stack 10 with items: ['0090015100_26102022001874', '0090015100_26102022001874']
Stack 11 with items: ['0090015100_26102022001874', '0090015100_26102022001874']
Stack 12 with items: ['0090015100_26102022001172', '0090015100_26102022001172']
Stack 13 with items: ['0090015100_26102022003500']
Stack 14 with items: ['0090015100_26102022003500', '0090015100_26102022003500']
Stack 15 with items: ['0090015100_26102022003500', '0090015100_26102022003500']
Stack 16 with items: ['0090015100_26102022003500', '0090015100_26102022003500']
Stack 17 with items: ['0090015100_26102022004169', '0090015100_26102022007434']
Stack 18 with items: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022009418']
Stack 19 with items: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022007109']
Stack 20 with items: ['0090015100_26102022009418', '0090015100_26102022009418', '0090015100_26102022009418']
Stack 21 with items: ['0090015100_26102022009418', '0090015100_26102022009418', '0090015100_26102022009418']
Stack 22 with items: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022007109']
Stack 23 with items: ['0090015100_26102022009418', '0090015100_26102022009418', '0090015100_26102022009418']
Stack 24 with items: ['0090015100_26102022009418', '0090015100_26102022007109', '0090015100_26102022009418']
Stack 25 with items: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022007109']
Stack 26 with items: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022007109']
Stack 27 with items: ['0090015100_26102022009418', '0090015100_26102022009418', '0090015100_26102022009418']
Stack 28 with items: ['0090015100_26102022009418', '0090015100_26102022009418', '0090015100_26102022009418']
Stack 29 with items: ['0090015100_26102022009418', '0090015100_26102022009418', '0090015100_26102022009418']
Stack 30 with items: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022007109']
Stack 31 with items: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022007109']
Stacks not packed:
Stack 26 missing: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022007109']
Stack 27 missing: ['0090015100_26102022009418', '0090015100_26102022009418', '0090015100_26102022009418']
Stack 28 missing: ['0090015100_26102022009418', '0090015100_26102022009418', '0090015100_26102022009418']
Stack 29 missing: ['0090015100_26102022009418', '0090015100_26102022009418', '0090015100_26102022009418']
Stack 30 missing: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022007109']
Stack 31 missing: ['0090015100_26102022007109', '0090015100_26102022007109', '0090015100_26102022007109']
