dataset: A
instance: AS
+-----------+
2D Packing Heuristic in Truck P222708201
Min2DVol: 20.580000000000002 [m2]
Stack 0 with items: ['0090018000_03072022000855', '0090018000_03072022000855']
Stack 1 with items: ['0090018000_03072022000855', '0090018000_03072022000855']
Stack 2 with items: ['0090018000_03072022000855', '0090018000_03072022000855']
Stack 3 with items: ['0090018000_03072022000855', '0090018000_03072022000855']
Stack 4 with items: ['0090018000_03072022000855', '0090018000_03072022000855']
Stack 5 with items: ['0090018000_03072022000855', '0090018000_03072022000855']
Stack 6 with items: ['0090018000_03072022000781', '0090018000_03072022000855']
Stack 7 with items: ['0090018000_03072022000781', '0090018000_03072022000781']
Stack 8 with items: ['0090018000_03072022000781', '0090018000_03072022000781']
Stack 9 with items: ['0090018000_03072022000781', '0090018000_03072022000781']
Stack 10 with items: ['0090018000_03072022000781', '0090018000_03072022000781']
Stack 11 with items: ['0090018000_03072022000781', '0090018000_03072022000781']
Heuristic packed all stacks
