dataset: X
instance: AS6
+-----------+
2D Packing Heuristic in Truck P229731301
Min2DVol: 30.720000000000017 [m2]
Stack 0 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 1 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 2 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 3 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 4 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 5 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 6 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 7 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 8 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 9 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 10 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 11 with items: ['0090018000_14062023011959', '0090018000_14062023011959']
Stack 12 with items: ['0090018000_14062023003636', '0090018000_14062023001928']
Stack 13 with items: ['0090018000_14062023001928', '0090018000_14062023001928']
Stack 14 with items: ['0090018000_14062023001928', '0090018000_14062023001928']
Stack 15 with items: ['0090018000_14062023001928', '0090018000_14062023001928']
Heuristic packed all stacks
