dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P082651101
Min2DVol: 31.619111999999987 [m2]
Stack 0 with items: ['0091017300_28022023000166', '0091017300_28022023000166']
Stack 1 with items: ['0091017300_28022023000166', '0091017300_28022023000166']
Stack 2 with items: ['0091017300_28022023023292', '0091017300_28022023020885', '0091017300_28022023023292']
Stack 3 with items: ['0091017300_28022023020885', '0091017300_28022023020885', '0091017300_28022023020885']
Stack 4 with items: ['0091017300_28022023020885', '0091017300_28022023020885', '0091017300_28022023020885']
Stack 5 with items: ['0091017300_28022023020885', '0091017300_28022023020885', '0091017300_28022023020885']
Stack 6 with items: ['0091017300_28022023020885', '0091017300_28022023020885', '0091017300_28022023020885']
Stack 7 with items: ['0091017300_28022023020885', '0091017300_28022023020885', '0091017300_28022023020885']
Stack 8 with items: ['0091017300_28022023020885', '0091017300_28022023020885', '0091017300_28022023020885']
Stack 9 with items: ['0091017300_28022023020885', '0091017300_28022023020885', '0091017300_28022023020885']
Stack 10 with items: ['0091017300_28022023020885', '0091017300_28022023020819', '0091017300_28022023020819']
Stack 11 with items: ['0091017300_28022023020819', '0091017300_28022023020819', '0091017300_28022023020819']
Stack 12 with items: ['0091017300_28022023020819', '0091017300_28022023020819', '0091017300_28022023020819']
Stack 13 with items: ['0091017300_28022023020819', '0091017300_28022023020819', '0091017300_28022023020819']
Stack 14 with items: ['0091017300_28022023020819', '0091017300_28022023020819', '0091017300_28022023020819']
Stack 15 with items: ['0091017300_28022023020819', '0091017300_28022023019536', '0091017300_28022023020819']
Stack 16 with items: ['0091017300_28022023019536', '0091017300_28022023018769', '0091017300_28022023018769']
Stack 17 with items: ['0091017300_28022023018020', '0091017300_28022023016350', '0091017300_28022023018020']
Stack 18 with items: ['0091017300_28022023016350', '0091017300_28022023016350', '0091017300_28022023016350']
Stack 19 with items: ['0091017300_28022023015214', '0091017300_28022023015214', '0091017300_28022023015214']
Stack 20 with items: ['0091017300_28022023015214', '0091017300_28022023013688', '0091017300_28022023015214']
Stack 21 with items: ['0091017300_28022023013688', '0091017300_28022023013688', '0091017300_28022023013688']
Stack 22 with items: ['0091017300_28022023011598', '0091017300_28022023010781', '0091017300_28022023011598']
Stack 23 with items: ['0091017300_28022023010781', '0091017300_28022023010781', '0091017300_28022023010781']
Stack 24 with items: ['0091017300_28022023008690', '0091017300_28022023004319', '0091017300_28022023003867']
Stack 25 with items: ['0091017300_28022023003867', '0091017300_28022023001794', '0091017300_28022023003867']
Heuristic packed all stacks
