dataset: C
instance: TA3
+-----------+
2D Packing Heuristic in Truck P093386105
Min2DVol: 31.770299999999988 [m2]
Stack 0 with items: ['0090038300_28022023003532', '0090038300_28022023003532']
Stack 1 with items: ['0090038300_28022023008039', '0090038300_28022023008039']
Stack 2 with items: ['0090038300_28022023013325', '0090038300_28022023013325']
Stack 3 with items: ['0090038300_28022023008039', '0090038300_28022023008039']
Stack 4 with items: ['0090038300_28022023029949', '0090038300_28022023029949']
Stack 5 with items: ['0090038300_28022023028957', '0090038300_28022023028957', '0090038300_28022023028957']
Stack 6 with items: ['0090038300_28022023003660', '0090038300_28022023003660', '0090038300_28022023016878']
Stack 7 with items: ['0090038300_28022023003660', '0090038300_28022023016878', '0090038300_28022023016878']
Stack 8 with items: ['0090038300_28022023028957', '0090038300_28022023028957', '0090038300_28022023028957']
Stack 9 with items: ['0090038300_28022023027090', '0090038300_28022023027090', '0090038300_28022023027090']
Stack 10 with items: ['0090038300_28022023027090', '0090038300_28022023027090', '0090038300_28022023027090']
Stack 11 with items: ['0090038300_28022023027090', '0090038300_28022023027090', '0090038300_28022023027090']
Stack 12 with items: ['0090038300_28022023027090', '0090038300_28022023025921', '0090038300_28022023025921']
Stack 13 with items: ['0090038300_28022023025921', '0090038300_28022023025921', '0090038300_28022023025921']
Stack 14 with items: ['0090038300_28022023025921', '0090038300_28022023025921', '0090038300_28022023025921']
Stack 15 with items: ['0090038300_28022023025921', '0090038300_28022023025921', '0090038300_28022023025921']
Stack 16 with items: ['0090038300_28022023025921', '0090038300_28022023025921', '0090038300_28022023025921']
Stack 17 with items: ['0090038300_28022023025835', '0090038300_28022023025835', '0090038300_28022023025835']
Stack 18 with items: ['0090038300_28022023025835', '0090038300_28022023021756', '0090038300_28022023021756']
Stack 19 with items: ['0090038300_28022023021756', '0090038300_28022023020701', '0090038300_28022023020701']
Stack 20 with items: ['0090038300_28022023020701', '0090038300_28022023020701', '0090038300_28022023020701']
Stack 21 with items: ['0090038300_28022023015944', '0090038300_28022023009566', '0090038300_28022023015944']
Stack 22 with items: ['0090038300_28022023009566', '0090038300_28022023009260', '0090038300_28022023009566']
Stack 23 with items: ['0090038300_28022023009260', '0090038300_28022023009260', '0090038300_28022023009260']
Heuristic packed all stacks
