dataset: X
instance: BY6
+-----------+
2D Packing Heuristic in Truck P194065807
Min2DVol: 30.959999999999997 [m2]
Stack 0 with items: ['0090016900_14062023035765', '0090016900_14062023017450', '0090016900_14062023017450', '0090016900_14062023017450']
Stack 1 with items: ['0090016900_14062023035765', '0090016900_14062023035765', '0090016900_14062023035765', '0090016900_14062023035765']
Stack 2 with items: ['0090016900_14062023017450', '0090016900_14062023038658', '0090016900_14062023038658', '0090016900_14062023038658']
Stack 3 with items: ['0090016900_14062023035765', '0090016900_14062023035765', '0090016900_14062023035765', '0090016900_14062023038658']
Stack 4 with items: ['0090016900_14062023038658', '0090016900_14062023038658', '0090016900_14062023038658', '0090016900_14062023038658']
Stack 5 with items: ['0090016900_14062023035765', '0090016900_14062023035765', '0090016900_14062023035765', '0090016900_14062023035765']
Stack 6 with items: ['0090016900_14062023043754', '0090016900_14062023043754']
Stack 7 with items: ['0090016900_14062023043754', '0090016900_14062023032365']
Stack 8 with items: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 9 with items: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 10 with items: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 11 with items: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 12 with items: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 13 with items: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 14 with items: ['0090016900_14062023032365', '0090016900_14062023025090']
Stack 15 with items: ['0090016900_14062023025090', '0090016900_14062023022193']
Stacks not packed:
Stack 10 missing: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 11 missing: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 12 missing: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 13 missing: ['0090016900_14062023032365', '0090016900_14062023032365']
Stack 14 missing: ['0090016900_14062023032365', '0090016900_14062023025090']
Stack 15 missing: ['0090016900_14062023025090', '0090016900_14062023022193']
