dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P082056103
Min2DVol: 30.133957500000026 [m2]
Stack 0 with items: ['0090017100_27022023020195', '0090017100_27022023014982', '0090017100_27022023014257', '0090017100_27022023032299']
Stack 1 with items: ['0090017100_27022023021560', '0090017100_27022023011639']
Stack 2 with items: ['0090017100_27022023028419', '0090017100_27022023021560', '0090017100_27022023011639']
Stack 3 with items: ['0090017100_27022023004137', '0090017100_27022023004137', '0090017100_27022023021103']
Stack 4 with items: ['0090017100_27022023014982', '0090017100_27022023016469', '0090017100_27022023021560', '0090017100_27022023028144']
Stack 5 with items: ['0090017100_27022023007131', '0090017100_27022023007131', '0090017100_27022023010550']
Stack 6 with items: ['0090017100_27022023026338', '0090017100_27022023014982', '0090017100_27022023004931']
Stack 7 with items: ['0090017100_27022023002292', '0090017100_27022023017235']
Stack 8 with items: ['0090017100_27022023007131', '0090017100_27022023012845', '0090017100_27022023027087']
Stack 9 with items: ['0090017100_27022023019296', '0090017100_27022023001639']
Stack 10 with items: ['0090017100_27022023026247', '0090017100_27022023026247']
Stack 11 with items: ['0090017100_27022023003639', '0090017100_27022023004843', '0090017100_27022023004843']
Stack 12 with items: ['0090017100_27022023004843', '0090017100_27022023004843', '0090017100_27022023004843']
Stack 13 with items: ['0090017100_27022023018722', '0090017100_27022023004843', '0090017100_27022023004843']
Stack 14 with items: ['0090017100_27022023015500', '0090017100_27022023015500', '0090017100_27022023015500']
Stack 15 with items: ['0090017100_27022023030887', '0090017100_27022023030887', '0090017100_27022023030887']
Stack 16 with items: ['0090017100_27022023030887', '0090017100_27022023030887', '0090017100_27022023030887']
Stack 17 with items: ['0090017100_27022023030887', '0090017100_27022023030887', '0090017100_27022023030887']
Stack 18 with items: ['0090017100_27022023030580', '0090017100_27022023030580', '0090017100_27022023030580']
Stack 19 with items: ['0090017100_27022023030580', '0090017100_27022023026756', '0090017100_27022023026756']
Stack 20 with items: ['0090017100_27022023026756', '0090017100_27022023026756', '0090017100_27022023026756']
Stack 21 with items: ['0090017100_27022023026756', '0090017100_27022023026756', '0090017100_27022023026756']
Stack 22 with items: ['0090017100_27022023026756', '0090017100_27022023026416', '0090017100_27022023026416']
Stack 23 with items: ['0090017100_27022023026416', '0090017100_27022023024684', '0090017100_27022023026416']
Stack 24 with items: ['0090017100_27022023011507', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 25 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 26 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 27 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 28 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 29 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 30 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 31 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 32 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 33 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 34 with items: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 35 with items: ['0090017100_27022023010830', '0090017100_27022023007234', '0090017100_27022023010830']
Stack 36 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 37 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 38 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 39 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 40 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 41 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 42 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 43 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 44 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 45 with items: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 46 with items: ['0090017100_27022023007234', '0090017100_27022023006004', '0090017100_27022023006004']
Stack 47 with items: ['0090017100_27022023008382', '0090017100_27022023004054', '0090017100_27022023008382']
Stack 48 with items: ['0090017100_27022023004054', '0090017100_27022023004054', '0090017100_27022023004054']
Stack 49 with items: ['0090017100_27022023004054', '0090017100_27022023004054', '0090017100_27022023004054']
Stacks not packed:
Stack 15 missing: ['0090017100_27022023030887', '0090017100_27022023030887', '0090017100_27022023030887']
Stack 16 missing: ['0090017100_27022023030887', '0090017100_27022023030887', '0090017100_27022023030887']
Stack 17 missing: ['0090017100_27022023030887', '0090017100_27022023030887', '0090017100_27022023030887']
Stack 20 missing: ['0090017100_27022023026756', '0090017100_27022023026756', '0090017100_27022023026756']
Stack 21 missing: ['0090017100_27022023026756', '0090017100_27022023026756', '0090017100_27022023026756']
Stack 28 missing: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 29 missing: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 30 missing: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 31 missing: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 32 missing: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 33 missing: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 34 missing: ['0090017100_27022023010830', '0090017100_27022023010830', '0090017100_27022023010830']
Stack 35 missing: ['0090017100_27022023010830', '0090017100_27022023007234', '0090017100_27022023010830']
Stack 36 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 37 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 38 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 39 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 40 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 41 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 42 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 43 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 44 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 45 missing: ['0090017100_27022023007234', '0090017100_27022023007234', '0090017100_27022023007234']
Stack 46 missing: ['0090017100_27022023007234', '0090017100_27022023006004', '0090017100_27022023006004']
