dataset: A
instance: VA
+-----------+
2D Packing Heuristic in Truck P193561701
Min2DVol: 27.59999999999999 [m2]
Stack 0 with items: ['0091017300_03072022014414', '0091017300_03072022014414', '0091017300_03072022014414']
Stack 1 with items: ['0091017300_03072022014414', '0091017300_03072022014414', '0091017300_03072022014414']
Stack 2 with items: ['0091017300_03072022014414', '0091017300_03072022014414', '0091017300_03072022014414']
Stack 3 with items: ['0091017300_03072022014414', '0091017300_03072022014414', '0091017300_03072022014414']
Stack 4 with items: ['0091017300_03072022014414', '0091017300_03072022014414', '0091017300_03072022014414']
Stack 5 with items: ['0091017300_03072022014414', '0091017300_03072022014414', '0091017300_03072022014414']
Stack 6 with items: ['0091017300_03072022014414', '0091017300_03072022014414', '0091017300_03072022014414']
Stack 7 with items: ['0091017300_03072022005312', '0091017300_03072022005312', '0091017300_03072022005312']
Stack 8 with items: ['0091017300_03072022005312', '0091017300_03072022005312', '0091017300_03072022005312']
Stack 9 with items: ['0091017300_03072022005312', '0091017300_03072022005312', '0091017300_03072022005312']
Stack 10 with items: ['0091017300_03072022005312', '0091017300_03072022005312', '0091017300_03072022005312']
Stack 11 with items: ['0091017300_03072022005312', '0091017300_03072022005312', '0091017300_03072022005312']
Stack 12 with items: ['0091017300_03072022005312', '0091017300_03072022001135', '0091017300_03072022005312']
Stack 13 with items: ['0091017300_03072022001135', '0091017300_03072022001135', '0091017300_03072022001135']
Stack 14 with items: ['0091017300_03072022001135', '0091017300_03072022001135', '0091017300_03072022001135']
Stack 15 with items: ['0091017300_03072022001135', '0091017300_03072022001135', '0091017300_03072022001135']
Stack 16 with items: ['0091017300_03072022001135', '0091017300_03072022001135', '0091017300_03072022001135']
Stack 17 with items: ['0091017300_03072022001135', '0091017300_03072022001135', '0091017300_03072022001135']
Stack 18 with items: ['0091017300_03072022001135', '0091017300_03072022001135', '0091017300_03072022001135']
Stack 19 with items: ['0091017300_03072022001135', '0091017300_03072022001135', '0091017300_03072022001135']
Stack 20 with items: ['0091017300_03072022001135', '0091017300_03072022000499']
Stack 21 with items: ['0091017300_03072022007669', '0091017300_03072022007669', '0091017300_03072022007669']
Stack 22 with items: ['0091017300_03072022007669', '0091017300_03072022007669', '0091017300_03072022007669']
Heuristic packed all stacks
