dataset: X
instance: CI4
+-----------+
2D Packing Heuristic in Truck P185401715
Min2DVol: 31.236119999999993 [m2]
Stack 0 with items: ['0090016800_14062023039330', '0090016800_14062023039330', '0090016800_14062023039330']
Stack 1 with items: ['0090016800_14062023039330', '0090016800_14062023037220', '0090016800_14062023023633']
Stack 2 with items: ['0090016800_14062023023633', '0090016800_14062023023633', '0090016800_14062023023633']
Stack 3 with items: ['0090016800_14062023023633', '0090016800_14062023023633', '0090016800_14062023023633']
Stack 4 with items: ['0090016800_14062023023633', '0090016800_14062023023633', '0090016800_14062023023633']
Stack 5 with items: ['0090016800_14062023023633', '0090016800_14062023023633', '0090016800_14062023023633']
Stack 6 with items: ['0090016800_14062023017694', '0090016800_14062023015633', '0090016800_14062023015633']
Stack 7 with items: ['0090016800_14062023015633', '0090016800_14062023015504', '0090016800_14062023015633']
Stack 8 with items: ['0090016800_14062023015504', '0090016800_14062023012351', '0090016800_14062023012351']
Stack 9 with items: ['0090016800_14062023012351', '0090016800_14062023012351', '0090016800_14062023012351']
Stack 10 with items: ['0090016800_14062023012351', '0090016800_14062023012351', '0090016800_14062023012351']
Stack 11 with items: ['0090016800_14062023012351', '0090016800_14062023012351', '0090016800_14062023012351']
Stack 12 with items: ['0090016800_14062023012351', '0090016800_14062023012351', '0090016800_14062023012351']
Stack 13 with items: ['0090016800_14062023012351', '0090016800_14062023009828', '0090016800_14062023009828']
Stack 14 with items: ['0090016800_14062023009828', '0090016800_14062023008198', '0090016800_14062023008198']
Stack 15 with items: ['0090016800_14062023008198', '0090016800_14062023008198', '0090016800_14062023008198']
Stack 16 with items: ['0090016800_14062023008198', '0090016800_14062023008198', '0090016800_14062023008198']
Stack 17 with items: ['0090016800_14062023008198', '0090016800_14062023008198', '0090016800_14062023008198']
Stack 18 with items: ['0090016800_14062023008198', '0090016800_14062023008198', '0090016800_14062023008198']
Stack 19 with items: ['0090016800_14062023008198', '0090016800_14062023008198', '0090016800_14062023008198']
Stack 20 with items: ['0090016800_14062023008198', '0090016800_14062023008198', '0090016800_14062023008198']
Stack 21 with items: ['0090016800_14062023008198', '0090016800_14062023004146', '0090016800_14062023004146']
Stack 22 with items: ['0090016800_14062023004146', '0090016800_14062023003758', '0090016800_14062023003395']
Stack 23 with items: ['0090016800_14062023003395', '0090016800_14062023002696', '0090016800_14062023003395']
Stack 24 with items: ['0090016800_14062023031973', '0090016800_14062023027789', '0090016800_14062023039886']
Stack 25 with items: ['0090016800_14062023025513', '0090016800_14062023025513']
Heuristic packed all stacks
