dataset: X
instance: SA5
+-----------+
2D Packing Heuristic in Truck P172056405
Min2DVol: 31.325822999999986 [m2]
Stack 0 with items: ['0090017100_14062023027825', '0090017100_14062023001475']
Stack 1 with items: ['0090017100_14062023025484', '0090017100_14062023011493']
Stack 2 with items: ['0090017100_14062023025484', '0090017100_14062023026089']
Stack 3 with items: ['0090017100_14062023026089', '0090017100_14062023022042']
Stack 4 with items: ['0090017100_14062023026089', '0090017100_14062023026089']
Stack 5 with items: ['0090017100_14062023011493', '0090017100_14062023011493']
Stack 6 with items: ['0090017100_14062023020319', '0090017100_14062023015849']
Stack 7 with items: ['0090017100_14062023027165', '0090017100_14062023022375', '0090017100_14062023027165']
Stack 8 with items: ['0090017100_14062023022375', '0090017100_14062023022375', '0090017100_14062023022375']
Stack 9 with items: ['0090017100_14062023022375', '0090017100_14062023021710', '0090017100_14062023022375']
Stack 10 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 11 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 12 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 13 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 14 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 15 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 16 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 17 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 18 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 19 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 20 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 21 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 22 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 23 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 24 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Stack 25 with items: ['0090017100_14062023021710', '0090017100_14062023021710', '0090017100_14062023021710']
Heuristic packed all stacks
