dataset: X
instance: TA4
+-----------+
2D Packing Heuristic in Truck P188382401
Min2DVol: 31.356120000000026 [m2]
Stack 0 with items: ['0090038300_14062023003511']
Stack 1 with items: ['0090038300_14062023005574', '0090038300_14062023001653']
Stack 2 with items: ['0090038300_14062023004535', '0090038300_14062023000080']
Stack 3 with items: ['0090038300_14062023011240', '0090038300_14062023002936']
Stack 4 with items: ['0090038300_14062023011931', '0090038300_14062023011679', '0090038300_14062023011679']
Stack 5 with items: ['0090038300_14062023011679', '0090038300_14062023011024', '0090038300_14062023011679']
Stack 6 with items: ['0090038300_14062023010761', '0090038300_14062023010631', '0090038300_14062023010508']
Stack 7 with items: ['0090038300_14062023010508', '0090038300_14062023010508', '0090038300_14062023010508']
Stack 8 with items: ['0090038300_14062023009932', '0090038300_14062023009615', '0090038300_14062023009932']
Stack 9 with items: ['0090038300_14062023009615', '0090038300_14062023009272', '0090038300_14062023009615']
Stack 10 with items: ['0090038300_14062023009173', '0090038300_14062023009173', '0090038300_14062023009173']
Stack 11 with items: ['0090038300_14062023009173', '0090038300_14062023009145', '0090038300_14062023009173']
Stack 12 with items: ['0090038300_14062023008878', '0090038300_14062023008796', '0090038300_14062023008796']
Stack 13 with items: ['0090038300_14062023008796', '0090038300_14062023008796', '0090038300_14062023008796']
Stack 14 with items: ['0090038300_14062023008796', '0090038300_14062023008621', '0090038300_14062023008621']
Stack 15 with items: ['0090038300_14062023008621', '0090038300_14062023008621', '0090038300_14062023008621']
Stack 16 with items: ['0090038300_14062023008621', '0090038300_14062023008603', '0090038300_14062023008176']
Stack 17 with items: ['0090038300_14062023008176', '0090038300_14062023008176', '0090038300_14062023008176']
Stack 18 with items: ['0090038300_14062023008034', '0090038300_14062023008034', '0090038300_14062023008034']
Stack 19 with items: ['0090038300_14062023008034', '0090038300_14062023007698', '0090038300_14062023008034']
Stack 20 with items: ['0090038300_14062023007582', '0090038300_14062023007582', '0090038300_14062023007582']
Stack 21 with items: ['0090038300_14062023007582', '0090038300_14062023007582', '0090038300_14062023007582']
Stack 22 with items: ['0090038300_14062023007339', '0090038300_14062023007339', '0090038300_14062023007339']
Stack 23 with items: ['0090038300_14062023007339', '0090038300_14062023007339', '0090038300_14062023007339']
Stack 24 with items: ['0090038300_14062023007339', '0090038300_14062023006907', '0090038300_14062023006778']
Stack 25 with items: ['0090038300_14062023006666', '0090038300_14062023006499', '0090038300_14062023006499']
Stack 26 with items: ['0090038300_14062023006221', '0090038300_14062023006173', '0090038300_14062023006062']
Stack 27 with items: ['0090038300_14062023006062', '0090038300_14062023006062', '0090038300_14062023006062']
Stack 28 with items: ['0090038300_14062023006062', '0090038300_14062023006062', '0090038300_14062023006062']
Stack 29 with items: ['0090038300_14062023005976', '0090038300_14062023005704', '0090038300_14062023005650']
Stack 30 with items: ['0090038300_14062023005541', '0090038300_14062023005478', '0090038300_14062023005478']
Stack 31 with items: ['0090038300_14062023005478', '0090038300_14062023004997', '0090038300_14062023005478']
Stack 32 with items: ['0090038300_14062023004922', '0090038300_14062023004848', '0090038300_14062023004645']
Stack 33 with items: ['0090038300_14062023004572', '0090038300_14062023004478', '0090038300_14062023004450']
Stack 34 with items: ['0090038300_14062023004450', '0090038300_14062023004450', '0090038300_14062023004450']
Stack 35 with items: ['0090038300_14062023004450', '0090038300_14062023004430', '0090038300_14062023004081']
Stack 36 with items: ['0090038300_14062023004081', '0090038300_14062023003961', '0090038300_14062023003944']
Stack 37 with items: ['0090038300_14062023003718', '0090038300_14062023003718', '0090038300_14062023003718']
Stack 38 with items: ['0090038300_14062023003718', '0090038300_14062023003287', '0090038300_14062023003718']
Stack 39 with items: ['0090038300_14062023003152', '0090038300_14062023003119', '0090038300_14062023002715']
Stack 40 with items: ['0090038300_14062023002662', '0090038300_14062023002606', '0090038300_14062023002554']
Stack 41 with items: ['0090038300_14062023002512', '0090038300_14062023002449', '0090038300_14062023002336']
Stack 42 with items: ['0090038300_14062023002250', '0090038300_14062023002209', '0090038300_14062023002207']
