dataset: X
instance: MA6
+-----------+
2D Packing Heuristic in Truck P233038603
Min2DVol: 31.680000000000003 [m2]
Stack 0 with items: ['0090016200_14062023035321', '0090016200_14062023026252']
Stack 1 with items: ['0090016200_14062023026252', '0090016200_14062023026252']
Stack 2 with items: ['0090016200_14062023026252', '0090016200_14062023026252']
Stack 3 with items: ['0090016200_14062023026252', '0090016200_14062023026252']
Stack 4 with items: ['0090016200_14062023026252', '0090016200_14062023026252']
Stack 5 with items: ['0090016200_14062023026252', '0090016200_14062023026252']
Stack 6 with items: ['0090016200_14062023026252', '0090016200_14062023026252']
Stack 7 with items: ['0090016200_14062023026252', '0090016200_14062023026252']
Stack 8 with items: ['0090016200_14062023015051', '0090016200_14062023015051']
Stack 9 with items: ['0090016200_14062023015051', '0090016200_14062023015051']
Stack 10 with items: ['0090016200_14062023015051', '0090016200_14062023014266']
Stack 11 with items: ['0090016200_14062023014266', '0090016200_14062023002549']
Stack 12 with items: ['0090016200_14062023002549', '0090016200_14062023001359']
Stack 13 with items: ['0090016200_14062023001359', '0090016200_14062023001359']
Stack 14 with items: ['0090016200_14062023001359', '0090016200_14062023001359']
Stack 15 with items: ['0090016200_14062023001359', '0090016200_14062023001359']
Heuristic packed all stacks
