dataset: C
instance: TA2
+-----------+
2D Packing Heuristic in Truck P075382501
Min2DVol: 32.916120000000014 [m2]
Stack 0 with items: ['0090038300_28022023009132', '0090038300_28022023029374']
Stack 1 with items: ['0090038300_28022023025695', '0090038300_28022023006703', '0090038300_28022023000869']
Stack 2 with items: ['0090038300_28022023005684', '0090038300_28022023005684', '0090038300_28022023005684']
Stack 3 with items: ['0090038300_28022023013285', '0090038300_28022023005684', '0090038300_28022023013285']
Stack 4 with items: ['0090038300_28022023010214', '0090038300_28022023005684', '0090038300_28022023005684']
Stack 5 with items: ['0090038300_28022023030183', '0090038300_28022023030183', '0090038300_28022023030183']
Stack 6 with items: ['0090038300_28022023029438', '0090038300_28022023027625', '0090038300_28022023027625']
Stack 7 with items: ['0090038300_28022023027625', '0090038300_28022023027625', '0090038300_28022023027625']
Stack 8 with items: ['0090038300_28022023027625', '0090038300_28022023026609', '0090038300_28022023027625']
Stack 9 with items: ['0090038300_28022023026609', '0090038300_28022023026146', '0090038300_28022023019398']
Stack 10 with items: ['0090038300_28022023018469', '0090038300_28022023017095', '0090038300_28022023018469']
Stack 11 with items: ['0090038300_28022023017095', '0090038300_28022023014723', '0090038300_28022023014723']
Stack 12 with items: ['0090038300_28022023014723', '0090038300_28022023014153', '0090038300_28022023014153']
Stack 13 with items: ['0090038300_28022023014153', '0090038300_28022023014153', '0090038300_28022023014153']
Stack 14 with items: ['0090038300_28022023014153', '0090038300_28022023014153', '0090038300_28022023014153']
Stack 15 with items: ['0090038300_28022023014153', '0090038300_28022023011877', '0090038300_28022023014153']
Stack 16 with items: ['0090038300_28022023011877', '0090038300_28022023010897', '0090038300_28022023010196']
Stack 17 with items: ['0090038300_28022023007939', '0090038300_28022023006512', '0090038300_28022023006512']
Stack 18 with items: ['0090038300_28022023006512', '0090038300_28022023006512', '0090038300_28022023006512']
Stacks not packed:
Stack 4 missing: ['0090038300_28022023010214', '0090038300_28022023005684', '0090038300_28022023005684']
