dataset: X
instance: TR6
+-----------+
2D Packing Heuristic in Truck P173420401
Min2DVol: 28.872239999999987 [m2]
Stack 0 with items: ['0090017000_14062023040284', '0090017000_14062023040284']
Stack 1 with items: ['0090017000_14062023003375', '0090017000_14062023003375']
Stack 2 with items: ['0090017000_14062023003375', '0090017000_14062023003375']
Stack 3 with items: ['0090017000_14062023003375', '0090017000_14062023000224']
Stack 4 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 5 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 6 with items: ['0090017000_14062023040567', '0090017000_14062023040567', '0090017000_14062023040567']
Stack 7 with items: ['0090017000_14062023034442', '0090017000_14062023034442', '0090017000_14062023034442']
Stack 8 with items: ['0090017000_14062023034442', '0090017000_14062023034442', '0090017000_14062023034442']
Stack 9 with items: ['0090017000_14062023034442', '0090017000_14062023034442', '0090017000_14062023034442']
Stack 10 with items: ['0090017000_14062023034442', '0090017000_14062023034442', '0090017000_14062023034442']
Stack 11 with items: ['0090017000_14062023034442', '0090017000_14062023034442', '0090017000_14062023034442']
Stack 12 with items: ['0090017000_14062023034442', '0090017000_14062023031055', '0090017000_14062023031055']
Stack 13 with items: ['0090017000_14062023031055', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 14 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 15 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 16 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 17 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 18 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 19 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 20 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 21 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 22 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Stack 23 with items: ['0090017000_14062023008607', '0090017000_14062023008607', '0090017000_14062023008607']
Heuristic packed all stacks
