dataset: C
instance: SA
+-----------+
2D Packing Heuristic in Truck P067157215
Min2DVol: 23.563800000000015 [m2]
Stack 0 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 1 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 2 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 3 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 4 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 5 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 6 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 7 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 8 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 9 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 10 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 11 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 12 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 13 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 14 with items: ['0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227', '0090017100_27022023035227']
Stack 15 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 16 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 17 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 18 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 19 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 20 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 21 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 22 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 23 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 24 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 25 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 26 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 27 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 28 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 29 with items: ['0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815', '0090017100_27022023029815']
Stack 30 with items: ['0090017100_27022023022411', '0090017100_27022023021256', '0090017100_27022023021256', '0090017100_27022023018809']
Stack 31 with items: ['0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 32 with items: ['0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 33 with items: ['0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 34 with items: ['0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 35 with items: ['0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 36 with items: ['0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 37 with items: ['0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 38 with items: ['0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 39 with items: ['0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 40 with items: ['0090017100_27022023018809', '0090017100_27022023017972', '0090017100_27022023018809', '0090017100_27022023018809']
Stack 41 with items: ['0090017100_27022023017657', '0090017100_27022023012646', '0090017100_27022023012646', '0090017100_27022023017657']
Stack 42 with items: ['0090017100_27022023010372', '0090017100_27022023005202', '0090017100_27022023005202', '0090017100_27022023010372']
Stack 43 with items: ['0090017100_27022023005202', '0090017100_27022023005202', '0090017100_27022023005202', '0090017100_27022023005202']
Stack 44 with items: ['0090017100_27022023005202', '0090017100_27022023005202', '0090017100_27022023005202', '0090017100_27022023005202']
Stack 45 with items: ['0090017100_27022023005202', '0090017100_27022023005202', '0090017100_27022023005202', '0090017100_27022023005202']
