dataset: C
instance: SA2
+-----------+
2D Packing Heuristic in Truck P080050613
Min2DVol: 29.574179999999988 [m2]
Stack 0 with items: ['0090017100_28022023014274', '0090017100_28022023014274', '0090017100_28022023014274', '0090017100_28022023016857', '0090017100_28022023016857', '0090017100_28022023016857']
Stack 1 with items: ['0090017100_28022023014274', '0090017100_28022023001417', '0090017100_28022023001417', '0090017100_28022023014274']
Stack 2 with items: ['0090017100_28022023001417']
Stack 3 with items: ['0090017100_28022023015345', '0090017100_28022023015345']
Stack 4 with items: ['0090017100_28022023002796', '0090017100_28022023002796']
Stack 5 with items: ['0090017100_28022023025606', '0090017100_28022023025606', '0090017100_28022023025606']
Stack 6 with items: ['0090017100_28022023025606', '0090017100_28022023025606', '0090017100_28022023025606']
Stack 7 with items: ['0090017100_28022023020525', '0090017100_28022023020525', '0090017100_28022023020525']
Stack 8 with items: ['0090017100_28022023020525', '0090017100_28022023017121', '0090017100_28022023020525']
Stack 9 with items: ['0090017100_28022023017121', '0090017100_28022023017121', '0090017100_28022023017121']
Stack 10 with items: ['0090017100_28022023017121', '0090017100_28022023016888', '0090017100_28022023017121']
Stack 11 with items: ['0090017100_28022023016888', '0090017100_28022023016888', '0090017100_28022023016888']
Stack 12 with items: ['0090017100_28022023016888', '0090017100_28022023016888', '0090017100_28022023016888']
Stack 13 with items: ['0090017100_28022023016888', '0090017100_28022023015391', '0090017100_28022023015391']
Stack 14 with items: ['0090017100_28022023015391', '0090017100_28022023015391', '0090017100_28022023015391']
Stack 15 with items: ['0090017100_28022023015391', '0090017100_28022023012010', '0090017100_28022023015391']
Stack 16 with items: ['0090017100_28022023012010', '0090017100_28022023012010', '0090017100_28022023012010']
Stack 17 with items: ['0090017100_28022023007483', '0090017100_28022023007483', '0090017100_28022023007483']
Stack 18 with items: ['0090017100_28022023007483', '0090017100_28022023007483', '0090017100_28022023007483']
Stack 19 with items: ['0090017100_28022023007483', '0090017100_28022023007483', '0090017100_28022023007483']
Stack 20 with items: ['0090017100_28022023007483', '0090017100_28022023007483', '0090017100_28022023007483']
Stack 21 with items: ['0090017100_28022023007483', '0090017100_28022023007483', '0090017100_28022023007483']
Stack 22 with items: ['0090017100_28022023004002', '0090017100_28022023004002', '0090017100_28022023004002']
Heuristic packed all stacks
