dataset: X
instance: MT5
+-----------+
2D Packing Heuristic in Truck P200358203
Min2DVol: 20.177999999999994 [m2]
Stack 0 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 1 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 2 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 3 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 4 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 5 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 6 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 7 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 8 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 9 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 10 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 11 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 12 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 13 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Stack 14 with items: ['0091017700_14062023002873', '0091017700_14062023002873']
Heuristic packed all stacks
