dataset: X
instance: BY2
+-----------+
2D Packing Heuristic in Truck P172066303
Min2DVol: 31.920000000000005 [m2]
Stack 0 with items: ['0090016900_08062023046007', '0090016900_08062023046007']
Stack 1 with items: ['0090016900_08062023046007', '0090016900_08062023046007']
Stack 2 with items: ['0090016900_08062023046007', '0090016900_08062023046007']
Stack 3 with items: ['0090016900_08062023036617', '0090016900_08062023036617']
Stack 4 with items: ['0090016900_08062023029840', '0090016900_08062023029840']
Stack 5 with items: ['0090016900_08062023029840', '0090016900_08062023029840']
Stack 6 with items: ['0090016900_08062023029840', '0090016900_08062023029840']
Stack 7 with items: ['0090016900_08062023029840', '0090016900_08062023029840']
Stack 8 with items: ['0090016900_08062023029840', '0090016900_08062023029840']
Stack 9 with items: ['0090016900_08062023029840', '0090016900_08062023024718']
Stack 10 with items: ['0090016900_08062023024718', '0090016900_08062023024718']
Stack 11 with items: ['0090016900_08062023012411', '0090016900_08062023003348']
Stack 12 with items: ['0090016900_08062023003348', '0090016900_08062023003348']
Stack 13 with items: ['0090016900_08062023003348', '0090016900_08062023003348']
Heuristic packed all stacks
