dataset: C
instance: BY
+-----------+
2D Packing Heuristic in Truck P073065821
Min2DVol: 31.680000000000007 [m2]
Stack 0 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 1 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 2 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 3 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 4 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 5 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 6 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 7 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 8 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 9 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 10 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 11 with items: ['0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866', '0090016900_27022023027866']
Stack 12 with items: ['0090016900_27022023021923', '0090016900_27022023021923', '0090016900_27022023021923', '0090016900_27022023021923']
Stack 13 with items: ['0090016900_27022023021923', '0090016900_27022023011436', '0090016900_27022023011436', '0090016900_27022023021923']
Stack 14 with items: ['0090016900_27022023016917', '0090016900_27022023016917', '0090016900_27022023016917', '0090016900_27022023016917']
Stack 15 with items: ['0090016900_27022023044842', '0090016900_27022023044842', '0090016900_27022023044842', '0090016900_27022023044842']
Stack 16 with items: ['0090016900_27022023029258', '0090016900_27022023029258', '0090016900_27022023029258', '0090016900_27022023029258']
Stack 17 with items: ['0090016900_27022023016917', '0090016900_27022023016917', '0090016900_27022023029258', '0090016900_27022023044842']
Heuristic packed all stacks
