dataset: C
instance: VA3
+-----------+
2D Packing Heuristic in Truck P103540701
Min2DVol: 29.759999999999994 [m2]
Stack 0 with items: ['0091017300_28022023023724', '0091017300_28022023023724']
Stack 1 with items: ['0091017300_28022023023724', '0091017300_28022023023724']
Stack 2 with items: ['0091017300_28022023023724', '0091017300_28022023023724']
Stack 3 with items: ['0091017300_28022023023518', '0091017300_28022023022946']
Stack 4 with items: ['0091017300_28022023016414', '0091017300_28022023016414']
Stack 5 with items: ['0091017300_28022023016414', '0091017300_28022023016414']
Stack 6 with items: ['0091017300_28022023015311', '0091017300_28022023015311']
Stack 7 with items: ['0091017300_28022023015311', '0091017300_28022023015311']
Stack 8 with items: ['0091017300_28022023015311', '0091017300_28022023015311']
Stack 9 with items: ['0091017300_28022023015311', '0091017300_28022023015311']
Stack 10 with items: ['0091017300_28022023015311', '0091017300_28022023013285']
Stack 11 with items: ['0091017300_28022023013285', '0091017300_28022023013285']
Stack 12 with items: ['0091017300_28022023013285', '0091017300_28022023013285']
Stack 13 with items: ['0091017300_28022023010342', '0091017300_28022023010342']
Stack 14 with items: ['0091017300_28022023010342', '0091017300_28022023010342']
Stack 15 with items: ['0091017300_28022023010342', '0091017300_28022023010342']
Heuristic packed all stacks
