dataset: X
instance: TR6
+-----------+
2D Packing Heuristic in Truck P223420405
Min2DVol: 30.756120000000003 [m2]
Stack 0 with items: ['0090017000_14062023005239', '0090017000_14062023000191']
Stack 1 with items: ['0090017000_14062023007943', '0090017000_14062023013555']
Stack 2 with items: ['0090017000_14062023038724', '0090017000_14062023038724', '0090017000_14062023038724']
Stack 3 with items: ['0090017000_14062023037612', '0090017000_14062023037612', '0090017000_14062023037612']
Stack 4 with items: ['0090017000_14062023037612', '0090017000_14062023036888', '0090017000_14062023037612']
Stack 5 with items: ['0090017000_14062023036888', '0090017000_14062023036888', '0090017000_14062023036888']
Stack 6 with items: ['0090017000_14062023036888', '0090017000_14062023030650', '0090017000_14062023024944']
Stack 7 with items: ['0090017000_14062023028190', '0090017000_14062023028190', '0090017000_14062023028190']
Stack 8 with items: ['0090017000_14062023028190', '0090017000_14062023028190', '0090017000_14062023028190']
Stack 9 with items: ['0090017000_14062023023150', '0090017000_14062023010477', '0090017000_14062023006398']
Stack 10 with items: ['0090017000_14062023002708', '0090017000_14062023002708', '0090017000_14062023002708']
Stack 11 with items: ['0090017000_14062023002708', '0090017000_14062023002708', '0090017000_14062023002708']
Stack 12 with items: ['0090017000_14062023002708', '0090017000_14062023002708', '0090017000_14062023002708']
Stack 13 with items: ['0090017000_14062023001083', '0090017000_14062023001083', '0090017000_14062023001083']
Stack 14 with items: ['0090017000_14062023001083', '0090017000_14062023001083', '0090017000_14062023001083']
Stack 15 with items: ['0090017000_14062023001083', '0090017000_14062023001083', '0090017000_14062023001083']
Stack 16 with items: ['0090017000_14062023019881', '0090017000_14062023019881', '0090017000_14062023019881']
Stack 17 with items: ['0090017000_14062023019881', '0090017000_14062023019881', '0090017000_14062023019881']
Stack 18 with items: ['0090017000_14062023006681', '0090017000_14062023006681', '0090017000_14062023006681']
Stack 19 with items: ['0090017000_14062023031178', '0090017000_14062023031178', '0090017000_14062023031178']
Stack 20 with items: ['0090017000_14062023019881', '0090017000_14062023019881', '0090017000_14062023019881']
Stack 21 with items: ['0090017000_14062023002205', '0090017000_14062023002205', '0090017000_14062023002205']
Heuristic packed all stacks
