dataset: C
instance: TR2
+-----------+
2D Packing Heuristic in Truck P081421705
Min2DVol: 29.939999999999994 [m2]
Stack 0 with items: ['0090017000_28022023011695', '0090017000_28022023011695', '0090017000_28022023011695']
Stack 1 with items: ['0090017000_28022023011695', '0090017000_28022023001284', '0090017000_28022023011695']
Stack 2 with items: ['0090017000_28022023001284']
Stack 3 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 4 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 5 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 6 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 7 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 8 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 9 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 10 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 11 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 12 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 13 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 14 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Stack 15 with items: ['0090017000_28022023006325', '0090017000_28022023006325']
Heuristic packed all stacks
