dataset: X
instance: BY7
+-----------+
2D Packing Heuristic in Truck P189161109
Min2DVol: 29.44 [m2]
Stack 0 with items: ['0090016900_14062023039458', '0090016900_14062023038865']
Stack 1 with items: ['0090016900_14062023037527', '0090016900_14062023030293']
Stack 2 with items: ['0090016900_14062023028439', '0090016900_14062023027254']
Stack 3 with items: ['0090016900_14062023020984', '0090016900_14062023020984']
Stack 4 with items: ['0090016900_14062023020984', '0090016900_14062023020984']
Stack 5 with items: ['0090016900_14062023020984', '0090016900_14062023020984']
Stack 6 with items: ['0090016900_14062023020984', '0090016900_14062023020984']
Stack 7 with items: ['0090016900_14062023020984', '0090016900_14062023020984']
Stack 8 with items: ['0090016900_14062023018162', '0090016900_14062023015004']
Stack 9 with items: ['0090016900_14062023015004', '0090016900_14062023015004']
Stack 10 with items: ['0090016900_14062023013553', '0090016900_14062023013553']
Stack 11 with items: ['0090016900_14062023013553', '0090016900_14062023011681']
Stack 12 with items: ['0090016900_14062023011681', '0090016900_14062023011681']
Stack 13 with items: ['0090016900_14062023011681', '0090016900_14062023011681']
Stack 14 with items: ['0090016900_14062023011681', '0090016900_14062023002778']
Stack 15 with items: ['0090016900_14062023000642', '0090016900_14062023000642']
Stacks not packed:
Stack 0 missing: ['0090016900_14062023039458', '0090016900_14062023038865']
Stack 1 missing: ['0090016900_14062023037527', '0090016900_14062023030293']
Stack 2 missing: ['0090016900_14062023028439', '0090016900_14062023027254']
Stack 9 missing: ['0090016900_14062023015004', '0090016900_14062023015004']
Stack 10 missing: ['0090016900_14062023013553', '0090016900_14062023013553']
Stack 11 missing: ['0090016900_14062023013553', '0090016900_14062023011681']
Stack 12 missing: ['0090016900_14062023011681', '0090016900_14062023011681']
Stack 13 missing: ['0090016900_14062023011681', '0090016900_14062023011681']
Stack 14 missing: ['0090016900_14062023011681', '0090016900_14062023002778']
Stack 15 missing: ['0090016900_14062023000642', '0090016900_14062023000642']
