dataset: X
instance: TR3
+-----------+
2D Packing Heuristic in Truck P166425503
Min2DVol: 31.272239999999986 [m2]
Stack 0 with items: ['0090017000_08062023036680', '0090017000_08062023027654']
Stack 1 with items: ['0090017000_08062023027654', '0090017000_08062023023887']
Stack 2 with items: ['0090017000_08062023022997', '0090017000_08062023022997']
Stack 3 with items: ['0090017000_08062023012371', '0090017000_08062023000060']
Stack 4 with items: ['0090017000_08062023039397', '0090017000_08062023039397', '0090017000_08062023039397']
Stack 5 with items: ['0090017000_08062023039397', '0090017000_08062023039397', '0090017000_08062023039397']
Stack 6 with items: ['0090017000_08062023039397', '0090017000_08062023039397', '0090017000_08062023039397']
Stack 7 with items: ['0090017000_08062023039325', '0090017000_08062023031417', '0090017000_08062023039325']
Stack 8 with items: ['0090017000_08062023035454', '0090017000_08062023033151', '0090017000_08062023027530']
Stack 9 with items: ['0090017000_08062023031417', '0090017000_08062023031417', '0090017000_08062023031417']
Stack 10 with items: ['0090017000_08062023031417', '0090017000_08062023031417', '0090017000_08062023031417']
Stack 11 with items: ['0090017000_08062023031417', '0090017000_08062023031417', '0090017000_08062023031417']
Stack 12 with items: ['0090017000_08062023031417', '0090017000_08062023031417', '0090017000_08062023031417']
Stack 13 with items: ['0090017000_08062023031417', '0090017000_08062023031417', '0090017000_08062023031417']
Stack 14 with items: ['0090017000_08062023031417', '0090017000_08062023013330', '0090017000_08062023031417']
Stack 15 with items: ['0090017000_08062023023598', '0090017000_08062023020844', '0090017000_08062023012489']
Stack 16 with items: ['0090017000_08062023013330', '0090017000_08062023013330', '0090017000_08062023013330']
Stack 17 with items: ['0090017000_08062023013325', '0090017000_08062023012907', '0090017000_08062023010070']
Stack 18 with items: ['0090017000_08062023009462', '0090017000_08062023009462', '0090017000_08062023009462']
Stack 19 with items: ['0090017000_08062023009462', '0090017000_08062023009462', '0090017000_08062023009462']
Stack 20 with items: ['0090017000_08062023009462', '0090017000_08062023009462', '0090017000_08062023009462']
Stack 21 with items: ['0090017000_08062023009462', '0090017000_08062023009462', '0090017000_08062023009462']
Stack 22 with items: ['0090017000_08062023009462', '0090017000_08062023009462', '0090017000_08062023009462']
Stack 23 with items: ['0090017000_08062023009462', '0090017000_08062023009462', '0090017000_08062023009462']
Stack 24 with items: ['0090017000_08062023006923', '0090017000_08062023000586', '0090017000_08062023006923']
Stack 25 with items: ['0090017000_08062023000586', '0090017000_08062023000586', '0090017000_08062023000586']
Heuristic packed all stacks
