dataset: X
instance: MA2
+-----------+
2D Packing Heuristic in Truck P194038609
Min2DVol: 28.02000000000001 [m2]
Stack 0 with items: ['0090016200_08062023003472']
Stack 1 with items: ['0090016200_08062023024909', '0090016200_08062023024858']
Stack 2 with items: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 3 with items: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 4 with items: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 5 with items: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 6 with items: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 7 with items: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 8 with items: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 9 with items: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 10 with items: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 11 with items: ['0090016200_08062023014825', '0090016200_08062023014825']
Stack 12 with items: ['0090016200_08062023010123', '0090016200_08062023006008']
Stack 13 with items: ['0090016200_08062023006008', '0090016200_08062023006008']
Stack 14 with items: ['0090016200_08062023006008', '0090016200_08062023004326']
Stack 15 with items: ['0090016200_08062023004326', '0090016200_08062023004326']
Stack 16 with items: ['0090016200_08062023004326']
Stack 17 with items: ['0090016200_08062023005252']
Stack 18 with items: ['0090016200_08062023021938', '0090016200_08062023021938']
Stack 19 with items: ['0090016200_08062023021938', '0090016200_08062023021938']
Stack 20 with items: ['0090016200_08062023006123', '0090016200_08062023006123']
Stack 21 with items: ['0090016200_08062023008269', '0090016200_08062023021938']
Stack 22 with items: ['0090016200_08062023022971', '0090016200_08062023021938']
Stack 23 with items: ['0090016200_08062023006123', '0090016200_08062023006123']
Stack 24 with items: ['0090016200_08062023018409', '0090016200_08062023018409']
Stacks not packed:
Stack 1 missing: ['0090016200_08062023024909', '0090016200_08062023024858']
Stack 2 missing: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 3 missing: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 4 missing: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 5 missing: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 6 missing: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 7 missing: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 8 missing: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 9 missing: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 10 missing: ['0090016200_08062023024858', '0090016200_08062023024858']
Stack 11 missing: ['0090016200_08062023014825', '0090016200_08062023014825']
Stack 12 missing: ['0090016200_08062023010123', '0090016200_08062023006008']
Stack 13 missing: ['0090016200_08062023006008', '0090016200_08062023006008']
Stack 14 missing: ['0090016200_08062023006008', '0090016200_08062023004326']
