dataset: X
instance: BY3
+-----------+
2D Packing Heuristic in Truck P184061909
Min2DVol: 31.255200000000013 [m2]
Stack 0 with items: ['0090016900_08062023034725', '0090016900_08062023034725']
Stack 1 with items: ['0090016900_08062023034725', '0090016900_08062023034725']
Stack 2 with items: ['0090016900_08062023034725', '0090016900_08062023034725']
Stack 3 with items: ['0090016900_08062023034725', '0090016900_08062023034725']
Stack 4 with items: ['0090016900_08062023034725', '0090016900_08062023034725']
Stack 5 with items: ['0090016900_08062023029559', '0090016900_08062023017334']
Stack 6 with items: ['0090016900_08062023013262', '0090016900_08062023000612']
Stack 7 with items: ['0090016900_08062023000612', '0090016900_08062023000612']
Stack 8 with items: ['0090016900_08062023032347', '0090016900_08062023032347', '0090016900_08062023032347']
Stack 9 with items: ['0090016900_08062023045283', '0090016900_08062023045283', '0090016900_08062023045283']
Stack 10 with items: ['0090016900_08062023032347', '0090016900_08062023032347', '0090016900_08062023032347']
Stack 11 with items: ['0090016900_08062023045283', '0090016900_08062023045283', '0090016900_08062023045283']
Stack 12 with items: ['0090016900_08062023006785', '0090016900_08062023006785', '0090016900_08062023032347']
Stack 13 with items: ['0090016900_08062023006785', '0090016900_08062023006785', '0090016900_08062023006785']
Stack 14 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 15 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 16 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 17 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 18 with items: ['0090016900_08062023016175', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 19 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 20 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 21 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023026216']
Stack 22 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 23 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 24 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Stack 25 with items: ['0090016900_08062023009144', '0090016900_08062023009144', '0090016900_08062023009144']
Heuristic packed all stacks
