dataset: X
instance: TA4
+-----------+
2D Packing Heuristic in Truck P203382103
Min2DVol: 31.19999999999999 [m2]
Stack 0 with items: ['0090038300_14062023009410', '0090038300_14062023009410']
Stack 1 with items: ['0090038300_14062023009410', '0090038300_14062023009410']
Stack 2 with items: ['0090038300_14062023008234', '0090038300_14062023008234']
Stack 3 with items: ['0090038300_14062023008234', '0090038300_14062023008234']
Stack 4 with items: ['0090038300_14062023008234', '0090038300_14062023008234']
Stack 5 with items: ['0090038300_14062023008234', '0090038300_14062023008234']
Stack 6 with items: ['0090038300_14062023008234', '0090038300_14062023008234']
Stack 7 with items: ['0090038300_14062023008234', '0090038300_14062023008234']
Stack 8 with items: ['0090038300_14062023007320', '0090038300_14062023007320']
Stack 9 with items: ['0090038300_14062023004520', '0090038300_14062023004520']
Stack 10 with items: ['0090038300_14062023003506', '0090038300_14062023003506']
Stack 11 with items: ['0090038300_14062023003506', '0090038300_14062023003506']
Stack 12 with items: ['0090038300_14062023003506', '0090038300_14062023003506']
Stack 13 with items: ['0090038300_14062023003506', '0090038300_14062023003506']
Stack 14 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 15 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 16 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 17 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 18 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 19 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 20 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 21 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 22 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 23 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 24 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Stack 25 with items: ['0090038300_14062023001691', '0090038300_14062023001691']
Heuristic packed all stacks
