dataset: X
instance: TR7
+-----------+
2D Packing Heuristic in Truck P222277601
Min2DVol: 29.823210000000017 [m2]
Stack 0 with items: ['0090017000_14062023028471', '0090017000_14062023020395']
Stack 1 with items: ['0090017000_14062023041359', '0090017000_14062023003152']
Stack 2 with items: ['0090017000_14062023027605']
Stack 3 with items: ['0090017000_14062023001804', '0090017000_14062023021518']
Stack 4 with items: ['0090017000_14062023001804', '0090017000_14062023021518']
Stack 5 with items: ['0090017000_14062023027186', '0090017000_14062023010206']
Stack 6 with items: ['0090017000_14062023024017', '0090017000_14062023024017']
Stack 7 with items: ['0090017000_14062023008065', '0090017000_14062023024472']
Stack 8 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 9 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 10 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 11 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 12 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 13 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 14 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 15 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 16 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 17 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 18 with items: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 19 with items: ['0090017000_14062023042126', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 20 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 21 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 22 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 23 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 24 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 25 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 26 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 27 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 28 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 29 with items: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 30 with items: ['0090017000_14062023035367', '0090017000_14062023025398', '0090017000_14062023035367']
Stack 31 with items: ['0090017000_14062023025398', '0090017000_14062023018862', '0090017000_14062023018862']
Stack 32 with items: ['0090017000_14062023018862', '0090017000_14062023015887', '0090017000_14062023015887']
Stack 33 with items: ['0090017000_14062023015887', '0090017000_14062023014158', '0090017000_14062023014158']
Stacks not packed:
Stack 18 missing: ['0090017000_14062023042126', '0090017000_14062023042126', '0090017000_14062023042126']
Stack 19 missing: ['0090017000_14062023042126', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 20 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 21 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 22 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 23 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 24 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 25 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 26 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 27 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 28 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 29 missing: ['0090017000_14062023035367', '0090017000_14062023035367', '0090017000_14062023035367']
Stack 30 missing: ['0090017000_14062023035367', '0090017000_14062023025398', '0090017000_14062023035367']
Stack 31 missing: ['0090017000_14062023025398', '0090017000_14062023018862', '0090017000_14062023018862']
Stack 32 missing: ['0090017000_14062023018862', '0090017000_14062023015887', '0090017000_14062023015887']
Stack 33 missing: ['0090017000_14062023015887', '0090017000_14062023014158', '0090017000_14062023014158']
