dataset: A
instance: VA
+-----------+
2D Packing Heuristic in Truck P244501101
Min2DVol: 31.68000000000001 [m2]
Stack 0 with items: ['0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962']
Stack 1 with items: ['0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962']
Stack 2 with items: ['0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962']
Stack 3 with items: ['0091017300_03072022014962', '0091017300_03072022013769', '0091017300_03072022014416', '0091017300_03072022013769', '0091017300_03072022014962']
Stack 4 with items: ['0091017300_03072022013536', '0091017300_03072022013499', '0091017300_03072022013499', '0091017300_03072022013499', '0091017300_03072022010853']
Stack 5 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 6 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 7 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 8 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 9 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 10 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 11 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 12 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 13 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 14 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 15 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 16 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 17 with items: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 18 with items: ['0091017300_03072022010853', '0091017300_03072022004916', '0091017300_03072022009995', '0091017300_03072022009995', '0091017300_03072022004916']
Stack 19 with items: ['0091017300_03072022004916', '0091017300_03072022003431', '0091017300_03072022003431', '0091017300_03072022003431', '0091017300_03072022003431']
Stack 20 with items: ['0091017300_03072022003431', '0091017300_03072022002092', '0091017300_03072022002092', '0091017300_03072022002092', '0091017300_03072022003431']
Stack 21 with items: ['0091017300_03072022002092', '0091017300_03072022002092', '0091017300_03072022002092', '0091017300_03072022002092', '0091017300_03072022002092']
Stacks not packed:
Stack 0 missing: ['0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962']
Stack 1 missing: ['0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962']
Stack 2 missing: ['0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962', '0091017300_03072022014962']
Stack 3 missing: ['0091017300_03072022014962', '0091017300_03072022013769', '0091017300_03072022014416', '0091017300_03072022013769', '0091017300_03072022014962']
Stack 12 missing: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 13 missing: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 14 missing: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 15 missing: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 16 missing: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 17 missing: ['0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853', '0091017300_03072022010853']
Stack 21 missing: ['0091017300_03072022002092', '0091017300_03072022002092', '0091017300_03072022002092', '0091017300_03072022002092', '0091017300_03072022002092']
