dataset: X
instance: TA4
+-----------+
2D Packing Heuristic in Truck P244382401
Min2DVol: 26.916120000000014 [m2]
Stack 0 with items: ['0090038300_14062023002138', '0090038300_14062023002324']
Stack 1 with items: ['0090038300_14062023000076', '0090038300_14062023008059']
Stack 2 with items: ['0090038300_14062023002324', '0090038300_14062023008059']
Stack 3 with items: ['0090038300_14062023002324', '0090038300_14062023008059']
Stack 4 with items: ['0090038300_14062023011393', '0090038300_14062023010658', '0090038300_14062023010658']
Stack 5 with items: ['0090038300_14062023010658', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 6 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 7 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 8 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 9 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 10 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 11 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 12 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 13 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 14 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 15 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 16 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 17 with items: ['0090038300_14062023009904', '0090038300_14062023009904', '0090038300_14062023009904']
Stack 18 with items: ['0090038300_14062023007778', '0090038300_14062023007778', '0090038300_14062023007778']
Stack 19 with items: ['0090038300_14062023007778', '0090038300_14062023007322', '0090038300_14062023007322']
Stack 20 with items: ['0090038300_14062023007322', '0090038300_14062023007322', '0090038300_14062023007322']
Stack 21 with items: ['0090038300_14062023007322', '0090038300_14062023007322', '0090038300_14062023007322']
Stack 22 with items: ['0090038300_14062023007322', '0090038300_14062023007322', '0090038300_14062023007322']
Stack 23 with items: ['0090038300_14062023007322', '0090038300_14062023007322', '0090038300_14062023007322']
Stack 24 with items: ['0090038300_14062023007322', '0090038300_14062023006763', '0090038300_14062023006763']
Stack 25 with items: ['0090038300_14062023006763', '0090038300_14062023006547', '0090038300_14062023006763']
Stack 26 with items: ['0090038300_14062023006547', '0090038300_14062023006547', '0090038300_14062023006547']
Stack 27 with items: ['0090038300_14062023006547', '0090038300_14062023006547', '0090038300_14062023006547']
Stack 28 with items: ['0090038300_14062023006547', '0090038300_14062023003223', '0090038300_14062023006547']
Stack 29 with items: ['0090038300_14062023002676', '0090038300_14062023002676', '0090038300_14062023002676']
Stack 30 with items: ['0090038300_14062023002676', '0090038300_14062023001720', '0090038300_14062023002676']
Stack 31 with items: ['0090038300_14062023001407', '0090038300_14062023001407', '0090038300_14062023001407']
Stack 32 with items: ['0090038300_14062023001407', '0090038300_14062023001407', '0090038300_14062023001407']
Stack 33 with items: ['0090038300_14062023001407', '0090038300_14062023001407', '0090038300_14062023001407']
Stack 34 with items: ['0090038300_14062023000648', '0090038300_14062023000648', '0090038300_14062023000648']
Stack 35 with items: ['0090038300_14062023000648', '0090038300_14062023000648', '0090038300_14062023000648']
Stack 36 with items: ['0090038300_14062023000648', '0090038300_14062023000648', '0090038300_14062023000648']
