dataset: C
instance: BY3
+-----------+
2D Packing Heuristic in Truck P082215307
Min2DVol: 25.199999999999992 [m2]
Stack 0 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 1 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 2 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 3 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 4 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 5 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 6 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 7 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 8 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 9 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 10 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 11 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 12 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 13 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 14 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 15 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 16 with items: ['0090016900_28022023026867', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 17 with items: ['0090016900_28022023008620', '0090016900_28022023026867', '0090016900_28022023026867']
Stack 18 with items: ['0090016900_28022023008620', '0090016900_28022023008620', '0090016900_28022023008620']
Stack 19 with items: ['0090016900_28022023008620', '0090016900_28022023008620', '0090016900_28022023008620']
Stack 20 with items: ['0090016900_28022023008620', '0090016900_28022023008620', '0090016900_28022023008620']
Heuristic packed all stacks
