dataset: C
instance: SA2
+-----------+
2D Packing Heuristic in Truck P066051409
Min2DVol: 31.014180000000003 [m2]
Stack 0 with items: ['0090017100_28022023000732']
Stack 1 with items: ['0090017100_28022023016869', '0090017100_28022023016869']
Stack 2 with items: ['0090017100_28022023014067', '0090017100_28022023006824']
Stack 3 with items: ['0090017100_28022023025439', '0090017100_28022023025439']
Stack 4 with items: ['0090017100_28022023025439', '0090017100_28022023025439']
Stack 5 with items: ['0090017100_28022023025439', '0090017100_28022023025439']
Stack 6 with items: ['0090017100_28022023025439', '0090017100_28022023025439']
Stack 7 with items: ['0090017100_28022023025439', '0090017100_28022023010634']
Stack 8 with items: ['0090017100_28022023010634', '0090017100_28022023010634']
Stack 9 with items: ['0090017100_28022023010634', '0090017100_28022023010634']
Stack 10 with items: ['0090017100_28022023010392', '0090017100_28022023010392']
Stack 11 with items: ['0090017100_28022023010392', '0090017100_28022023010392']
Stack 12 with items: ['0090017100_28022023010392', '0090017100_28022023005695']
Stack 13 with items: ['0090017100_28022023005695', '0090017100_28022023005695']
Stack 14 with items: ['0090017100_28022023005695', '0090017100_28022023005695']
Heuristic packed all stacks
