dataset: X
instance: BY6
+-----------+
2D Packing Heuristic in Truck P206161407
Min2DVol: 31.68000000000001 [m2]
Stack 0 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 1 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 2 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 3 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 4 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 5 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 6 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 7 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 8 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 9 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 10 with items: ['0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933', '0090016900_14062023032933']
Stack 11 with items: ['0090016900_14062023032933', '0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616']
Stack 12 with items: ['0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616']
Stack 13 with items: ['0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616']
Stack 14 with items: ['0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616']
Stack 15 with items: ['0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616']
Stack 16 with items: ['0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616']
Stack 17 with items: ['0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616', '0090016900_14062023025616']
Stack 18 with items: ['0090016900_14062023025616', '0090016900_14062023010185', '0090016900_14062023010185', '0090016900_14062023010185']
Stack 19 with items: ['0090016900_14062023010185', '0090016900_14062023010185', '0090016900_14062023010185', '0090016900_14062023010185']
Stack 20 with items: ['0090016900_14062023010185', '0090016900_14062023008549', '0090016900_14062023008549', '0090016900_14062023008549']
Stack 21 with items: ['0090016900_14062023008549', '0090016900_14062023008549', '0090016900_14062023008549', '0090016900_14062023008549']
Heuristic packed all stacks
