dataset: X
instance: TA7
+-----------+
2D Packing Heuristic in Truck P191382103
Min2DVol: 32.88000000000003 [m2]
Stack 0 with items: ['0090038300_14062023011531', '0090038300_14062023011351']
Stack 1 with items: ['0090038300_14062023011351', '0090038300_14062023011137']
Stack 2 with items: ['0090038300_14062023011137', '0090038300_14062023010865']
Stack 3 with items: ['0090038300_14062023010534', '0090038300_14062023010534']
Stack 4 with items: ['0090038300_14062023010517', '0090038300_14062023010494']
Stack 5 with items: ['0090038300_14062023010181', '0090038300_14062023009998']
Stack 6 with items: ['0090038300_14062023009664', '0090038300_14062023009664']
Stack 7 with items: ['0090038300_14062023009664', '0090038300_14062023009664']
Stack 8 with items: ['0090038300_14062023009664', '0090038300_14062023009664']
Stack 9 with items: ['0090038300_14062023009664', '0090038300_14062023009570']
Stack 10 with items: ['0090038300_14062023009570', '0090038300_14062023009570']
Stack 11 with items: ['0090038300_14062023009570', '0090038300_14062023009570']
Stack 12 with items: ['0090038300_14062023009570', '0090038300_14062023009570']
Stack 13 with items: ['0090038300_14062023009570', '0090038300_14062023009570']
Stack 14 with items: ['0090038300_14062023009570', '0090038300_14062023009260']
Stack 15 with items: ['0090038300_14062023009260', '0090038300_14062023009260']
Stack 16 with items: ['0090038300_14062023008673', '0090038300_14062023008673']
Stack 17 with items: ['0090038300_14062023008673', '0090038300_14062023008673']
Stack 18 with items: ['0090038300_14062023008673', '0090038300_14062023008673']
Stack 19 with items: ['0090038300_14062023008542', '0090038300_14062023008309']
Stack 20 with items: ['0090038300_14062023007654', '0090038300_14062023007654']
Stack 21 with items: ['0090038300_14062023007654', '0090038300_14062023007654']
Stack 22 with items: ['0090038300_14062023007654', '0090038300_14062023007654']
Stack 23 with items: ['0090038300_14062023007654', '0090038300_14062023007576']
Stack 24 with items: ['0090038300_14062023007396', '0090038300_14062023007396']
Stack 25 with items: ['0090038300_14062023007396', '0090038300_14062023007396']
Stack 26 with items: ['0090038300_14062023007396', '0090038300_14062023007396']
Stack 27 with items: ['0090038300_14062023007396', '0090038300_14062023006527']
Stack 28 with items: ['0090038300_14062023006527', '0090038300_14062023006527']
Stack 29 with items: ['0090038300_14062023006527', '0090038300_14062023006527']
Stack 30 with items: ['0090038300_14062023006058', '0090038300_14062023005975']
Stack 31 with items: ['0090038300_14062023004270', '0090038300_14062023004181']
Stack 32 with items: ['0090038300_14062023004181', '0090038300_14062023004181']
Stack 33 with items: ['0090038300_14062023003634', '0090038300_14062023003605']
Stack 34 with items: ['0090038300_14062023003298', '0090038300_14062023002968']
Stack 35 with items: ['0090038300_14062023002464', '0090038300_14062023002464']
Stack 36 with items: ['0090038300_14062023002464', '0090038300_14062023002464']
Stack 37 with items: ['0090038300_14062023002464', '0090038300_14062023002464']
Stack 38 with items: ['0090038300_14062023002270', '0090038300_14062023001928']
Stack 39 with items: ['0090038300_14062023001928', '0090038300_14062023001928']
Stack 40 with items: ['0090038300_14062023001928', '0090038300_14062023001928']
Stack 41 with items: ['0090038300_14062023001928', '0090038300_14062023001557']
Stack 42 with items: ['0090038300_14062023001557', '0090038300_14062023001557']
Stack 43 with items: ['0090038300_14062023001557', '0090038300_14062023001557']
Stack 44 with items: ['0090038300_14062023001557', '0090038300_14062023001217']
Stack 45 with items: ['0090038300_14062023001140', '0090038300_14062023001140']
Stack 46 with items: ['0090038300_14062023001029', '0090038300_14062023001029']
Stack 47 with items: ['0090038300_14062023001029', '0090038300_14062023001029']
Stack 48 with items: ['0090038300_14062023001029', '0090038300_14062023001029']
Stack 49 with items: ['0090038300_14062023001029', '0090038300_14062023000008']
Stack 50 with items: ['0090038300_14062023009965', '0090038300_14062023007681', '0090038300_14062023005867']
Stack 51 with items: ['0090038300_14062023001391', '0090038300_14062023005144', '0090038300_14062023009250']
Stack 52 with items: ['0090038300_14062023001434', '0090038300_14062023009250', '0090038300_14062023009250']
Stacks not packed:
Stack 0 missing: ['0090038300_14062023011531', '0090038300_14062023011351']
