dataset: A
instance: TA
+-----------+
2D Packing Heuristic in Truck P239384601
Min2DVol: 32.316120000000005 [m2]
Stack 0 with items: ['0090038300_03072022001778', '0090038300_03072022000506']
Stack 1 with items: ['0090038300_03072022001961', '0090038300_03072022003401']
Stack 2 with items: ['0090038300_03072022001927', '0090038300_03072022001498', '0090038300_03072022001498', '0090038300_03072022001498']
Stack 3 with items: ['0090038300_03072022001927', '0090038300_03072022001927', '0090038300_03072022001927', '0090038300_03072022001927']
Stack 4 with items: ['0090038300_03072022001927', '0090038300_03072022001927', '0090038300_03072022001927', '0090038300_03072022001927']
Stack 5 with items: ['0090038300_03072022001498', '0090038300_03072022001498', '0090038300_03072022001498', '0090038300_03072022001498']
Stack 6 with items: ['0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885']
Stack 7 with items: ['0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885']
Stack 8 with items: ['0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885']
Stack 9 with items: ['0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885']
Stack 10 with items: ['0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885', '0090038300_03072022005885']
Stack 11 with items: ['0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022005885', '0090038300_03072022005885']
Stack 12 with items: ['0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775']
Stack 13 with items: ['0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775']
Stack 14 with items: ['0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775']
Stack 15 with items: ['0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775']
Stack 16 with items: ['0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775', '0090038300_03072022004775']
Heuristic packed all stacks
