Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_14062023000001;0043339700;;0090018000;X1;769377743R;SLI---0601;1;1200;1000;750;106,030;45;GERB--1213_1200_1000;none;202308070000;202308080750;2;100
0090018000_14062023000002;0028636100;;0090018000;X1;985H16795R;ECA---0021;1;1200;1000;1155;255,700;0;GERB--3551_1200_1000;none;202307120000;202307131200;82;100
0090018000_14062023000003;0027146000;;0090018000;X1;769165897R;SFDA--9302;4;1200;1000;975;129,620;45;GERB--1213_1200_1000;none;202306210000;202306221520;1;100
0090018000_14062023000004;0062059600;;0090018000;X0;751701056R;SLI---0771;3;1200;1000;975;329,770;45;GERB--1213_1200_1000;none;202308090000;202308100610;7;100
0090018000_14062023000005;0062055700;;0090018000;X1;769348276R;SLI---0770;4;1200;1000;975;139,980;45;GERB--1213_1200_1000;none;202307310000;202308011150;2;100
0090018000_14062023000006;0027146000;;0090018000;X3;969103437R;SLI---0770;20;1200;1000;975;143,400;45;GERB--1213_1200_1000;none;202307050000;202307060655;1;100
0090018000_14062023000007;0043339700;;0090018000;X1;769151408R;SLI---0770;1;1200;1000;975;134,920;45;GERB--1213_1200_1000;none;202306270000;202306282115;1;100
0090018000_14062023000008;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;459;72,700;0;GERB--3551_1200_1000;none;202306270000;202306291140;11;100
0090018000_14062023000009;0027146000;;0090018000;X1;829000815R;SFDA--9236;19;1200;1000;975;135,804;45;GERB--1213_1200_1000;none;202306280000;202306290600;1;100
0090018000_14062023000010;0062055700;;0090018000;X1;769337588R;SLI---0770;1;1200;1000;975;134,820;45;GERB--1213_1200_1000;none;202307030000;202307041150;2;100
0090018000_14062023000011;0029753101;;0090018000;X1;244313571R;ECA---0021;1;1200;1000;359;97,260;0;GERB--3551_1200_1000;none;202308010000;202308020606;35;100
0090018000_14062023000012;0062059600;;0090018000;X0;850421291R;SLI---1200;1;1600;1200;930;364,840;45;GERB--1613_1600_1200;none;202307140000;202307171055;9;100
0090018000_14062023000013;0062059600;;0090018000;X0;765317368R;SLI---1200;2;1600;1200;930;663,220;45;GERB--1613_1600_1200;none;202307120000;202307130610;15;100
0090018000_14062023000014;0062059600;;0090018000;X0;751114826R;SLI---0601;1;1200;1000;750;243,700;45;GERB--1213_1200_1000;none;202307040000;202307050610;5;100
0090018000_14062023000015;0062059600;;0090018000;X0;762156205R;SLI---0771;1;1200;1000;975;401,200;45;GERB--1213_1200_1000;none;202306290000;202306301055;10;100
0090018000_14062023000016;0029271000;;0090018000;X1;749025768R;ECM---4390;31;1800;1400;1020;201,008;45;GERB--0343_1800_1400;none;202307250000;202307270925;4;3
0090018000_14062023000017;0043339700;;0090018000;X1;985P07857R;ECA---0021;1;1200;1000;459;25,250;0;GERB--3551_1200_1000;none;202307030000;202307040750;3;100
0090018000_14062023000018;0062059600;;0090018000;X0;751119289R;SLI---0601;1;1200;1000;750;224,500;45;GERB--1213_1200_1000;none;202307200000;202307210610;5;100
0090018000_14062023000019;0042537800;;0090018000;X2;402061934R;SFDA--3118;5;1200;1000;750;865,200;45;GERB--1213_1200_1000;none;202308030000;202308041400;16;100
0090018000_14062023000020;0040774600;;0090018000;X1;281448588R;SLI---0770;2;1200;1000;975;185,200;45;GERB--1213_1200_1000;none;202307250000;202307260600;6;100
0090018000_14062023000021;0029908700;;0090018000;X4;864304007R;ECA---0021;1;1200;1000;758;127,400;0;GERB--3551_1200_1000;none;202307180000;202307200740;11;100
0090018000_14062023000022;0062059600;;0090018000;X0;766364956R;SLI---1200;3;1600;1200;930;227,440;45;GERB--1613_1600_1200;none;202308180000;202308211055;4;100
