Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016100_28022023000001;0007908409;;0090016100;K32;135029114R;SFDA--9055;12;1200;1000;975;291,856;45;GERB--1213_1200_1000;none;202303150000;202303201500;13;100
0090016100_28022023000002;0027287200;;0090016100;K32;302054176R;MFM---1413;9;1200;1000;930;678,770;45;GERB--1213_1200_1000;none;202304140000;202304210925;31;1
0090016100_28022023000003;0027136700;;0090016100;K32;111112611R;SFDA--9635;63;1200;1000;975;285,930;45;GERB--1213_1200_1000;none;202303200000;202303231415;13;100
0090016100_28022023000004;0005915200;;0090016100;K32;8200924262;SLI---0760;5;1200;1000;930;146,600;45;GERB--1213_1200_1000;none;202304030000;202304071420;4;100
0090016100_28022023000005;0002637700;;0090016100;K32;123101216R;MFM---0198;4;1200;1000;1060;659,800;45;GERB--0058_1200_1000;none;202303220000;202303241945;40;1
0090016100_28022023000006;0006701102;;0090016100;K32;140013553R;MFM---0798;21;1200;1000;975;304,440;45;GERB--1213_1200_1000;none;202303140000;202303170755;54;100
0090016100_28022023000007;0011106019;;0090016100;G14;296648630R;SLI---2112;1;1206;1010;385;42,164;0;GERB--0528_1206_1010;none;202303210000;202304060800;90;100
0090016100_28022023000008;0041428602;;0090016100;G14;292A60351R;SLI---2112;3;1206;1010;1185;516,900;0;GERB--0528_1206_1010;none;202303240000;202303310740;614;100
0090016100_28022023000009;0007684113;;0090016100;K32;120101207R;SLI---2112;6;1206;1010;681;454,700;0;GERB--0528_1206_1010;none;202303310000;202304041635;151;2
0090016100_28022023000010;0021865325;;0090016100;G14;296745224R;SLI---2112;1;1206;1010;385;89,200;0;GERB--0528_1206_1010;none;202303160000;202303160800;205;100
0090016100_28022023000011;0002822800;;0090016100;F14;326104966R;PAL-S-0022;2;1200;800;940;532,480;0;GERB--3737_1200_800;none;202304070000;202304140935;104;1
