dataset: X
instance: SA3
+-----------+
2D Packing MIP with Time Limit 15 [s] in Truck P184153001
Stack 0 with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 1 with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 2 with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 3 with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 4 with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 5 with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 6 with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 7 with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 8 with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 9 with items: ['0090017100_08062023016831', '0090017100_08062023014464']
Stack 10 with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 11 with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 12 with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 13 with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 14 with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 15 with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 16 with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 17 with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 18 with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 19 with items: ['0090017100_08062023014464', '0090017100_08062023014082']
Stack 20 with items: ['0090017100_08062023014082', '0090017100_08062023014082']
Stack 21 with items: ['0090017100_08062023014082', '0090017100_08062023014082']
Stack 22 with items: ['0090017100_08062023014082', '0090017100_08062023014082']
MIP Improvement - 2D Vol: 7.68 [m2] - packed 2D Vol Ratio: 0.2331511839708561 [%] - after 0.0 [s] without stacks:
Stack 4 missing: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 5 missing: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 6 missing: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 7 missing: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 8 missing: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 9 missing: ['0090017100_08062023016831', '0090017100_08062023014464']
Stack 10 missing: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 11 missing: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 12 missing: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 13 missing: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 14 missing: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 15 missing: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 16 missing: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 17 missing: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 18 missing: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 19 missing: ['0090017100_08062023014464', '0090017100_08062023014082']
Stack 20 missing: ['0090017100_08062023014082', '0090017100_08062023014082']
Stack 21 missing: ['0090017100_08062023014082', '0090017100_08062023014082']
Stack 22 missing: ['0090017100_08062023014082', '0090017100_08062023014082']
MIP Improvement - 2D Vol: 19.2 [m2] - packed 2D Vol Ratio: 0.5828779599271403 [%] - after 0.08841979084536433 [s]
Optimal Solution confirmed after 0.08848364884033799 [s]
Stacks not packed:
Stack 2 not in final solution with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 3 not in final solution with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 4 not in final solution with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 5 not in final solution with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 6 not in final solution with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 7 not in final solution with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 8 not in final solution with items: ['0090017100_08062023016831', '0090017100_08062023016831']
Stack 11 not in final solution with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 12 not in final solution with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 13 not in final solution with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 14 not in final solution with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 15 not in final solution with items: ['0090017100_08062023014464', '0090017100_08062023014464']
Stack 18 not in final solution with items: ['0090017100_08062023014464', '0090017100_08062023014464']
