Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016900_26102022000001;0007908406;;0090016900;169GB-10;767425593R;SLI---0601;1;1200;1000;750;391,000;45;GERB--1213_1200_1000;none;202211090000;202211171850;6;100
0090016900_26102022000002;0002555101;;0090016900;GRE1;765M63121R;SLI---2112;1;1206;1010;1085;140,810;0;GERB--0528_1206_1010;none;202212070000;202212120820;17;100
0090016900_26102022000003;0040446200;;0090016900;GRE1;768570130R;SLI---2112;1;1206;1010;1151;136,968;0;GERB--0528_1206_1010;none;202211220000;202211252100;7;100
0090016900_26102022000004;0040562603;;0090016900;169GD-60;260107625R;SFDA--9643;8;1200;1000;975;147,128;45;GERB--1213_1200_1000;none;202211080000;202211141350;4;100
0090016900_26102022000005;0028610400;;0090016900;169GD-60;638436894R;SLI---0760;6;1200;1000;930;210,400;45;GERB--1213_1200_1000;none;202211030000;202211080700;2;100
0090016900_26102022000006;0002573201;;0090016900;169GB-10;774D88031R;CON-S-0130;35;780;570;478;56,100;47;GERB--3195_780_570;widthwise;202211020000;202211091350;1;4
0090016900_26102022000007;0024099001;;0090016900;169GB-30;8200747936;SLI---0601;6;1200;1000;750;292,360;45;GERB--1213_1200_1000;none;202212130000;202212160620;4;2
0090016900_26102022000008;0024099001;;0090016900;169GB-10;8200748464;SLI---1200;10;1600;1200;930;660,880;45;GERB--1613_1600_1200;none;202211030000;202211080550;12;100
0090016900_26102022000009;0027752300;;0090016900;GRD1;215015155R;SLI---0770;9;1200;1000;975;204,600;45;GERB--1213_1200_1000;none;202212050000;202212122300;10;100
0090016900_26102022000010;0007908421;;0090016900;169GB-10;641213743R;SLI---0901;16;1600;1200;750;351,090;45;GERB--1613_1600_1200;none;202212080000;202212131320;6;100
0090016900_26102022000011;0002573203;;0090016900;169GB-30;8200740659;CON-S-0130;1;780;570;478;388,200;47;GERB--3195_780_570;widthwise;202211280000;202212021020;5;4
0090016900_26102022000012;0024099000;;0090016900;169GB-10;8200655860;SLI---0760;4;1200;1000;930;352,000;45;GERB--1213_1200_1000;none;202211170000;202211222320;6;100
0090016900_26102022000013;0011740101;;0090016900;GRD1;140466364R;SLI---0770;6;1200;1000;975;175,104;45;GERB--1213_1200_1000;none;202211220000;202211250820;3;100
0090016900_26102022000014;0005932502;;0090016900;GRF1;488100012R;SFDA--9005;47;1200;1000;975;324,250;45;GERB--1213_1200_1000;none;202211160000;202211211920;10;100
0090016900_26102022000015;0024099000;;0090016900;169GB-10;8200747970;SLI---1200;2;1600;1200;930;236,824;45;GERB--1613_1600_1200;none;202211240000;202211292320;7;100
0090016900_26102022000016;0023676305;;0090016900;169GD-60;850220011R;ECM---6686;2;1900;1200;1380;272,500;45;GERB--1390_1900_1200;none;202211030000;202211100530;2;100
0090016900_26102022000017;0041482900;;0090016900;169GB-10;765430003R;SLI---1200;18;1600;1200;930;380,500;45;GERB--1613_1600_1200;none;202211300000;202212051040;6;100
0090016900_26102022000018;0007908418;;0090016900;169GB-10;8200656444;SLI---0901;2;1600;1200;750;662,780;45;GERB--1613_1600_1200;none;202211070000;202211101320;8;100
0090016900_26102022000019;0027376300;;0090016900;169GD-20;572118927R;SLI---0770;9;1200;1000;975;313,500;45;GERB--1213_1200_1000;none;202212070000;202212120820;12;100
0090016900_26102022000020;0024164501;;0090016900;169GD-60;803000709R;CON-S-0375;2;1550;750;1120;924,400;45;GERB--1414_1550_750;none;202212070000;202212122110;13;100
0090016900_26102022000021;0024989700;;0090016900;GRE1;657710006R;SLI---2112;3;1206;1010;1181;303,000;0;GERB--0528_1206_1010;none;202211150000;202211220910;6;100
0090016900_26102022000022;0024099000;;0090016900;169GB-10;765763837R;SLI---2112;1;1206;1010;585;362,400;0;GERB--0528_1206_1010;none;202212060000;202212092320;60;100
0090016900_26102022000023;0000440301;;0090016900;169GD-60;112108180R;SLI---0601;8;1200;1000;750;405,160;45;GERB--1213_1200_1000;none;202211140000;202211171020;21;2
0090016900_26102022000024;0002573203;;0090016900;169GB-10;754F72724R;SLI---2112;1;1206;1010;385;142,400;0;GERB--0528_1206_1010;none;202211090000;202211161020;18;100
0090016900_26102022000025;0007908421;;0090016900;169GB-10;743520005R;CON-S-0130;5;780;570;478;146,160;47;GERB--3195_780_570;widthwise;202211230000;202211281320;3;4
0090016900_26102022000026;0024099000;;0090016900;169GB-10;8200655849;SLI---0760;3;1200;1000;930;329,500;45;GERB--1213_1200_1000;none;202211150000;202211182320;6;100
0090016900_26102022000027;0027902200;;0090016900;169GD-60;483826149R;SLI---0770;21;1200;1000;975;213,075;45;GERB--1213_1200_1000;none;202211140000;202211210950;5;100
0090016900_26102022000028;0025432700;;0090016900;GRE1;826717099R;SLI---2112;1;1206;1010;1093;145,580;0;GERB--0528_1206_1010;none;202212050000;202212121610;18;100
0090016900_26102022000029;0023934607;;0090016900;GRD7;8200734778;SFDA--9009;1;1200;1000;975;192,920;45;GERB--1213_1200_1000;none;202211090000;202211151720;6;100
0090016900_26102022000030;0007908406;;0090016900;169GB-30;8200748008;SLI---1200;8;1600;1200;930;280,820;45;GERB--1613_1600_1200;none;202211020000;202211091850;5;100
0090016900_26102022000031;0024099000;;0090016900;169GB-10;8200791039;CON-S-0130;5;780;570;478;80,100;47;GERB--3195_780_570;widthwise;202211100000;202211162320;2;4
0090016900_26102022000032;0000201500;;0090016900;169GD-60;792763829R;ECM---6696;3;1950;1850;950;215,250;45;GERB--1818_1950_1850;none;202212060000;202212092320;8;100
0090016900_26102022000033;0002573203;;0090016900;169GB-10;8200709256;CON-S-0130;12;780;570;478;78,840;47;GERB--3195_780_570;widthwise;202212060000;202212120620;1;4
0090016900_26102022000034;0028610400;;0090016900;169GD-60;638436894R;SLI---0760;3;1200;1000;930;210,400;45;GERB--1213_1200_1000;none;202210280000;202211031950;2;100
0090016900_26102022000035;0002573221;;0090016900;169GB-10;766300018R;SLI---1101;2;1900;1200;750;331,870;45;GERB--0109_1900_1200;none;202210310000;202211050705;5;100
0090016900_26102022000036;0024099000;;0090016900;169GB-10;8200747967;SLI---1200;12;1600;1200;930;251,548;45;GERB--1613_1600_1200;none;202212130000;202212162320;4;100
0090016900_26102022000037;0002573221;;0090016900;169GB-10;852480008R;SLI---1101;3;1900;1200;750;571,300;45;GERB--0109_1900_1200;none;202210280000;202211030805;11;100
0090016900_26102022000038;0000239407;;0090016900;GRE1;777892481R;SLI---2112;1;1206;1010;385;27,142;0;GERB--0528_1206_1010;none;202211290000;202212062340;45;100
0090016900_26102022000039;0007908406;;0090016900;169GB-30;8200657035;SLI---0760;3;1200;1000;930;372,784;45;GERB--1213_1200_1000;none;202211160000;202211231850;3;100
0090016900_26102022000040;0026743100;;0090016900;169GB-10;8200658549;SLI---2112;1;1206;1010;285;94,050;0;GERB--0528_1206_1010;none;202211020000;202211071120;116;100
0090016900_26102022000041;0002567601;;0090016900;169GD-20;144969388R;SFDA--9718;6;1200;1000;975;184,840;45;GERB--1213_1200_1000;none;202212130000;202212161440;6;100
0090016900_26102022000042;0027369300;;0090016900;GRE1;248099387R;SLI---2112;2;1206;1010;1181;173,900;0;GERB--0528_1206_1010;none;202210290000;202211070800;60;100
0090016900_26102022000043;0002417607;;0090016900;GRD1;562101205R;SLI---0770;3;1200;1000;975;685,000;45;GERB--1213_1200_1000;none;202212120000;202212152250;41;100
0090016900_26102022000044;0000201500;;0090016900;169GD-60;792765072R;ECM---6693;14;2000;1340;1130;158,040;45;GERB--1407_2000_1340;none;202211240000;202211292320;2;100
0090016900_26102022000045;0007908421;;0090016900;169GB-10;8200747944;SLI---0601;1;1200;1000;750;246,295;45;GERB--1213_1200_1000;none;202211020000;202211071320;3;100
0090016900_26102022000046;0026242400;;0090016900;169GD-20;511603762R;SLI---0901;1;1600;1200;750;264,700;45;GERB--1613_1600_1200;none;202211080000;202211150950;5;100
0090016900_26102022000047;0027535300;;0090016900;GRE1;180101626R;SLI---2112;2;1206;1010;1185;264,900;0;GERB--0528_1206_1010;none;202212050000;202212120800;42;100
0090016900_26102022000048;0025869802;;0090016900;169GD-20;214814881R;ECM---3367;24;1200;1000;1450;236,600;45;GERB--0156_1200_1000;none;202211020000;202211070950;8;100
0090016900_26102022000049;0024979001;;0090016900;169GD-60;668570496R;ECM---5130;12;1900;1200;1450;322,472;45;GERB--0109_1900_1200;none;202211140000;202211171245;5;100
0090016900_26102022000050;0007908420;;0090016900;169GB-10;764430004R;SLI---0760;1;1200;1000;930;714,250;45;GERB--1213_1200_1000;none;202211210000;202211240920;26;100
0090016900_26102022000051;0024099000;;0090016900;169GB-10;8200747967;SLI---1200;8;1600;1200;930;251,548;45;GERB--1613_1600_1200;none;202210280000;202211032320;4;100
0090016900_26102022000052;0025869802;;0090016900;169GD-20;214814881R;ECM---3367;13;1200;1000;1450;236,600;45;GERB--0156_1200_1000;none;202211290000;202212020950;8;100
0090016900_26102022000053;0025432700;;0090016900;GRE1;825030012R;SLI---2112;1;1206;1010;785;235,580;0;GERB--0528_1206_1010;none;202211090000;202211171610;219;100
0090016900_26102022000054;0021865322;;0090016900;GRE1;284C08930R;ECA---0021;1;1200;1000;345;57,080;0;GERB--3551_1200_1000;none;202212130000;202212130910;560;100
0090016900_26102022000055;0001746907;;0090016900;GRD1;462850495R;ECM---6725;2;3200;800;960;181,600;45;GERB--1429_3200_800;none;202210270000;202211021335;5;100
0090016900_26102022000056;0007908406;;0090016900;169GB-10;8200657412;SLI---0901;3;1600;1200;750;349,600;45;GERB--1613_1600_1200;none;202212010000;202212081850;6;100
0090016900_26102022000057;0002671602;;0090016900;169GD-60;777600002R;SFDA--6614;3;1600;1200;930;386,580;45;GERB--1613_1600_1200;none;202211280000;202212010930;6;100
0090016900_26102022000058;0024099001;;0090016900;169GB-10;8200751515;SLI---1200;2;1600;1200;930;439,280;45;GERB--1613_1600_1200;none;202211230000;202211280620;10;100
0090016900_26102022000059;0002573221;;0090016900;169GB-10;766300018R;SLI---1101;6;1900;1200;750;331,870;45;GERB--0109_1900_1200;none;202211240000;202211290805;5;100
0090016900_26102022000060;0001746907;;0090016900;GRD1;462117685R;ECM---6727;2;1600;800;1450;171,680;45;GERB--1430_1600_800;widthwise;202212070000;202212121335;6;100
0090016900_26102022000061;0000923613;;0090016900;169GD-20;205403643R;SLI---0760;21;1200;1000;930;150,490;45;GERB--1213_1200_1000;none;202211180000;202211251220;4;100
0090016900_26102022000062;0002618500;;0090016900;GRE1;478405137R;SLI---2112;1;1206;1010;985;291,000;0;GERB--0528_1206_1010;none;202211250000;202212020800;20;100
0090016900_26102022000063;0002998100;;0090016900;GRD1;8200958092;ECM---6658;5;3000;1200;1250;1151,600;45;GERB--0205_3000_1200;none;202211090000;202211152300;45;100
0090016900_26102022000064;0040562603;;0090016900;169GD-60;260607867R;SFDA--9773;21;1200;1000;975;150,628;45;GERB--1213_1200_1000;none;202211090000;202211150640;4;100
0090016900_26102022000065;0005810700;;0090016900;169GD-60;808640012R;SLI---2112;12;1206;1010;796;37,178;0;GERB--0528_1206_1010;none;202212120000;202212191130;2;100
0090016900_26102022000066;0042143100;;0090016900;GRD1;144600646R;SLI---0770;15;1200;1000;975;193,800;45;GERB--1213_1200_1000;none;202211140000;202211170200;21;100
0090016900_26102022000067;0002573211;;0090016900;169GB-10;8200657043;SLI---0601;2;1200;1000;750;428,540;45;GERB--1213_1200_1000;none;202211080000;202211161350;6;100
0090016900_26102022000068;0021506700;;0090016900;GRD1;201008429R;SLI---1101;7;1900;1200;750;305,824;45;GERB--0109_1900_1200;none;202211160000;202211210910;36;100
0090016900_26102022000069;0026242400;;0090016900;169GD-20;8200794714;SLI---0901;4;1600;1200;750;206,600;45;GERB--1613_1600_1200;none;202212050000;202212090720;5;100
0090016900_26102022000070;0007908406;;0090016900;169GB-10;8200658530;SLI---0601;7;1200;1000;750;179,880;45;GERB--1213_1200_1000;none;202211220000;202211291850;3;100
0090016900_26102022000071;0007908418;;0090016900;169GB-30;756C00006R;SLI---0601;1;1200;1000;750;661,000;45;GERB--1213_1200_1000;none;202211070000;202211101320;10;100
0090016900_26102022000072;0028681300;;0090016900;169GD-60;8200678130;SFDA--4774;1;1200;1000;930;142,585;45;GERB--1213_1200_1000;none;202212120000;202212150520;4;100
0090016900_26102022000073;0001746907;;0090016900;GRE1;462502506R;SLI---2112;2;1206;1010;1185;230,150;0;GERB--0528_1206_1010;none;202211280000;202212011520;29;100
0090016900_26102022000074;0009500600;;0090016900;GRD1;490017833R;ECM---6613;5;1910;1200;1490;593,000;45;GERB--1350_1910_1200;none;202210310000;202211050920;33;100
0090016900_26102022000075;0024099001;;0090016900;169GB-20;625260009R;CON-S-0130;3;780;570;478;134,400;47;GERB--3195_780_570;widthwise;202212080000;202212130550;7;4
0090016900_26102022000076;0021798202;;0090016900;GRD1;144605225R;SLI---0770;28;1200;1000;975;213,810;45;GERB--1213_1200_1000;none;202212020000;202212070910;27;2
0090016900_26102022000077;0024267400;;0090016900;169GD-60;175060228R;SLI---0601;8;1200;1000;750;111,000;45;GERB--1213_1200_1000;none;202211220000;202211291220;11;100
0090016900_26102022000078;0002573221;;0090016900;169GB-30;756C08949R;SLI---0760;15;1200;1000;930;262,864;45;GERB--1213_1200_1000;none;202212090000;202212140850;4;100
0090016900_26102022000079;0007908421;;0090016900;169GB-10;641213743R;SLI---0901;15;1600;1200;750;351,090;45;GERB--1613_1600_1200;none;202211280000;202212011320;6;100
