Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0040504300;1;;1;0091017200;172PF2;3;172216UA1A;202303210630;P080630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440006UA0A;202303210630;P080630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172214996R;202303210630;P080630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440006UB0B;202303210630;P080630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172211846R;202303210630;P080630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440106UB0B;202303210630;P080630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440106UA0A;202303210630;P080630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172216UA1A;202304130630;P103630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440006UA0A;202304130630;P103630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172214996R;202304130630;P103630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440006UB0B;202304130630;P103630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172211846R;202304130630;P103630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440106UB0B;202304130630;P103630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440106UA0A;202304130630;P103630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172216UA1A;202304140630;P104630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440006UA0A;202304140630;P104630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172214996R;202304140630;P104630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440006UB0B;202304140630;P104630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172211846R;202304140630;P104630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440106UB0B;202304140630;P104630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440106UA0A;202304140630;P104630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172216UA1A;202303230630;P082630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440006UA0A;202303230630;P082630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172214996R;202303230630;P082630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440006UB0B;202303230630;P082630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172211846R;202303230630;P082630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440106UB0B;202303230630;P082630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440106UA0A;202303230630;P082630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504300;1;;1;0091017200;172PF2;3;172216UA1A;202305020630;P122630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;3;440006UA0A;202305020630;P122630901;13500;2440;2900;24000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
