Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016100_27022023000001;0007908409;;0090016100;161GK300;135029114R;SFDA--9055;12;1200;1000;975;291,856;45;GERB--1213_1200_1000;none;202303150000;202303201500;13;100
0090016100_27022023000002;0027565500;;0090016100;G14;290R19929R;SFDA--9228;2;1200;1000;975;1109,000;45;GERB--1213_1200_1000;none;202303280000;202303301120;43;100
0090016100_27022023000003;0027287200;;0090016100;161GK300;302054176R;MFM---1413;8;1200;1000;930;678,770;45;GERB--1213_1200_1000;none;202304140000;202304210925;31;1
0090016100_27022023000004;0027136700;;0090016100;161GK300;111112611R;SFDA--9635;62;1200;1000;975;285,930;45;GERB--1213_1200_1000;none;202303200000;202303231415;13;100
0090016100_27022023000005;0005915200;;0090016100;161GK300;8200924262;SLI---0760;5;1200;1000;930;146,600;45;GERB--1213_1200_1000;none;202304030000;202304071420;4;100
0090016100_27022023000006;0027565500;;0090016100;G14;290R13686R;MFM---1439;1;1200;1000;770;1102,590;45;GERB--1213_1200_1000;none;202304060000;202304111325;48;100
0090016100_27022023000007;0002637700;;0090016100;161GK300;123101216R;MFM---0198;4;1200;1000;1060;659,800;45;GERB--0058_1200_1000;none;202303220000;202303241945;40;1
0090016100_27022023000008;0006701102;;0090016100;161GK300;140013553R;MFM---0798;21;1200;1000;975;304,440;45;GERB--1213_1200_1000;none;202303140000;202303170755;54;100
0090016100_27022023000009;0011106019;;0090016100;G14;296648630R;SLI---2112;1;1206;1010;385;42,164;0;GERB--0528_1206_1010;none;202303210000;202304060800;90;100
0090016100_27022023000010;0041428602;;0090016100;G14;292A60351R;SLI---2112;5;1206;1010;1185;516,900;0;GERB--0528_1206_1010;none;202303240000;202303310740;614;100
0090016100_27022023000011;0007684113;;0090016100;161GK300;120101207R;SLI---2112;3;1206;1010;681;454,700;0;GERB--0528_1206_1010;none;202303310000;202304041635;151;2
0090016100_27022023000012;0021865325;;0090016100;G14;296745224R;SLI---2112;1;1206;1010;385;89,200;0;GERB--0528_1206_1010;none;202303160000;202303160800;205;100
0090016100_27022023000013;0002822800;;0090016100;F14;326104966R;PAL-S-0022;2;1200;800;940;532,480;0;GERB--3737_1200_800;none;202304070000;202304140935;104;1
0090016100_27022023000014;0021865325;;0090016100;G14;296742205R;SLI---2112;1;1206;1010;385;78,400;0;GERB--0528_1206_1010;none;202304130000;202304180700;220;100
0090016100_27022023000015;0011106019;;0090016100;G14;290E96560R;SLI---2112;2;1206;1010;285;97,700;0;GERB--0528_1206_1010;none;202303170000;202304040800;82;100
0090016100_27022023000016;0002557707;;0090016100;G14;296H35640R;ECA---0021;12;1200;1000;945;168,400;0;GERB--3551_1200_1000;none;202304050000;202304110700;65;1
0090016100_27022023000017;0002555901;;0090016100;G14;296689283R;SLI---2112;2;1206;1010;385;52,540;0;GERB--0528_1206_1010;none;202303300000;202304041230;164;100
0090016100_27022023000018;0027565500;;0090016100;G14;290R19929R;SFDA--9228;2;1200;1000;975;1109,000;45;GERB--1213_1200_1000;none;202303280000;202303301735;43;100
0090016100_27022023000019;0002555901;;0090016100;G14;296G90943R;SFDA--0037;14;1200;1000;975;387,592;45;GERB--1213_1200_1000;none;202303210000;202303241600;111;100
0090016100_27022023000020;0002531500;;0090016100;161GK200;110117282R;MFM---0475;6;1650;1200;1250;1542,520;45;GERB--0625_1650_1200;none;202304130000;202304130730;33;1
0090016100_27022023000021;0027891107;;0090016100;G14;292A01152R;CAR-S*4248;11;1200;1000;1070;218,360;0;GERB--3551_1200_1000;none;202303030000;202303100615;86;100
0090016100_27022023000022;0042162600;;0090016100;E11;121002775R;ETM---4434;7;1275;1014;840;1133,000;140;GERB--0051_1275_1014;none;202303140000;202303140845;29;3
0090016100_27022023000023;0026921300;;0090016100;E11;132028644R;MFM---8074;6;1200;1000;930;240,360;45;GERB--1213_1200_1000;none;202304040000;202304071630;131;2
0090016100_27022023000024;0026609601;;0090016100;E8;110426111R;MFM---7022;22;1180;1140;1090;489,232;45;GERB--0449_1180_1140;none;202303280000;202304141245;34;100
0090016100_27022023000025;0026367200;;0090016100;161GM100;111565073R;SLI---2112;1;1206;1010;385;146,650;0;GERB--0528_1206_1010;none;202303200000;202303270740;25;100
0090016100_27022023000026;0091018400;;0090016100;161GK300;100057780R;CAR-S*3835;1;1140;980;850;854,728;0;GERB--7391_1140_980;none;202303130000;202303290945;24;100
0090016100_27022023000027;0027565500;;0090016100;G14;290P12255R;MFM---1707;3;1200;1000;975;813,800;45;GERB--1213_1200_1000;none;202303280000;202303301120;35;100
0090016100_27022023000028;0002531500;;0090016100;161GK200;110111339R;MFM---0475;9;1650;1200;1250;1737,400;45;GERB--0625_1650_1200;none;202303300000;202303301515;33;1
0090016100_27022023000029;0027565500;;0090016100;G14;290R14303R;SFDA--9106;6;1200;1000;975;984,740;45;GERB--1213_1200_1000;none;202303200000;202303221345;36;100
0090016100_27022023000030;0002822800;;0090016100;F14;8200018491;PAL-S-0022;1;1200;800;940;533,440;0;GERB--3737_1200_800;none;202304070000;202304140935;87;1
0090016100_27022023000031;0026367200;;0090016100;G14;296D32746R;SLI---2112;1;1206;1010;385;91,900;0;GERB--0528_1206_1010;none;202303200000;202303270740;55;100
0090016100_27022023000032;0021865325;;0090016100;G14;296832097R;SLI---2112;3;1206;1010;1185;304,800;0;GERB--0528_1206_1010;none;202303090000;202303140700;87;100
0090016100_27022023000033;0002555901;;0090016100;G14;296689283R;SLI---2112;1;1206;1010;385;52,540;0;GERB--0528_1206_1010;none;202303130000;202303161800;164;100
0090016100_27022023000034;0028208500;;0090016100;F14;8200325408;SLI---2112;4;1206;1010;582;560,600;0;GERB--0528_1206_1010;none;202303070000;202303091555;37;2
0090016100_27022023000035;0090016500;1GRA;0090016100;F14;8200022613;SLI---2112;3;1206;1010;681;434,400;0;GERB--0528_1206_1010;none;202303100000;202303171550;42;100
0090016100_27022023000036;0011523703;;0090016100;161GM100;223218939R;SLI---2112;1;1206;1010;1185;378,900;0;GERB--0528_1206_1010;none;202304030000;202304200800;284;100
0090016100_27022023000037;0001145508;;0090016100;E8;110423582R;MFM---7017;30;1180;1140;1090;473,520;45;GERB--0449_1180_1140;none;202303290000;202303310545;32;100
0090016100_27022023000038;0091018400;;0090016100;161GM100;241368489R;CKD-PAL-11;3;1180;1140;1066;223,480;0;GERB--5941_1180_1140;none;202304050000;202304240945;10;100
0090016100_27022023000039;0003300400;;0090016100;161GM100;168030184R;SLI---2112;2;1206;1010;681;527,600;0;GERB--0528_1206_1010;none;202304060000;202304110645;149;2
0090016100_27022023000040;0024267502;;0090016100;161GK300;147137099R;SLI---2112;4;1206;1010;1185;359,900;0;GERB--0528_1206_1010;none;202303060000;202303130950;78;100
0090016100_27022023000041;0002496900;;0090016100;E11;130512684R;SLI---2112;1;1206;1010;385;58,000;0;GERB--0528_1206_1010;none;202303300000;202304050725;83;100
0090016100_27022023000042;0040084500;;0090016100;161GM100;140136073R;SLI---2112;3;1206;1010;585;216,900;0;GERB--0528_1206_1010;none;202304180000;202304181115;49;100
0090016100_27022023000043;0002819800;;0090016100;F14;8200067445;ETM---4434;1;1275;1014;840;1457,920;140;GERB--0051_1275_1014;none;202303210000;202303281635;29;1
0090016100_27022023000044;0060317300;;0090016100;E11;122011836R;MFM---1343;6;1200;1000;930;1209,400;45;GERB--1213_1200_1000;none;202304140000;202304180910;24;1
