Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0041156800;1;;1;0091017500;175GR4;1;8200368276;202307070900;P188637001;13500;2440;2800;24160;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090016100;1;F12;2;0091017500;175GR2;3;322019752R;202307240730;P205633901;13500;2440;2900;24000;1;950;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090016100;1;F12;2;0091017500;175GR2;3;304017783R;202307240730;P205633901;13500;2440;2900;24000;1;950;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090016100;1;F12;2;0091017500;175GR2;3;322011117R;202307240730;P205633901;13500;2440;2900;24000;1;950;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090016100;1;F12;2;0091017500;175GR2;3;322011227R;202307240730;P205633901;13500;2440;2900;24000;1;950;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090016100;1;F12;2;0091017500;175GR4;2;321018309R;202307240730;P205633901;13500;2440;2900;24000;1;950;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090016100;1;F12;2;0091017500;175GR2;3;314L24211R;202307240730;P205633901;13500;2440;2900;24000;1;950;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090016100;1;J6;1;0091017500;175GR4;2;321019389R;202307240730;P205633901;13500;2440;2900;24000;1;950;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090016100;1;J6;1;0091017500;175GR4;2;321019243R;202307240730;P205633901;13500;2440;2900;24000;1;950;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0011711300;1;;1;0091017500;175GR1;2;8200886770;202307061100;P187520301;13500;2440;2800;25000;1;1000;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0011711300;1;;1;0091017500;175GR1;2;322B61127R;202307061100;P187520301;13500;2440;2800;25000;1;1000;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0011711300;1;;1;0091017500;175GR1;2;322517990R;202307061100;P187520301;13500;2440;2800;25000;1;1000;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0011711300;1;;1;0091017500;175GR1;2;8201704053;202307061100;P187520301;13500;2440;2800;25000;1;1000;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
