Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090012500_26102022000001;0023261021;;0090012500;GR1511;224332734R;ECA---0021;17;1200;1000;485;134,520;0;GERB--3551_1200_1000;none;202212130000;202212161840;22;2
0090012500_26102022000002;0011146100;;0090012500;GR0903;302057872R;SLI---0770;11;1200;1000;975;770,760;45;GERB--1213_1200_1000;none;202211280000;202212021710;34;100
0090012500_26102022000003;0025344801;;0090012500;GR1511;150503885R;SLI---2112;4;1206;1010;1185;326,900;0;GERB--0528_1206_1010;none;202211170000;202211241545;27;100
0090012500_26102022000004;0023261021;;0090012500;GR1511;224332734R;ECA---0021;16;1200;1000;485;134,520;0;GERB--3551_1200_1000;none;202211080000;202211111840;22;2
0090012500_26102022000005;0011146100;;0090012500;GR0903;302057872R;SLI---0770;10;1200;1000;975;770,760;45;GERB--1213_1200_1000;none;202212020000;202212071710;34;100
0090012500_26102022000006;0025050301;;0090012500;GR1801;410014348R;SLI---0770;2;1200;1000;975;932,760;45;GERB--1213_1200_1000;none;202211180000;202211231145;31;100
0090012500_26102022000007;0002484100;;0090012500;GR1402;132139006R;SLI---2112;2;1206;1010;681;660,900;0;GERB--0528_1206_1010;none;202211100000;202211151145;78;2
0090012500_26102022000008;0027690200;;0090012500;GR1601;758867926R;SLI---2112;1;1206;1010;285;148,700;0;GERB--0528_1206_1010;none;202212060000;202212100200;23;100
0090012500_26102022000009;0042529900;;0090012500;GR1801;430182448R;SLI---0601;4;1200;1000;750;980,900;45;GERB--1213_1200_1000;none;202212090000;202212140745;14;100
0090012500_26102022000010;0028279401;;0090012500;GR1601;551106121R;SLI---0770;12;1200;1000;975;505,800;45;GERB--1213_1200_1000;none;202212070000;202212120845;9;100
