Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090019100_08062023000001;0042624700;;0090019100;191GDA;272107293R;ECM---4775;5;1670;1200;1020;98,000;45;GERB--0260_1670_1200;none;202307130000;202307191000;28;100
0090019100_08062023000002;0021865325;;0090019100;191GE-;295J34233R;SLI---2112;2;1206;1010;485;69,900;0;GERB--0528_1206_1010;none;202307100000;202307110945;38;100
0090019100_08062023000003;0022091301;;0090019100;191GRB0;752162645R;SLI---0601;3;1200;1000;750;184,600;45;GERB--1213_1200_1000;none;202307070000;202307101545;3;100
0090019100_08062023000004;0029350204;;0090019100;191GDA;749407885R;SLI---1200;14;1600;1200;930;158,250;45;GERB--1613_1600_1200;none;202307190000;202307200845;2;100
0090019100_08062023000005;0042386800;;0090019100;191GY-;638450085R;SLI---1200;2;1600;1200;930;246,400;45;GERB--1613_1600_1200;none;202307030000;202307201340;8;100
0090019100_08062023000006;0022091301;;0090019100;191GRB0;674025MZ0A;SLI---0901;3;1600;1200;750;190,640;45;GERB--1613_1600_1200;none;202306160000;202306261345;5;100
0090019100_08062023000007;0029350204;;0090019100;191GDA;749025320R;ECM---8592;8;2060;1570;980;326,000;45;GERB--2370_2060_1570;none;202306160000;202306260845;7;100
0090019100_08062023000008;0022091301;;0090019100;191GRB0;764407652R;SLI---0901;1;1600;1200;750;394,090;45;GERB--1613_1600_1200;none;202307100000;202307111030;10;100
0090019100_08062023000009;0090016100;G16;0090019100;191GDB;290036443R;CFDA--3045;28;2280;1470;885;958,000;45;GERB--1552_2280_1470;none;202306150000;202306261445;135;100
0090019100_08062023000010;0002928900;;0090019100;191GY-;806070806R;SLI---2112;1;1206;1010;485;28,648;0;GERB--0528_1206_1010;none;202307050000;202307251400;38;100
0090019100_08062023000011;0007908407;;0090019100;191GY-;663509388R;SLI---2112;1;1206;1010;1185;650,400;0;GERB--0528_1206_1010;none;202307050000;202307120730;39;100
0090019100_08062023000012;0027029800;;0090019100;191GDA;769524696R;KFDA--0128;4;1209;1007;990;66,884;25;GERB--2034_1209_1007;none;202306270000;202306281615;1;100
0090019100_08062023000013;0025445204;;0090019100;191GDA;823311106R;SFDA--9871;10;1600;1200;930;225,736;45;GERB--1613_1600_1200;none;202307030000;202307071300;11;100
0090019100_08062023000014;0022091301;;0090019100;191GRB0;751333418R;MTEM--0003;1;1400;1200;1350;117,000;45;GERB--0475_1400_1200;none;202307170000;202307181230;6;100
