Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0002717500;2;;2;0091017200;172PF2;1;440109236R;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;1;440006UA0A;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;1;440006UB0B;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504301;1;;1;0091017200;172PF2;1;172211659R;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504301;1;;1;0091017200;172PF2;1;172214996R;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504301;1;;1;0091017200;172PF2;1;172211846R;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;1;440106UB0B;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;1;440001093R;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;1;440106UA0A;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504301;1;;1;0091017200;172PF2;1;172216UA1A;202307271700;P208630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;1;440109236R;202307141700;P195630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;1;440006UA0A;202307141700;P195630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;1;440006UB0B;202307141700;P195630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504301;1;;1;0091017200;172PF2;1;172211659R;202307141700;P195630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504301;1;;1;0091017200;172PF2;1;172214996R;202307141700;P195630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0040504301;1;;1;0091017200;172PF2;1;172211846R;202307141700;P195630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0002717500;2;;2;0091017200;172PF2;1;440106UB0B;202307141700;P195630901;13500;2440;2900;24000;0;1500;100000;1500;11500;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
