Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0091017300_28022023000001;0028128501;;0091017300;173GRL;440103124R;SFDA--9645;12;1200;1000;975;360,535;45;GERB--1213_1200_1000;none;202303210000;202303241600;27;100
0091017300_28022023000002;0091017600;PCNAL3;0091017300;173GRA;762302770R;MTEM--7858;1;1800;1200;1490;303,030;45;GERB--0088_1800_1200;none;202303310000;202304031140;4;100
0091017300_28022023000003;0042912000;;0091017300;173GRW;749486702R;SLI---1200;1;1600;1200;930;155,040;45;GERB--1613_1600_1200;lengthwise;202303210000;202303241745;1;100
0091017300_28022023000004;0002578901;;0091017300;173GR9;638A04422R;SLI---0770;2;1200;1000;975;135,000;45;GERB--1213_1200_1000;none;202303300000;202304041530;7;100
0091017300_28022023000005;0002901101;;0091017300;173GR9;808206639R;SFDA--6870;2;1600;1200;930;186,226;45;GERB--1613_1600_1200;none;202303150000;202303201500;3;100
0091017300_28022023000006;0002573911;;0091017300;173GRT;823002669R;CON-S-0058;1;1200;1000;840;686,000;35;GERB--1213_1200_1000;none;202304030000;202304100800;7;2
0091017300_28022023000007;0091017600;PCNAL3;0091017300;173GRA;641203721R;SFDA--6888;5;1600;1200;930;198,084;45;GERB--1613_1600_1200;lengthwise;202303030000;202303081400;6;100
0091017300_28022023000008;0042912000;;0091017300;173GRW;679008897R;ECM---2363;3;1600;1200;1450;200,000;45;GERB--1613_1600_1200;none;202303020000;202303091230;2;100
0091017300_28022023000009;0001925732;;0091017300;173GR9;280387819R;KFDA--0053;2;1209;1007;750;75,334;25;GERB--2034_1209_1007;widthwise;202304030000;202304100800;9;100
0091017300_28022023000010;0001925732;;0091017300;173GRL;682113931R;SLI---2112;1;1206;1010;1311;159,314;0;GERB--0528_1206_1010;none;202303270000;202303301200;16;100
0091017300_28022023000011;0002901101;;0091017300;173GRW;850908266R;SLI---1200;27;1600;1200;930;190,258;45;GERB--1613_1600_1200;lengthwise;202303230000;202303281700;2;100
0091017300_28022023000012;0002901101;;0091017300;173GR9;808216181R;SFDA--6870;2;1600;1200;930;186,122;45;GERB--1613_1600_1200;none;202303170000;202303221900;6;100
0091017300_28022023000013;0091017600;PCNAL3;0091017300;173GRA;641520503R;MTEM--7857;4;1800;1200;1490;299,160;45;GERB--0088_1800_1200;none;202304140000;202304170700;5;100
0091017300_28022023000014;0091017600;PCNAL3;0091017300;173GRA;671007899R;MTEM--7853;1;1800;1200;1010;510,456;45;GERB--0088_1800_1200;none;202303160000;202303171140;6;100
0091017300_28022023000015;0042912000;;0091017300;173GRW;749485763R;SLI---1200;4;1600;1200;930;155,040;45;GERB--1613_1600_1200;lengthwise;202304050000;202304121230;2;100
0091017300_28022023000016;0002578901;;0091017300;173GR9;767487954R;SLI---0901;3;1600;1200;750;142,575;45;GERB--1613_1600_1200;none;202304050000;202304121130;1;100
