Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090018000_26102022000001;0062060800;;0090018000;X2;172031693R;ECM---5712;3;1600;1200;1350;207,720;45;GERB--1613_1600_1200;none;202211250000;202211291800;5;100
0090018000_26102022000002;0029918200;;0090018000;X1;550206080R;SLI---0770;4;1200;1000;975;577,800;45;GERB--1213_1200_1000;none;202210030000;202211090603;7;100
0090018000_26102022000003;0027455900;;0090018000;X1;924403324R;ECA---0021;1;1200;1000;1100;76,230;0;GERB--3551_1200_1000;none;202212090000;202212120600;7;100
0090018000_26102022000004;0025918800;;0090018000;X1;149123455R;ECA---0021;1;1200;1000;785;62,280;0;GERB--3551_1200_1000;none;202211290000;202211300606;13;100
0090018000_26102022000005;0062060800;;0090018000;X2;172038007R;ECM---5712;20;1600;1200;1350;207,720;45;GERB--1613_1600_1200;none;202212210000;202212221430;5;100
0090018000_26102022000006;0025918800;;0090018000;X1;474010066R;ECA---0021;3;1200;1000;1100;67,320;0;GERB--3551_1200_1000;none;202212200000;202212210606;34;100
0090018000_26102022000007;0025918800;;0090018000;X1;149115525R;ECA---0021;1;1200;1000;359;32,400;0;GERB--3551_1200_1000;none;202212150000;202212160606;56;100
0090018000_26102022000008;0041659700;;0090018000;X1;260105138R;SFDA--9804;26;1200;1000;975;168,796;45;GERB--1213_1200_1000;none;202301160000;202301191340;10;100
0090018000_26102022000009;0025918800;;0090018000;X1;149123455R;ECA---0021;2;1200;1000;1100;84,420;0;GERB--3551_1200_1000;none;202212160000;202212190606;13;100
0090018000_26102022000010;0025439300;;0090018000;X0;802194068R;ECA---0021;1;1200;1000;1155;375,000;0;GERB--3551_1200_1000;none;202210140000;202211211000;8;100
0090018000_26102022000011;0025439300;;0090018000;X0;802102463R;SLI---1200;3;1600;1200;930;454,873;45;GERB--1613_1600_1200;none;202210060000;202211141000;8;100
0090018000_26102022000012;0042462000;;0090018000;X1;924801747R;ECA---0021;1;1200;1000;956;178,640;0;GERB--3551_1200_1000;none;202212090000;202212122000;17;100
0090018000_26102022000013;0062069400;;0090018000;X0;762428480R;CON-S-0130;6;780;570;478;82,320;47;GERB--3195_780_570;widthwise;202211210000;202211292025;2;4
0090018000_26102022000014;0025918800;;0090018000;X1;149115617R;ECA---0021;1;1200;1000;470;38,470;0;GERB--3551_1200_1000;none;202211170000;202211180606;23;100
0090018000_26102022000015;0062069400;;0090018000;X0;763571615R;SLI---0601;1;1200;1000;750;227,528;45;GERB--1213_1200_1000;none;202211030000;202211102025;5;100
0090018000_26102022000016;0029027900;;0090018000;X2;555011238R;ECM---4974;5;1605;1205;1450;458,240;45;GERB--0167_1605_1205;none;202212130000;202212140900;11;100
0090018000_26102022000017;0062069400;;0090018000;X0;781219010R;ECA---0021;1;1200;1000;1057;179,850;0;GERB--3551_1200_1000;none;202212010000;202212082025;4;100
0090018000_26102022000018;0062065300;;0090018000;X1;638411439R;SLI---1200;2;1600;1200;930;195,580;45;GERB--1613_1600_1200;none;202211150000;202211161615;4;100
0090018000_26102022000019;0029027900;;0090018000;X2;544013624R;SLI---0770;14;1200;1000;975;312,510;45;GERB--1213_1200_1000;none;202212050000;202212060930;5;100
0090018000_26102022000020;0029938000;;0090018000;X3;272707927R;ECM---5565;21;1400;1200;1450;179,400;45;GERB--0475_1400_1200;none;202211230000;202212011020;9;100
0090018000_26102022000021;0062065300;;0090018000;X1;849508633R;SLI---1200;1;1600;1200;930;159,824;45;GERB--1613_1600_1200;none;202301180000;202301191615;1;100
0090018000_26102022000022;0062069400;;0090018000;X0;732567222R;SLI---0601;1;1200;1000;750;318,700;45;GERB--1213_1200_1000;none;202211250000;202212052025;4;100
0090018000_26102022000023;0027455900;;0090018000;X1;924902356R;ECA---0021;1;1200;1000;1155;142,000;0;GERB--3551_1200_1000;none;202211110000;202211140600;16;100
0090018000_26102022000024;0025439300;;0090018000;X0;802111951R;SLI---1200;2;1600;1200;930;454,873;45;GERB--1613_1600_1200;none;202211040000;202212051000;8;100
0090018000_26102022000025;0025918800;;0090018000;X1;149122724R;ECA---0021;1;1200;1000;785;61,600;0;GERB--3551_1200_1000;none;202212060000;202212070606;20;100
0090018000_26102022000026;0062060800;;0090018000;X2;172034795R;ECM---5712;1;1600;1200;1350;205,160;45;GERB--1613_1600_1200;none;202211090000;202211100915;4;100
0090018000_26102022000027;0027029600;;0090018000;X1;402028851R;CFDA--1023;4;1200;1000;975;923,520;45;GERB--1213_1200_1000;none;202212080000;202212090600;49;100
0090018000_26102022000028;0002893800;;0090018000;X1;768607119R;SLI---1200;1;1600;1200;930;277,828;45;GERB--1613_1600_1200;none;202209290000;202211070925;8;100
0090018000_26102022000029;0062065300;;0090018000;X1;849508633R;SLI---1200;1;1600;1200;930;159,824;45;GERB--1613_1600_1200;none;202212210000;202212222040;1;100
0090018000_26102022000030;0029027900;;0090018000;X2;555119718R;ECM---5563;23;1600;1200;1300;440,492;45;GERB--1613_1600_1200;none;202211250000;202211290930;10;100
0090018000_26102022000031;0028839800;;0090018000;X1;849023117R;SLI---1200;1;1600;1200;930;309,500;45;GERB--1613_1600_1200;none;202212090000;202212121155;2;100
0090018000_26102022000032;0025918800;;0090018000;X1;187918607R;ECA---0021;1;1200;1000;359;26,800;0;GERB--3551_1200_1000;none;202212020000;202212050606;84;100
0090018000_26102022000033;0042462000;;0090018000;X1;497209595R;ECA---0021;3;1200;1000;943;110,340;0;GERB--3551_1200_1000;none;202211180000;202211212000;12;100
0090018000_26102022000034;0025918800;;0090018000;X1;164464002R;ECA---0021;1;1200;1000;470;31,200;0;GERB--3551_1200_1000;none;202211040000;202211070606;9;100
0090018000_26102022000035;0029938000;;0090018000;X3;272704463R;ECM---5565;28;1400;1200;1450;179,400;45;GERB--0475_1400_1200;none;202211030000;202211101020;10;100
0090018000_26102022000036;0062060800;;0090018000;X2;172023402R;ECM---0559;1;1600;1200;1350;310,160;45;GERB--1613_1600_1200;none;202301200000;202301230915;4;100
0090018000_26102022000037;0062069400;;0090018000;X0;764131108R;SLI---1101;1;1900;1200;750;713,620;45;GERB--0109_1900_1200;none;202211070000;202211142025;12;100
0090018000_26102022000038;0027234900;;0090018000;X2;490014281R;ECM---7896;8;1640;1200;950;363,400;45;GERB--2200_1640_1200;none;202301160000;202301162005;16;100
0090018000_26102022000039;0002893800;;0090018000;X1;823308617R;ECA---0021;1;1200;1000;359;70,016;0;GERB--3551_1200_1000;none;202210140000;202211210925;10;100
0090018000_26102022000040;0062069400;;0090018000;X0;776514302R;SLI---0601;7;1200;1000;750;229,880;45;GERB--1213_1200_1000;none;202211080000;202211152025;4;100
0090018000_26102022000041;0062069400;;0090018000;X0;763568061R;SLI---0601;1;1200;1000;750;227,528;45;GERB--1213_1200_1000;none;202212050000;202212122025;5;100
0090018000_26102022000042;0025918800;;0090018000;X2;149110970R;SLI---2000;2;2400;1200;975;311,800;45;GERB--0059_2400_1200;none;202212060000;202212070606;12;100
0090018000_26102022000043;0028091900;;0090018000;X4;403007072R;ENS---0014;10;1400;1225;1160;278,500;0;GERB--7976_1400_1225;none;202210140000;202211211400;15;100
0090018000_26102022000044;0062069400;;0090018000;X0;743566393R;SLI---0601;1;1200;1000;750;305,320;45;GERB--1213_1200_1000;none;202212080000;202212152025;5;100
