Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016800_26102022000001;0024975302;;0090016800;G0526;924808178R;SLI---2112;1;1206;1010;1181;221,400;0;GERB--0528_1206_1010;none;202211250000;202211282140;28;100
0090016800_26102022000002;0024975302;;0090016800;G0526;924801836R;SLI---2112;2;1206;1010;1181;156,900;0;GERB--0528_1206_1010;none;202212140000;202212162320;21;100
0090016800_26102022000003;0023235902;;0090016800;G0525;681082953R;SLI---2112;1;1206;1010;485;66,750;0;GERB--0528_1206_1010;none;202211210000;202211222100;15;2
0090016800_26102022000004;0001960400;;0090016800;G0511;217102572R;SLI---2112;3;1206;1010;1085;118,700;0;GERB--0528_1206_1010;none;202211150000;202211180040;3;100
0090016800_26102022000005;0028106700;;0090016800;G0511;826727800R;SLI---2112;1;1206;1010;1085;209,600;0;GERB--0528_1206_1010;none;202211290000;202212022320;81;100
0090016800_26102022000006;0023235902;;0090016800;G0525;689214375R;SLI---2112;1;1206;1010;1385;182,960;0;GERB--0528_1206_1010;none;202211280000;202211291740;5;2
0090016800_26102022000007;0023235902;;0090016800;G0525;215599932R;SLI---1200;7;1600;1200;930;169,780;45;GERB--1613_1600_1200;none;202211240000;202211251740;1;100
0090016800_26102022000008;0021865316;;0090016800;G0525;240706208R;SLI---2112;1;1206;1010;485;66,940;0;GERB--0528_1206_1010;none;202211170000;202211181930;98;100
0090016800_26102022000009;0061187700;;0090016800;G0521;673394616R;SLI---0760;1;1200;1000;930;1039,000;45;GERB--1213_1200_1000;none;202212100000;202212121915;20;100
0090016800_26102022000010;0061187700;;0090016800;G0521;781409735R;CON-S-0130;1;780;570;478;386,700;47;GERB--3195_780_570;widthwise;202211150000;202211161915;13;4
0090016800_26102022000011;0061187700;;0090016800;G0521;762439238R;SLI---0760;2;1200;1000;930;422,800;45;GERB--1213_1200_1000;none;202211160000;202211172130;6;100
0090016800_26102022000012;0021865316;;0090016800;G0515;240180736V;SLI---2112;1;1206;1010;1391;188,852;0;GERB--0528_1206_1010;none;202211150000;202211161930;21;100
0090016800_26102022000013;0021865316;;0090016800;G0525;240155879R;SLI---2112;1;1206;1010;1085;107,600;0;GERB--0528_1206_1010;none;202211300000;202212021930;44;100
0090016800_26102022000014;0023342502;;0090016800;G0511;823311852R;KFDA--0101;6;1209;1007;990;88,988;20;GERB--2034_1209_1007;none;202211180000;202211211540;4;100
0090016800_26102022000015;0061187700;;0090016800;G0521;745416204R;CON-S-0130;3;780;570;478;118,800;47;GERB--3195_780_570;widthwise;202212160000;202212171040;2;4
0090016800_26102022000016;0061187700;;0090016800;G0521;801883321R;CON-S-0130;1;780;570;478;96,000;47;GERB--3195_780_570;widthwise;202211220000;202211231915;2;4
0090016800_26102022000017;0043051102;;0090016800;G0511;259157819R;ENS1936431;1;1140;980;1071;223,666;0;GERB--7391_1140_980;none;202211180000;202211232230;190;100
0090016800_26102022000018;0023235902;;0090016800;G0525;969J24372R;SLI---2112;1;1206;1010;1185;143,800;0;GERB--0528_1206_1010;none;202212140000;202212150645;4;2
0090016800_26102022000019;0025915001;;0090016800;G0511;808205813R;SLI---2112;1;1206;1010;1181;305,400;0;GERB--0528_1206_1010;none;202211170000;202211180115;20;100
0090016800_26102022000020;0023235902;;0090016800;G0525;484717472R;SLI---2112;1;1206;1010;1382;124,200;0;GERB--0528_1206_1010;none;202212170000;202212190700;3;2
0090016800_26102022000021;0025104300;;0090016800;G606;751D17180R;SLI---0760;9;1200;1000;930;380,080;45;GERB--1213_1200_1000;none;202211220000;202211281640;5;2
0090016800_26102022000022;0061187700;;0090016800;G0521;260428105R;CON-S-0130;2;780;570;478;142,400;47;GERB--3195_780_570;widthwise;202212130000;202212141915;2;4
0090016800_26102022000023;0023235902;;0090016800;G0525;484B28770R;SLI---2112;1;1206;1010;1385;101,000;0;GERB--0528_1206_1010;none;202212100000;202212120700;6;2
0090016800_26102022000024;0061187700;;0090016800;G0521;751742414R;SLI---0760;1;1200;1000;930;458,650;45;GERB--1213_1200_1000;none;202212100000;202212121915;4;100
0090016800_26102022000025;0023235902;;0090016800;G0525;769138706R;SLI---2112;3;1206;1010;1083;132,440;0;GERB--0528_1206_1010;none;202211230000;202211241740;1;2
0090016800_26102022000026;0023235902;;0090016800;G0525;681352829R;SLI---2112;1;1206;1010;1385;156,480;0;GERB--0528_1206_1010;none;202211040000;202211070700;5;2
0090016800_26102022000027;0027046701;;0090016800;G0511;678106895R;SLI---2112;1;1206;1010;1085;67,550;0;GERB--0528_1206_1010;none;202212150000;202212192320;6;100
0090016800_26102022000028;0043051102;;0090016800;G0511;259150019R;ENS1936431;1;1140;980;1071;212,047;0;GERB--7391_1140_980;none;202211080000;202211112230;760;100
0090016800_26102022000029;0023235902;;0090016800;G0525;689201104R;SLI---2112;1;1206;1010;1385;173,600;0;GERB--0528_1206_1010;none;202211030000;202211040645;5;2
0090016800_26102022000030;0061187700;;0090016800;G0521;756287328R;CON-S-0130;1;780;570;478;117,000;47;GERB--3195_780_570;widthwise;202211230000;202211241915;3;4
0090016800_26102022000031;0028898200;;0090016800;G0525;483825077R;SLI---2112;1;1206;1010;485;94,200;0;GERB--0528_1206_1010;none;202211300000;202212081140;20;100
0090016800_26102022000032;0021865316;;0090016800;G0515;240515696R;SLI---2112;1;1206;1010;485;83,005;0;GERB--0528_1206_1010;none;202211300000;202212021930;96;100
0090016800_26102022000033;0011635500;;0090016800;G0511;172854383R;SLI---2112;1;1206;1010;285;62,888;0;GERB--0528_1206_1010;none;202211030000;202211031940;256;100
0090016800_26102022000034;0021865316;;0090016800;G0515;241269955R;SLI---2112;1;1206;1010;485;86,600;0;GERB--0528_1206_1010;none;202212050000;202212061930;36;100
0090016800_26102022000035;0026041201;;0090016800;G0511;217410336R;SLI---2112;1;1206;1010;785;136,100;0;GERB--0528_1206_1010;none;202212150000;202212192300;132;100
0090016800_26102022000036;0061187700;;0090016800;G0521;759433378R;CON-S-0130;1;780;570;478;375,500;47;GERB--3195_780_570;widthwise;202211250000;202211261040;4;4
0090016800_26102022000037;0024975302;;0090016800;G0511;924404712R;SLI---0770;5;1200;1000;975;138,500;45;GERB--1213_1200_1000;none;202212090000;202212122140;9;100
0090016800_26102022000038;0023342502;;0090016800;G0525;769230974R;SLI---0770;8;1200;1000;975;236,000;45;GERB--1213_1200_1000;none;202211300000;202212021040;5;100
0090016800_26102022000039;0027599200;;0090016800;G0526;215014391R;SLI---2112;2;1206;1010;1085;137,780;0;GERB--0528_1206_1010;none;202211150000;202211181830;5;100
0090016800_26102022000040;0061899801;;0090016800;G0525;543021244R;SLI---0770;2;1200;1000;975;313,000;45;GERB--1213_1200_1000;none;202211040000;202211112100;7;100
0090016800_26102022000041;0061194000;;0090016800;G0517;403000414R;ROUB--1665;6;1358;1153;1245;373,760;30;GERB--1746_1358_1153;none;202211240000;202211250330;6;100
0090016800_26102022000042;0023342502;;0090016800;G0511;828315771R;SFDA--0110;1;1600;1200;750;173,580;45;GERB--1613_1600_1200;none;202212070000;202212081540;13;100
0090016800_26102022000043;0025958400;;0090016800;G0525;144965154R;SFDA--9308;9;1200;1000;975;243,564;45;GERB--1213_1200_1000;none;202211150000;202211160030;8;100
0090016800_26102022000044;0024975302;;0090016800;G0511;924400644R;SLI---0770;5;1200;1000;975;153,720;45;GERB--1213_1200_1000;none;202211070000;202211091910;18;100
0090016800_26102022000045;0061187700;;0090016800;G0521;901422209R;CON-S-0130;1;780;570;478;74,800;47;GERB--3195_780_570;widthwise;202212160000;202212171040;2;4
0090016800_26102022000046;0061187700;;0090016800;G0521;676002186R;CON-S-0130;1;780;570;478;130,750;47;GERB--3195_780_570;widthwise;202211140000;202211152130;2;4
0090016800_26102022000047;0023235902;;0090016800;G0525;684708394R;SLI---2112;1;1206;1010;1385;153,000;0;GERB--0528_1206_1010;none;202212080000;202212091740;4;2
0090016800_26102022000048;0061187700;;0090016800;G0521;762437363R;CON-S-0130;1;780;570;478;199,500;47;GERB--3195_780_570;widthwise;202212150000;202212161915;3;4
0090016800_26102022000049;0023342502;;0090016800;G0511;668304464R;SLI---0770;1;1200;1000;975;297,180;45;GERB--1213_1200_1000;none;202211240000;202211251540;9;100
0090016800_26102022000050;0043051102;;0090016800;G0511;259150019R;ENS1936431;1;1140;980;1071;130,714;0;GERB--7391_1140_980;none;202212140000;202212171430;190;100
0090016800_26102022000051;0011129700;;0090016800;G0528;756857955R;CON-S-0130;6;780;570;478;94,560;47;GERB--3195_780_570;widthwise;202211140000;202211141630;1;4
0090016800_26102022000052;0021865316;;0090016800;G0515;241257506R;SLI---2112;2;1206;1010;1085;230,150;0;GERB--0528_1206_1010;none;202211080000;202211091930;18;100
0090016800_26102022000053;0021865316;;0090016800;G0515;241257506R;SLI---2112;1;1206;1010;485;89,650;0;GERB--0528_1206_1010;none;202211240000;202211251930;18;100
0090016800_26102022000054;0027107000;;0090016800;G0511;806078251R;SLI---2112;1;1206;1010;785;145,000;0;GERB--0528_1206_1010;none;202211210000;202211241215;46;100
0090016800_26102022000055;0061187700;;0090016800;G0521;762478389R;CON-S-0130;3;780;570;478;169,000;47;GERB--3195_780_570;widthwise;202212090000;202212101040;2;4
0090016800_26102022000056;0011106007;;0090016800;G0515;240803315R;SLI---2112;1;1206;1010;1085;205,400;0;GERB--0528_1206_1010;none;202211220000;202211252320;120;100
0090016800_26102022000057;0022066707;;0090016800;G0521;992A13309R;SLI---2112;1;1206;1010;485;55,200;0;GERB--0528_1206_1010;none;202212020000;202212090200;27;100
0090016800_26102022000058;0021865316;;0090016800;G0515;240107243R;SLI---2112;1;1206;1010;1089;145,310;0;GERB--0528_1206_1010;none;202212150000;202212161930;42;100
0090016800_26102022000059;0023342502;;0090016800;G0511;828385082R;SLI---2112;1;1206;1010;1181;197,000;0;GERB--0528_1206_1010;none;202212120000;202212131540;17;100
0090016800_26102022000060;0028350801;;0090016800;GREAPS;749772630R;SLI---0901;6;1600;1200;750;125,575;45;GERB--1613_1600_1200;none;202211020000;202211071900;1;100
0090016800_26102022000061;0023235902;;0090016800;G0525;769146729R;SLI---2112;2;1206;1010;1083;132,440;0;GERB--0528_1206_1010;none;202212170000;202212190700;1;2
0090016800_26102022000062;0023235902;;0090016800;G0525;253C77117R;SLI---2112;1;1206;1010;485;63,900;0;GERB--0528_1206_1010;none;202211260000;202211281740;27;2
0090016800_26102022000063;0061187700;;0090016800;G0521;544117241R;CON-S-0130;2;780;570;478;159,200;47;GERB--3195_780_570;widthwise;202212070000;202212082130;3;4
0090016800_26102022000064;0021865316;;0090016800;G0515;241607979R;SLI---2112;1;1206;1010;485;72,280;0;GERB--0528_1206_1010;none;202212050000;202212061930;38;100
0090016800_26102022000065;0061205600;;0090016800;G0525;888406554R;SLI---2112;1;1206;1010;1185;568,900;0;GERB--0528_1206_1010;none;202211160000;202211182240;52;100
0090016800_26102022000066;0023342502;;0090016800;G0511;823311852R;KFDA--0101;6;1209;1007;990;88,988;20;GERB--2034_1209_1007;none;202212020000;202212051540;4;100
0090016800_26102022000067;0040852000;;0090016800;G0511;687601008R;SLI---2112;1;1206;1010;485;46,776;0;GERB--0528_1206_1010;none;202212070000;202212131130;17;100
0090016800_26102022000068;0061187700;;0090016800;G0521;745C69398R;CON-S-0130;1;780;570;478;181,000;47;GERB--3195_780_570;widthwise;202212140000;202212152130;7;4
0090016800_26102022000069;0002807303;;0090016800;G0511;985362281R;ECM---8487;9;1300;1100;975;443,000;45;GERB--0946_1300_1100;none;202212020000;202212090110;27;2
0090016800_26102022000070;0026064701;;0090016800;G0526;550207892R;SLI---0770;2;1200;1000;975;512,280;45;GERB--1213_1200_1000;none;202211160000;202211210830;9;2
0090016800_26102022000071;0026006000;;0090016800;G0511;403155846R;SLI---0770;1;1200;1000;975;159,254;45;GERB--1213_1200_1000;none;202212020000;202212070830;3;100
0090016800_26102022000072;0023235902;;0090016800;G0525;769146729R;SLI---2112;4;1206;1010;1083;132,440;0;GERB--0528_1206_1010;none;202211150000;202211161740;1;2
0090016800_26102022000073;0002971803;;0090016800;G0525;921004366R;SLI---0770;8;1200;1000;975;212,200;45;GERB--1213_1200_1000;none;202211080000;202211151830;13;100
0090016800_26102022000074;0023342502;;0090016800;G0511;828398646R;SLI---2112;1;1206;1010;1181;128,200;0;GERB--0528_1206_1010;none;202212170000;202212191540;12;100
0090016800_26102022000075;0023235902;;0090016800;G0525;960155700R;SLI---2112;1;1206;1010;1385;145,800;0;GERB--0528_1206_1010;none;202212020000;202212050700;7;2
0090016800_26102022000076;0042012201;;0090016800;G0517;403005069R;PAL-S-0554;20;1360;1150;1306;349,000;0;GERB--5802_1360_1150;none;202212100000;202212141300;13;100
0090016800_26102022000077;0021865316;;0090016800;G0515;240189598V;SLI---2112;1;1206;1010;485;77,250;0;GERB--0528_1206_1010;none;202211140000;202211151930;93;100
0090016800_26102022000078;0061187700;;0090016800;G606;760C32198R;CON-S-0130;1;780;570;478;183,200;47;GERB--3195_780_570;widthwise;202211230000;202211241915;4;4
0090016800_26102022000079;0061187700;;0090016800;G0521;762464630R;CON-S-0130;1;780;570;478;139,950;47;GERB--3195_780_570;widthwise;202211180000;202211211340;2;4
0090016800_26102022000080;0061899801;;0090016800;G0525;543028590R;SLI---0770;13;1200;1000;975;318,600;45;GERB--1213_1200_1000;none;202211030000;202211101950;7;100
0090016800_26102022000081;0021865316;;0090016800;G0515;241634924S;SLI---2112;1;1206;1010;485;81,630;0;GERB--0528_1206_1010;none;202211280000;202211291930;114;100
0090016800_26102022000082;0061187700;;0090016800;G0521;765403643R;CON-S-0130;4;780;570;478;209,880;47;GERB--3195_780_570;widthwise;202211260000;202211281915;3;4
0090016800_26102022000083;0009639103;;0090016800;G0525;391011023R;SFDA--9813;2;1200;1000;975;690,300;45;GERB--1213_1200_1000;none;202211070000;202211100440;32;100
0090016800_26102022000084;0009639103;;0090016800;G0525;391003844R;SFDA--9812;2;1200;1000;975;636,840;45;GERB--1213_1200_1000;none;202211150000;202211180440;34;100
0090016800_26102022000085;0023235902;;0090016800;G0525;681352829R;SLI---2112;1;1206;1010;1385;156,480;0;GERB--0528_1206_1010;none;202211230000;202211240645;5;2
0090016800_26102022000086;0025958400;;0090016800;G0525;144961019R;SLI---0770;3;1200;1000;975;204,840;45;GERB--1213_1200_1000;none;202211290000;202211300030;8;100
0090016800_26102022000087;0025104808;;0090016800;G0511;963737947R;SLI---2112;1;1206;1010;485;45,900;0;GERB--0528_1206_1010;none;202212050000;202212082320;48;100
0090016800_26102022000088;0042709701;;0090016800;G0511;484003172R;ECM---2225;1;1340;1200;1300;337,200;31;GERB--0654_1340_1200;none;202212080000;202212090700;24;100
0090016800_26102022000089;0021865316;;0090016800;G0515;240363261R;SLI---2112;1;1206;1010;485;86,340;0;GERB--0528_1206_1010;none;202211180000;202211211930;109;100
0090016800_26102022000090;0041906000;;0090016800;G0511;365308556R;CAR-S*2990;9;1140;980;660;272,500;0;GERB--7391_1140_980;none;202211100000;202211150530;10;2
0090016800_26102022000091;0027752300;;0090016800;G0511;925935587R;SLI---2112;1;1206;1010;485;71,400;0;GERB--0528_1206_1010;none;202211290000;202212052230;10;100
0090016800_26102022000092;0026367401;;0090016800;G0525;551103022R;SLI---2112;3;1206;1010;681;353,900;0;GERB--0528_1206_1010;none;202211230000;202211291130;22;1
0090016800_26102022000093;0009639103;;0090016800;G0525;391008165R;SFDA--9812;1;1200;1000;975;711,810;45;GERB--1213_1200_1000;none;202211100000;202211150440;32;100
0090016800_26102022000094;0029655000;;0090016800;G0511;727120948R;CON-S-0405;8;1730;1020;1320;830,000;45;GERB--1749_1730_1020;none;202211020000;202211041040;12;100
0090016800_26102022000095;0042317100;;0090016800;G0526;265504320R;KFDA--0104;1;1209;1007;990;81,780;25;GERB--2034_1209_1007;none;202211290000;202212051245;3;100
0090016800_26102022000096;0061187700;;0090016800;G0521;663400853R;CON-S-0130;1;780;570;478;158,400;47;GERB--3195_780_570;widthwise;202211240000;202211251915;3;4
0090016800_26102022000097;0027752300;;0090016800;G0526;144992668R;SLI---2112;1;1206;1010;385;63,100;0;GERB--0528_1206_1010;none;202211080000;202211112230;36;100
0090016800_26102022000098;0021865316;;0090016800;G0515;240186600V;SLI---2112;7;1206;1010;1391;198,416;0;GERB--0528_1206_1010;none;202212150000;202212161930;21;100
0090016800_26102022000099;0026064701;;0090016800;G0525;540106431R;SLI---0770;2;1200;1000;975;421,000;45;GERB--1213_1200_1000;none;202212050000;202212080830;7;2
0090016800_26102022000100;0006353501;;0090016800;G0517;40300JD077;ROUB--1665;5;1358;1153;1245;413,960;30;GERB--1746_1358_1153;none;202211150000;202211181750;7;100
0090016800_26102022000101;0023235902;;0090016800;G0525;484724756R;SLI---2112;6;1206;1010;1385;110,900;0;GERB--0528_1206_1010;none;202212070000;202212081740;2;2
0090016800_26102022000102;0025958400;;0090016800;G0525;214100078R;SFDA--9307;18;1200;1000;975;164,492;45;GERB--1213_1200_1000;none;202212130000;202212141600;3;100
0090016800_26102022000103;0006750401;;0090016800;G0526;233006442R;CAR-G*1C-5;7;1200;1000;1150;516,500;0;GERB--3551_1200_1000;none;202212130000;202212161750;48;1
0090016800_26102022000104;0024975302;;0090016800;G3102;924402605R;SLI---0770;1;1200;1000;975;132,400;45;GERB--1213_1200_1000;none;202212140000;202212162320;8;100
0090016800_26102022000105;0061187700;;0090016800;G0521;625643285R;CON-S-0130;1;780;570;478;90,950;47;GERB--3195_780_570;widthwise;202211280000;202211291915;2;4
0090016800_26102022000106;0027830202;;0090016800;G0511;179828915R;SLI---0760;19;1200;1000;930;136,480;45;GERB--1213_1200_1000;none;202211140000;202211211700;1;100
0090016800_26102022000107;0061187700;;0090016800;G0521;751275906R;CON-S-0130;1;780;570;478;132,600;47;GERB--3195_780_570;widthwise;202211150000;202211161915;2;4
0090016800_26102022000108;0027690200;;0090016800;G606;745330564R;SLI---0760;15;1200;1000;930;282,640;45;GERB--1213_1200_1000;none;202211030000;202211080230;3;100
