Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090016500_26102022000001;0011711300;;0090016500;1GRA;322B35043R;SLI---0130;3;800;600;560;436,650;42;GERB--0588_800_600;none;202211040000;202211090800;9;100
0090016500_26102022000002;0011895401;;0090016500;1GRA;381017582R;ETM---4434;13;1275;1014;840;1228,800;140;GERB--0051_1275_1014;widthwise;202212160000;202212211430;22;3
0090016500_26102022000003;0011895401;;0090016500;1GRA;381017582R;ETM---4434;4;1275;1014;840;1228,800;140;GERB--0051_1275_1014;widthwise;202212070000;202212131430;22;3
0090016500_26102022000004;0027830400;;0090016500;1GRA;322419487R;ETM---4434;3;1275;1014;840;1683,500;140;GERB--0051_1275_1014;widthwise;202212220000;202212231600;28;3
0090016500_26102022000005;0041848300;;0090016500;1GRA;321072780R;SLI---2112;2;1206;1010;1185;173,900;0;GERB--0528_1206_1010;none;202211160000;202211211830;10;100
0090016500_26102022000006;0002515600;;0090016500;1GRA;150159239R;SLI---2112;2;1206;1010;1185;596,700;0;GERB--0528_1206_1010;none;202212060000;202212061830;29;100
0090016500_26102022000007;0040909900;;0090016500;3GRA;321016101R;SLI---1200;18;1600;1200;930;407,500;45;GERB--1613_1600_1200;widthwise;202211100000;202211151830;9;100
0090016500_26102022000008;0000037402;;0090016500;1GRA;150791267R;PAL-S-0022;2;1200;800;450;120,400;0;GERB--3737_1200_800;none;202211280000;202212021500;26;1
0090016500_26102022000009;0040909900;;0090016500;3GRA;304019125R;SLI---1200;9;1600;1200;930;486,928;45;GERB--1613_1600_1200;widthwise;202212070000;202212131830;14;100
0090016500_26102022000010;0011711300;;0090016500;1GRA;8200848464;CON-S-0130;4;780;570;478;474,000;47;GERB--3195_780_570;widthwise;202212140000;202212191100;6;4
0090016500_26102022000011;0002801804;;0090016500;3GRA;304013092R;SLI---1200;4;1600;1200;930;457,549;45;GERB--1613_1600_1200;widthwise;202211230000;202211281100;11;100
0090016500_26102022000012;0011895401;;0090016500;1GRA;381017582R;ETM---4434;6;1275;1014;840;1228,800;140;GERB--0051_1275_1014;widthwise;202212130000;202212161430;22;3
0090016500_26102022000013;0040145700;;0090016500;3GRA;304019125R;SLI---1200;6;1600;1200;930;486,928;45;GERB--1613_1600_1200;widthwise;202212020000;202212071830;14;100
0090016500_26102022000014;0011711300;;0090016500;1GRA;322B63220R;SLI---0130;3;800;600;560;437,320;42;GERB--0588_800_600;none;202212070000;202212130800;8;100
0090016500_26102022000015;0011711300;;0090016500;1GRA;322B92053R;CON-S-0130;12;780;570;478;271,200;47;GERB--3195_780_570;widthwise;202212160000;202212210800;6;4
0090016500_26102022000016;0022086204;;0090016500;1GRA;328909643R;SLI---2112;10;1206;1010;985;505,720;0;GERB--0528_1206_1010;none;202212090000;202212141500;62;100
0090016500_26102022000017;0011711300;;0090016500;1GRA;322B63220R;SLI---0130;1;800;600;560;437,320;42;GERB--0588_800_600;none;202211210000;202211240800;8;100
0090016500_26102022000018;0002515600;;0090016500;1GRA;150159239R;SLI---2112;1;1206;1010;1185;596,700;0;GERB--0528_1206_1010;none;202212210000;202212211830;29;100
0090016500_26102022000019;0011711300;;0090016500;1GRA;323712327R;SLI---0130;8;800;600;560;432,500;42;GERB--0588_800_600;none;202212130000;202212160800;8;100
0090016500_26102022000020;0011711300;;0090016500;1GRA;8200848464;CON-S-0130;4;780;570;478;474,000;47;GERB--3195_780_570;widthwise;202211170000;202211220800;6;4
0090016500_26102022000021;0011711300;;0090016500;1GRA;323706194R;SLI---0130;2;800;600;560;438,000;42;GERB--0588_800_600;none;202212220000;202301021100;9;100
0090016500_26102022000022;0022086204;;0090016500;1GRA;328909643R;SLI---2112;16;1206;1010;985;505,720;0;GERB--0528_1206_1010;none;202212130000;202212161500;62;100
0090016500_26102022000023;0011711300;;0090016500;1GRA;8200848464;CON-S-0130;4;780;570;478;474,000;47;GERB--3195_780_570;widthwise;202212220000;202212230800;6;4
0090016500_26102022000024;0027830400;;0090016500;1GRA;322410780R;SLI---0130;5;800;600;560;397,120;42;GERB--0588_800_600;none;202211230000;202211281600;8;100
0090016500_26102022000025;0005915200;;0090016500;1GRA;111135744R;SLI---0760;6;1200;1000;930;182,515;45;GERB--1213_1200_1000;none;202210310000;202211041500;4;100
0090016500_26102022000026;0027830400;;0090016500;1GRA;322419487R;ETM---4434;2;1275;1014;840;1683,500;140;GERB--0051_1275_1014;widthwise;202211160000;202211211600;28;3
0090016500_26102022000027;0025301300;;0090016500;1GRA;329804101R;SLI---0130;20;800;600;560;265,840;42;GERB--0588_800_600;none;202212070000;202212131830;9;100
0090016500_26102022000028;0002487200;;0090016500;1GRA;122828736R;ETM---4434;6;1275;1014;840;1645,160;140;GERB--0051_1275_1014;widthwise;202212220000;202301020600;17;3
0090016500_26102022000029;0011711300;;0090016500;1GRA;322312380R;SLI---0130;1;800;600;560;433,560;42;GERB--0588_800_600;none;202212220000;202212220800;8;100
0090016500_26102022000030;0027830400;;0090016500;1GRA;322010609R;ETM---4434;7;1275;1014;840;1153,800;140;GERB--0051_1275_1014;widthwise;202210310000;202211041600;21;3
0090016500_26102022000031;0041848300;;0090016500;1GRA;321097975R;SLI---2112;1;1206;1010;384;63,000;0;GERB--0528_1206_1010;none;202212060000;202212121830;18;100
0090016500_26102022000032;0011711300;;0090016500;1GRA;322B63220R;SLI---0130;3;800;600;560;437,320;42;GERB--0588_800_600;none;202211090000;202211141100;8;100
0090016500_26102022000033;0027830500;;0090016500;1GRA;130216552R;CON-S-0130;1;780;570;478;303,800;47;GERB--3195_780_570;widthwise;202212020000;202212071600;18;4
0090016500_26102022000034;0011711300;;0090016500;1GRA;323712327R;SLI---0130;10;800;600;560;432,500;42;GERB--0588_800_600;none;202211080000;202211110800;8;100
0090016500_26102022000035;0025301300;;0090016500;1GRA;329804101R;SLI---0130;29;800;600;560;265,840;42;GERB--0588_800_600;none;202211210000;202211241830;9;100
0090016500_26102022000036;0090012500;PCH3025;0090016500;1GRA;110170791R;SLI---0760;33;1200;1000;930;304,624;45;GERB--1213_1200_1000;none;202212160000;202212210600;7;100
0090016500_26102022000037;0011895401;;0090016500;1GRA;381013901R;ETM---4434;3;1275;1014;840;1360,000;140;GERB--0051_1275_1014;widthwise;202211280000;202212021430;26;3
0090016500_26102022000038;0011895401;;0090016500;1GRA;381017582R;ETM---4434;7;1275;1014;840;1228,800;140;GERB--0051_1275_1014;widthwise;202211250000;202211301430;22;3
0090016500_26102022000039;0011895401;;0090016500;1GRA;381016956R;ETM---4434;3;1275;1014;840;1152,750;140;GERB--0051_1275_1014;widthwise;202211110000;202211161430;22;3
0090016500_26102022000040;0011711300;;0090016500;1GRA;323736989R;SLI---0130;8;800;600;560;433,170;42;GERB--0588_800_600;none;202212050000;202212090800;7;100
0090016500_26102022000041;0011711300;;0090016500;1GRA;322512524R;SLI---0130;1;800;600;560;438,340;42;GERB--0588_800_600;none;202211140000;202211170800;8;100
0090016500_26102022000042;0011711300;;0090016500;1GRA;323712327R;SLI---0130;5;800;600;560;432,500;42;GERB--0588_800_600;none;202212090000;202212140800;8;100
0090016500_26102022000043;0000037402;;0090016500;1GRA;150842446R;PAL-S-0022;2;1200;800;540;528,442;0;GERB--3737_1200_800;none;202211080000;202211111500;137;1
0090016500_26102022000044;0011711300;;0090016500;1GRA;322B15159R;SLI---0130;5;800;600;560;437,525;42;GERB--0588_800_600;none;202211180000;202211230800;8;100
0090016500_26102022000045;0000037402;;0090016500;1GRA;150842446R;PAL-S-0022;1;1200;800;540;528,442;0;GERB--3737_1200_800;none;202212130000;202212161500;137;1
0090016500_26102022000046;0011895401;;0090016500;1GRA;381017582R;ETM---4434;8;1275;1014;840;1228,800;140;GERB--0051_1275_1014;widthwise;202211040000;202211091430;22;3
0090016500_26102022000047;0002801804;;0090016500;1GRA;122820779R;SLI---0770;9;1200;1000;975;463,356;45;GERB--1213_1200_1000;none;202211070000;202211101100;23;100
0090016500_26102022000048;0011711300;;0090016500;1GRA;322B63220R;SLI---0130;5;800;600;560;437,320;42;GERB--0588_800_600;none;202212220000;202212230800;8;100
0090016500_26102022000049;0027830400;;0090016500;1GRA;322419778R;SLI---0130;6;800;600;560;437,320;42;GERB--0588_800_600;none;202212220000;202212231600;8;100
0090016500_26102022000050;0002515600;;0090016500;1GRA;150126230R;SLI---2112;10;1206;1010;1185;536,500;0;GERB--0528_1206_1010;none;202212050000;202212051830;17;100
0090016500_26102022000051;0011711300;;0090016500;1GRA;323724393R;SLI---0130;2;800;600;560;428,000;42;GERB--0588_800_600;none;202211150000;202211180800;8;100
