Item ident;Supplier code;Supplier dock;Plant code;Plant dock;Product code;Package code;Number of items;Length;Width;Height;Weight;Nesting height;Stackability code;Forced orientation;Earliest arrival time;Latest arrival time;Inventory cost;Max stackability
0090015100_27022023000001;0001295500;;0090015100;GCPL01;969128963R;SLI---2112;1;1206;1010;385;22,232;0;GERB--0528_1206_1010;none;202304180000;202304200715;15;100
0090015100_27022023000002;0001295500;;0090015100;GCPL01;689209819R;SLI---2112;1;1206;1010;485;55,890;0;GERB--0528_1206_1010;none;202303090000;202303130715;4;100
0090015100_27022023000003;0021865325;;0090015100;GCPL01;241638370S;ECM---4833;1;1210;1010;990;235,712;20;GERB--0408_1210_1010;none;202303030000;202303080700;32;100
0090015100_27022023000004;0007908422;;0090015100;G04866;904108626R;CON-S-0130;1;780;570;478;102,852;47;GERB--3195_780_570;widthwise;202303280000;202304040915;3;4
0090015100_27022023000005;0001295540;;0090015100;G08896;681008191R;ECM---5729;2;2400;1640;1490;86,400;45;GERB--0958_2400_1640;none;202303130000;202303151145;9;100
0090015100_27022023000006;0005915200;;0090015100;G08307;215549271R;SLI---0770;10;1200;1000;975;137,400;45;GERB--1213_1200_1000;none;202304040000;202304120915;1;100
0090015100_27022023000007;0090019100;GR G0;0090015100;G14327;762157662R;CON-S-0130;1;780;570;478;83,250;47;GERB--3195_780_570;widthwise;202303090000;202303160515;2;4
0090015100_27022023000008;0027376300;;0090015100;G14327;844005848R;SLI---2112;2;1206;1010;385;168,820;0;GERB--0528_1206_1010;none;202304030000;202304110700;41;100
0090015100_27022023000009;0027030002;;0090015100;GCPL01;802929984R;SLI---2112;1;1206;1010;485;58,900;0;GERB--0528_1206_1010;none;202303060000;202303090600;6;100
0090015100_27022023000010;0001295540;;0090015100;GCPL01;682112859R;SLI---2112;1;1206;1010;1181;209,775;0;GERB--0528_1206_1010;none;202304050000;202304070715;40;100
