Supplier code;Supplier loading order;Supplier dock;Supplier dock loading order;Plant code;Plant dock;Plant dock loading order;Product code;Arrival time;Id truck;Length;Width;Height;Max weight;Stack with multiple docks;Max density;Max weight on the bottom item in stacks;Cost;EMmm;EMmr;CM;CJfm;CJfc;CJfh;EM;EJhr;EJcr;EJeh
0001295511;2;;2;0090015100;G08307;1;668633908R;202303140915;P073070901;13500;2440;2800;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;638455696R;202303140915;P073070901;13500;2440;2800;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001295511;2;;2;0090015100;G08307;1;668628391R;202303140915;P073070901;13500;2440;2800;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;555824006R;202303140915;P073070901;13500;2440;2800;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001295511;2;;2;0090015100;G08307;1;668102854R;202303140915;P073070901;13500;2440;2800;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;638448394R;202303140915;P073070901;13500;2440;2800;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0001295511;2;;2;0090015100;G08307;1;668A69379R;202303140915;P073070901;13500;2440;2800;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;638430739R;202303140915;P073070901;13500;2440;2800;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;638426641R;202303140915;P073070901;13500;2440;2800;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;638455696R;202303130845;P072071103;13500;2440;3000;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0006276700;2;;2;0090015100;GCPL01;2;739102876R;202303130845;P072071103;13500;2440;3000;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;555824006R;202303130845;P072071103;13500;2440;3000;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;638448394R;202303130845;P072071103;13500;2440;3000;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;638430739R;202303130845;P072071103;13500;2440;3000;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0006276700;2;;2;0090015100;GCPL01;2;739104315R;202303130845;P072071103;13500;2440;3000;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0003699213;1;;1;0090015100;G08307;1;638426641R;202303130845;P072071103;13500;2440;3000;25000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;753481022R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G16324;1;671A05593R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;801A88055R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;295121720R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;765839295R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;288216889R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;739458879R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;821993464R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;739445077R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;901424099R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;763219053R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;821467461R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;762387974R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;763924313R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;752637110R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;501164666R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;678155240R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;762390454R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;762157662R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;753488072R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;821476827R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;767K49949R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;762472531R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;743303084R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;743F26752R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;763B55680R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
0090019100;1;GR G0;1;0090015100;G14327;2;767K53298R;202304240715;P114071701;13500;2440;3100;28000;0;1500;100000;1500;12000;31500;7808,000;3800;1040;3330;7300,000;7630;2350;1670
